V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1.1,Q1.2,Q1.3,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.3_1,Q2.3_2,Q2.3_3,Q2.3_10,Q2.4_1,Q2.4_2,Q2.4_3,Q2.4_4,Q2.5_1,Q2.5_2,Q2.5_3,Q2.5_4,Q2.6_1,Q2.6_2,Q2.6_3,Q2.6_4,Q2.7_1,Q2.7_2,Q2.7_3,Q2.7_4,Q2.8_1,Q2.8_2,Q2.8_3,Q2.8_4,Q2.9_1,Q2.9_2,Q2.9_3,Q2.9_4,Q2.10_1,Q2.10_2,Q2.10_3,Q2.10_4,Q2.11_1,Q2.11_2,Q2.11_3,Q2.11_4,Q2.12_1,Q2.12_2,Q2.12_3,Q2.12_4,Q2.13_1,Q2.13_2,Q2.13_3,Q2.13_4,Q3.1,Q3.2,Q3.3_1,Q3.3_2,Q3.3_3,Q3.3_4,Q3.3_5,Q3.3_6,Q3.3_7,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,Q4.4_5,Q4.5_1,Q4.5_2,Q4.5_3,Q4.5_4,Q4.5_5,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.7_1,Q4.7_2,Q4.7_3,Q4.7_4,Q4.7_5,Q4.8_1,Q4.8_2,Q4.8_3,Q4.8_4,Q4.8_5,Q5.1,Q5.1_TEXT,Q5.2,Q5.3,Q5.3_TEXT,Q5.4,Q5.5,Q5.5_TEXT,Q5.6,Q5.7,Q5.8,Q5.9,Q5.10,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7,Q6.8,Q6.9,Q51,Q7.1,Q7.2,LocationLatitude,LocationLongitude,LocationAccuracy,Exclude
R_8of6uQtQ9hzKMnv,Default Response Set,Anonymous,,,139.62.149.249,0,11/2/2015 12:01,11/2/2015 13:02,1,F040,1,1,1,1,3,2,1,4,1,2,7,3,6,4,1,6,7,2,5,3,8,5,7,6,5,4,3,4,7,5,8,5,3,7,8,3,5,2,5,8,5,5,4,5,6,4,3,5,5,6,3,1,1,7,5,7,3,6,5,5,5,4,6,4,3,4,5,2,5,7,2,5,3,4,3,6,4,6,6,4,3,2,4,1,4,2,5,4,3,4,4,2,6,1,5,3,7,6,4,3,2,,21,3,,1,4,,0,9,1,23,1,1,1,"Most of the answers we were given about resolving a hypothetical incident were good reactions, but I feel there should have been answers that gave more ultimatums. However, I am an understanding person when it comes to stepping back and thinking about how I would LIKE to resolve a situation like these hypothetical incidents. ","The pilot study was to ask more direct questions about my feelings about my dating relationship, especially for characteristics about my partner and which ones I think stand out the most.","The main study was to see what the average person in a relationship would do in incidents that often occur within dating relationships, whether it be monogamous or not. I find that it was looking for people's rational thoughts about how to resolve plausible problems in every day life.","They were not related in the content of the questions, but the idea from which the questions came from is similar.","It was a nice way to start off the study. Beginning with a few questions about my partner and my personal descriptions of our relationship got me to actively start thinking about our relationship and aspects that revolve around us socially, intimately, and mentally.","I am not sure if everyone received the same questions, but I imagine that giving everyone the same questionnaire would give a better range of answers to evaluate. The prompt on the first page, however, I believe was the same for everyone. If they were different, people's answers could be directed differently and mess up the qualitative effectiveness.  ",1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_2sYmY4Lz20gax66,Default Response Set,Anonymous,,,139.62.163.127,0,11/2/2015 15:23,11/2/2015 16:33,1,F041,1,1,1,2,8,1,0,0,0,0,3,0,8,0,0,8,2,0,4,0,4,4,4,0,6,0,3,0,8,0,8,0,0,8,0,2,3,3,0,8,8,4,0,8,3,0,1,6,0,4,0,1,1,6,8,8,0,8,8,8,7,6,4,7,3,7,4,1,5,2,3,2,5,6,6,1,6,3,7,1,4,2,4,1,4,1,6,1,7,1,4,7,7,1,7,6,7,3,4,1,2,,19,2,,1,4,,1,2,4,20,1,1,1,"I found it to be a pretty easy and straight forwar test. I was asked if I ever stole anything when I was younger, and the answer was basically yes. Then I was later asked if I've ever intentionally stole antything and I said somewhat. I'm unsure if it was pretaining to the younger me or the teenage ""I'm well aware that this is worng"" me.",The purpose of the piuolt study was to simply get information on how I view relationships and a little background of my partner and I.,The purpose of this main study was to get my reaction to certain hypothetical situations related to my relationship.,"No, im my opinion the pilot study was like how do you feel about relationships or your partner while the main study was more like ""what would you do if?""",No,I'm unsure if everyone recieved the same writing prompt but I could imagine that they are all the same.,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_3nNTiTQ6CJYCt44,Default Response Set,Anonymous,,,139.62.163.52,0,11/5/2015 13:22,11/5/2015 14:30,1,f043,1,1,1,2,6,0,4,0,0,4,6,6,8,0,0,7,6,3,8,5,8,0,0,0,8,5,7,0,6,0,7,2,0,5,0,4,0,0,7,8,8,2,0,5,4,0,4,8,2,2,0,1,1,8,8,8,4,8,8,8,4,5,2,7,3,7,5,4,2,3,1,6,4,6,5,4,5,7,4,6,5,2,5,5,4,3,5,1,6,1,5,2,7,1,7,4,5,4,5,3,2,,19,3,,2,1,,8,3,4,4,2,1,1,"Yes, I was confused on why they were asking me questions about stealing as a child, and gossiping, and reading sexy books or magazines. I did not understand how those pertained to the study.",To give me a prefix on what was to come for the regualr study. Maybe even to filter my answers on the regular study. If I began by answering questions on how I see my relationship in the future I am more prone to actually get upset or even be more understanding about some of the issues or scenarios. ,To really focus and show how your opinion of your relationship effcts or affects your behavior in situations.,"Yes, they both were geared and targeted toward relationships and how you viewed them.","Yes, it made me think that if I want a forever type relationship with him and he did this than i would be extremely mad and ready to leave him.","I don't know if everyone received the same prompts. But, I feel if the writing prompts were different and the other person received ones saying like what would make you leave your partner or what is the number one reason you wouldnt grow old with your partner. It would put the particpant in the mindset that like oh I dont really care then if they stay or go. so, you would be nonchalant about the sceanrios.",1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_2wAJiG8ZAXwUU2I,Default Response Set,Anonymous,,,139.62.165.89,0,11/5/2015 13:23,11/5/2015 14:32,1,f044,1,1,1,1,6,6,1,7,0,0,7,0,0,0,0,7,0,5,4,0,5,5,2,2,4,4,0,0,6,0,0,6,1,6,0,0,7,5,0,5,5,5,0,1,7,1,5,0,2,6,0,1,1,8,8,8,0,8,8,8,5,3,3,6,4,6,2,4,4,7,2,3,1,7,4,5,6,6,6,4,5,7,4,1,2,4,4,3,1,7,7,1,7,1,7,5,5,3,4,4,2,,39,4,,1,6,"Living Together, Almost Engaged",3,11,1,31,1,1,1,"I wondered why there was no option such as ""would you break up with your partner"" if they cheated on you. That would be the only option for me. I wonder why we where being asked about breaking laws, such as speed limit and damaging/stealing, unless that was related to if you are willing to break a state law are you willing to break a relationship/marriage law. ",To see if we understood the questions. ,About our current relationship. ,"Yes, relationships. ",Not that I am aware of. ,I am not sure. ,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,1
R_2Ej95zYzIrTqlZv,Default Response Set,Anonymous,,,139.62.163.52,0,11/5/2015 14:30,11/5/2015 15:42,1,f045,1,1,1,1,8,5,0,5,4,6,8,5,7,2,0,8,7,1,7,2,4,5,7,6,6,8,1,5,6,2,8,2,2,7,4,2,6,5,6,8,6,6,2,5,7,1,4,7,3,7,1,1,1,7,6,6,2,5,1,6,7,5,2,2,6,4,5,2,6,7,2,7,6,6,7,2,7,6,6,2,3,4,7,1,6,2,1,3,5,4,6,1,6,2,7,2,7,6,2,3,2,,23,3,,1,3,,0,6,1,8,2,1,1,No,To describe features of my personal relationship,The purpose of the study was to understand how dating partners would react to hypothetical questions,The general views of an individual in a relationship and how this affects their behavior.,I believe the pilot study didnt influence my responces,"The nature of the questions might have been more personal, or needed critical thinking",1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_2U4MuHb3MYst5kZ,Default Response Set,Anonymous,,,139.62.165.89,0,11/5/2015 14:32,11/5/2015 15:43,1,f046,1,1,1,0,8,5,0,2,0,0,8,1,8,0,0,8,4,6,3,0,1,7,5,3,4,5,0,1,8,8,8,6,4,5,0,1,3,8,2,8,8,8,1,3,6,0,8,3,4,8,0,1,1,8,8,8,0,8,8,8,6,6,2,7,2,4,6,3,7,7,2,5,1,6,4,2,6,5,7,7,5,5,6,1,3,2,6,1,7,4,3,1,7,3,7,3,1,1,7,3,2,,21,3,,1,6,"serious, living together",1,10,1,31,1,1,1,"The random questions at the end, such as ""are you a safe driver when you exceed the speed limit?""",It gives more extensive answers rather than rating your relationship on a scale of 0-7. It gives a better understanding of how the online questions were answered.,To see how people would react to hypothetical situations based off of their relationship.,"Yes, the pilot study was essentially a more elaborate form of the online questionnaire. ","Possibly, because writing down extensive answers put me in the mindset of picturing my relationship and my partner. I think this may have made it easier to answer the online questions.","I don't know. Maybe some people got prompts related to the second half of the online portion, such as the questions that evaluated us personally.",1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_xAfSPIuLySs1AIx,Default Response Set,Anonymous,,,139.62.163.127,0,11/6/2015 14:46,11/6/2015 15:37,1,F047,1,1,1,5,6,5,1,4,1,1,7,5,5,7,8,8,1,8,3,0,0,8,8,8,4,8,0,0,3,3,3,8,1,8,5,0,7,0,1,8,8,8,1,8,8,0,8,2,0,8,0,1,1,8,8,8,1,8,8,8,4,3,2,6,2,6,2,1,6,7,1,6,7,7,7,2,6,7,7,7,5,2,7,1,5,1,7,1,7,7,1,2,7,1,7,2,7,2,7,2,2,,20,3,,1,4,,1,6,1,4,2,1,1,A couple questions not pertaining directly to relationships,To see what is the main motives are for my relationships,To see how I operate emotionally within a relationship faced with different situations,Yes.. Both measure the emotional aspect of a relationship,No,I am not sure,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_3dDDCyORBErFvAg,Default Response Set,Anonymous,,,139.62.163.52,0,11/6/2015 14:47,11/6/2015 15:40,1,F048,1,1,1,2,4,4,6,2,2,3,3,2,4,3,1,6,3,4,5,4,5,3,4,4,0,3,0,4,2,4,4,4,1,1,0,2,3,4,2,4,5,3,1,4,2,1,1,4,2,2,1,1,1,4,3,1,0,2,1,0,2,5,2,6,4,6,3,5,4,6,3,5,4,3,6,3,3,6,3,6,6,2,5,3,5,6,4,4,1,4,5,6,3,2,6,3,6,6,6,5,2,,19,2,,1,3,,0,5,1,10,1,1,1,"I wondered a little about why it wasn't taking into account preferences or orientations, such as if it were same-gendered people or people who lacked a romantic orientation.","I suppose it was to see how people felt about long-lasting relationships, such as what is is about a partner that would cause you to want to live with them for most of your life.","I'd say to see how close people are to their partners, and how that would affect their reactions to those hypothetical situations where your partner was being unfaithful or acting in a negative way towards you.","In a way, they were both about how you felt towards your partner. The paper was moreso about the strength of the bond, while the main study was testing that bond.",Kind of. It made me think about what it was about my relationship that made me enjoy it before asking me questions about trying to sustain that relationship.,"I would believe so; I only saw mine, so I'm assuming everyone got the same writing prompts. If they were indeed different, then they may have asked some of us about long-term relationships and others about..I don't know, maybe things about our partner that led us into a relationship in the first place.",1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_1pKloKvVB79cr88,Default Response Set,Anonymous,,,139.62.5.90,0,11/6/2015 11:01,11/6/2015 11:45,1,F049,1,1,1,1,7,3,0,0,3,6,1,0,6,0,0,8,1,3,5,1,6,3,5,1,0,1,0,0,7,0,7,3,1,6,0,5,1,4,5,8,7,3,0,8,2,1,1,5,3,5,0,1,1,8,8,8,0,8,8,8,2,3,5,2,1,4,6,2,4,7,2,6,3,5,5,5,6,2,6,5,3,5,5,2,5,2,7,2,2,7,1,1,7,6,5,5,7,2,2,2,2,,19,2,,1,4,,0,7,1,15,2,1,1,"No, nothing seemed strange.",To collect data about each participants relationship.,To collect data on how we would react to certain events if they took place between my partner and I.,"Yes, because they both have to do with my relationship.",No,I do not know if we received the same prompt because I did not see the other participants paper.,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_3lG4WiXvYvu6chW,Default Response Set,Anonymous,,,139.62.158.132,0,11/6/2015 11:00,11/6/2015 11:45,1,F050,1,1,1,0,8,0,0,3,0,0,8,0,8,8,2,8,0,5,0,0,0,7,8,4,2,5,0,0,0,0,8,5,0,5,0,5,6,0,0,6,6,6,0,5,5,2,2,8,0,8,0,1,1,8,8,8,0,8,8,8,5,2,6,1,7,2,1,1,6,1,7,1,7,3,6,1,7,1,7,1,1,7,1,5,1,7,1,7,1,7,1,7,7,7,1,7,1,7,1,7,2,,38,3,,1,5,,12,6,1,31,1,1,1,Everything makes sense.,To know events in dating relationships.,to know my opinion when I am involve with someone.,yes. studies are oriented towards relationships and people.,No.,Yes.,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,1
R_27fHBW3Tknu0EmW,Default Response Set,Anonymous,,,139.62.165.89,0,11/6/2015 14:47,11/6/2015 15:38,1,F051,1,1,1,4,6,1,5,2,3,7,8,0,7,7,1,5,4,2,4,6,1,5,5,8,6,2,4,3,0,4,7,7,4,8,0,1,5,4,4,6,5,7,3,6,8,2,8,5,3,2,0,1,1,4,6,5,2,5,3,1,4,2,6,7,4,4,7,6,5,7,3,7,7,6,6,3,2,7,6,4,6,1,3,1,4,7,3,2,1,7,1,7,4,7,6,5,5,7,4,7,2,,19,2,,1,3,,0,8,1,21,1,1,1,I was wondering why I was asked to what extent I obey laws and act morally around my friends.,"For a separate study to be conducted in the future, based on describing relationships.",To study how people are in a relationship regarding jealousy and pettiness in comparison to how they are as a person in general.,"Yes, they both addressed relationships and how people feel about them when they are a part of one.","Slightly. The paper study was like a warm-up exercise. It got me thinking about having my relationship last into the future, and to think positively of my relationship. ","I think that not everybody received the same prompts, so that there could be differences measured in how people respond to the main computer study depending on if they were given a more positive pilot paper study or a negative leaning one (perhaps about ending the relationship, or the most recent disagreement or fight).",1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_2aqo0nPs7XKS8BF,Default Response Set,Anonymous,,,139.62.163.127,0,11/6/2015 15:40,11/6/2015 16:18,1,F052,1,1,1,0,1,4,2,3,0,0,8,0,0,8,1,8,3,3,5,1,0,7,8,6,0,6,0,8,0,8,5,6,0,5,0,0,0,8,0,4,7,7,0,2,8,0,8,2,3,8,0,1,1,8,8,6,0,8,8,8,6,4,5,6,3,7,5,3,5,2,1,7,6,7,5,2,5,5,5,5,4,2,5,1,2,3,5,7,1,7,6,7,7,1,6,2,7,1,4,4,2,,24,4,,1,4,,1,2,1,10,1,1,1,Nope.,I felt that it was to assess what I valued in the relationship and why I thought it would last/why I'm in it for the long-term.,To assess how I would react to hypothetical situations concerning myself and my partner.,"Yes, both assess relationships between dating partners.",Nope.,I'm the only one so I don't know.,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_1rP9EMXf1fGcEZo,Default Response Set,Anonymous,,,139.62.5.47,0,11/9/2015 11:32,11/9/2015 12:05,1,F053,1,1,1,3,7,2,1,0,2,2,7,6,7,1,0,7,5,6,7,3,6,4,5,3,1,7,1,2,7,7,8,6,5,7,2,2,1,7,7,8,6,7,3,8,7,3,7,4,7,7,2,1,1,8,8,8,1,7,7,8,2,6,1,5,2,5,2,3,2,5,4,4,5,6,3,2,4,6,6,5,6,2,7,1,5,1,6,1,1,4,7,1,7,1,7,1,7,1,7,2,2,,22,3,,1,4,,1,4,1,31,1,1,1,"Some questions seemed like they should have just been 'yes' or 'no', but there were varying degrees. I was a little unsure on how to answer some of the questions. ",The purpose of the pilot study was to help generate a future questionnaire. ,The purpose of the main study was to gather information about the feelings of a particular person during hypothetical relationship situations. ,The two studies were related - they both concerned relationships ,I don't think so ,"I believe everyone received the same prompts. If not, the prompts may have differed by asking questions that began like: 'In the next 5 years, what is one trait that your partner will develop?""",1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_3oYoeKtpm6bl9Qu,Default Response Set,Anonymous,,,139.62.155.154,0,11/9/2015 11:34,11/9/2015 12:07,1,F054,1,1,1,1,5,7,2,2,0,1,3,1,7,2,3,4,4,5,6,2,8,8,8,8,2,8,0,2,7,0,8,4,0,3,0,3,4,6,6,8,8,4,0,3,7,1,3,5,6,7,0,1,1,8,8,8,1,7,5,6,3,5,4,3,4,4,3,2,7,6,4,2,6,2,5,4,6,4,3,4,4,3,2,1,5,3,7,5,1,4,1,5,7,1,6,3,1,7,2,6,2,,19,2,,1,4,,1,8,1,8,2,1,1,no,To see how other people think about relationships.,To see how people deal with different situations in relationships.,yes because they both asked about relationships,yes because it made me think about my partner more,yes,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,2
R_vf6mkp4Y646P5yV,Default Response Set,Anonymous,,,139.62.5.47,0,11/9/2015 12:38,11/9/2015 13:17,1,F055,1,1,1,6,7,3,0,6,2,0,8,0,2,3,0,8,2,1,7,0,8,2,8,7,3,4,0,6,8,2,8,7,2,7,1,6,2,4,6,8,8,3,1,6,7,3,4,8,2,5,2,1,1,7,8,5,2,6,7,6,4,1,5,3,4,3,4,2,6,4,4,4,5,7,5,3,3,1,6,5,2,4,3,6,2,4,4,6,3,5,3,5,5,6,5,5,5,4,4,5,2,,35,3,,2,1,,6,5,2,18,1,1,1,Not really the questions were fine and not disturbing.,"I guess the purpose was for the student to say what exactly are the importance in a relationship, and what is it that will be truly missed if breaking up with the partner. Also, what is it that makes a good relationship last, or how serious is relationship to us.","To know the individual self a little better. To know how, will the individual react in certain situation. And if I had any morality at all.","I think they were different in some ways, but related in topics subject of relationship is concern.","Not really, the online study was more about morality, character, temperament.","I'm pretty sure every body has their own answers. Which my be different than mine. Their beliefs may not be the same. The way they grow up may not be the same, and their morality may not be the same as well.",1,1,1,Fuglestad,30.28779602,-81.42639923,-1,1
R_1OoBLHbGXS5E0cW,Default Response Set,Anonymous,,,139.62.163.52,0,11/9/2015 15:32,11/9/2015 16:26,1,F056,1,1,1,0,4,2,0,3,0,0,6,0,8,2,0,5,2,3,6,0,2,3,5,2,3,3,6,3,1,2,8,5,2,5,3,1,4,7,4,6,6,6,0,3,5,1,5,4,4,4,0,1,1,8,8,2,2,8,5,5,4,4,2,6,2,5,3,2,3,3,3,4,5,7,4,2,4,3,2,2,7,2,7,1,4,1,7,6,1,1,7,1,7,1,7,1,7,1,7,1,2,,22,4,,2,1,,0,1,2,20,1,1,1,The last questionnaire seemed to be judging my level of honesty?,"As it says, it is used to generate a structured questionnaire for a future survey.",To acquire data about hypothetical situations in interpersonal/romantic relationships.,They both concern romantic relationships.,"Yes, the pilot study caused me to think more about myself and my sense of independence and descision making in relation to my romantic relationships.",I believe everyone received the same writing prompts.,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,2
R_1qVO7GV7qfpsdct,Default Response Set,Anonymous,,,139.62.165.89,0,11/9/2015 15:32,11/9/2015 16:27,1,F057,1,1,1,0,8,4,0,8,4,8,8,8,8,8,4,8,8,3,8,4,8,4,5,5,0,6,0,5,2,8,8,0,3,8,2,1,7,7,3,8,8,6,3,0,5,5,7,8,3,8,2,1,1,8,8,8,1,8,7,8,6,5,5,7,5,7,6,1,6,4,4,2,4,1,5,1,6,1,7,2,7,5,2,1,6,4,7,5,1,7,7,1,7,3,7,5,7,7,7,6,2,,20,4,,2,2,,1,6,1,30,1,1,1,No,"To get me thinking about my (in this case, past) relationship. ",To see if we're good partners or not. ,"Yes, they both asked about current (or past) partners. ",I don't think so. ,I didn't ask the person next to me.. ,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_3EVUAbN8daHtIno,Default Response Set,Anonymous,,,139.62.163.127,0,11/10/2015 13:34,11/10/2015 14:37,1,f058,1,1,1,2,6,4,1,3,4,4,6,1,7,5,1,6,4,2,5,2,5,5,4,6,4,5,3,3,5,6,6,6,2,5,2,7,5,4,4,8,7,5,2,6,5,3,4,6,5,6,2,1,1,8,7,7,6,5,4,4,4,4,3,5,3,4,3,2,4,6,3,3,2,2,4,3,4,6,7,5,4,3,3,1,3,3,5,2,2,4,1,2,7,2,6,5,5,4,5,4,2,,20,2,,2,2,,0,4,4,20,1,1,1,No,To see if the questions on the study will be understood properly,To see how peopel are in realtionships,Yes they were both asking information about partners,No,I do not know. I think they were the same. ,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_1QsVw9c6BsPezro,Default Response Set,Anonymous,,,139.62.163.127,0,11/10/2015 14:37,11/10/2015 15:21,1,f059,1,1,1,0,2,2,0,0,0,0,6,0,8,7,0,6,0,1,4,2,4,2,8,1,1,1,2,1,3,1,8,2,0,4,1,2,4,4,2,6,6,6,1,5,5,2,5,4,2,4,0,1,1,8,8,8,0,8,8,8,4,2,3,3,4,3,4,1,4,3,3,2,4,3,3,3,4,2,2,1,3,2,2,2,2,1,4,1,6,2,4,1,6,2,7,2,2,2,2,2,2,,18,1,,1,4,,3,2,1,17,2,1,1,nothing really seemed strange,im not sure,to see how i react in certain situations with my boyfriend,yes they both had to do with my boyfriend and i,not really,im not sure because i did not see the other peoples papers,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_XonLaF9zEXdaCJP,Default Response Set,Anonymous,,,139.62.163.52,0,11/10/2015 13:35,11/10/2015 15:20,1,f060,1,1,1,0,7,6,5,4,1,0,6,1,4,0,1,8,2,5,7,1,6,3,8,8,3,4,5,1,6,4,2,4,1,5,4,2,6,7,4,8,5,8,1,6,5,3,6,8,6,8,1,1,1,4,6,4,4,2,3,3,6,6,3,7,5,4,3,1,3,7,1,3,4,2,4,5,4,6,5,5,7,1,7,2,5,1,7,2,5,4,3,1,7,2,6,5,7,2,7,2,2,,24,3,,1,3,,0,6,1,12,1,1,1,"yes, I was confused with the qeustions asking about my moral. ",I have no idea ,How my moral believes affect on my date relationship? ,I dont think so,No,N/A,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_3EhjsfSlArVw1ju,Default Response Set,Anonymous,,,139.62.165.89,0,11/10/2015 14:36,11/10/2015 15:19,1,f061,1,1,1,8,8,8,2,2,2,2,6,0,5,2,0,8,3,4,4,3,8,2,8,4,4,4,6,0,7,0,8,8,0,0,0,0,8,4,2,8,8,6,1,8,8,8,8,3,3,5,7,1,1,8,8,8,0,8,8,8,5,2,7,6,5,4,7,4,7,2,4,5,3,5,4,6,5,7,6,7,4,4,6,6,5,6,7,4,6,5,7,6,7,7,7,6,5,6,6,6,2,,19,3,,1,4,,1,1,1,15,1,1,1,No,To gather further information without restriction to answer,gather information on a scale base,Yes both focused on relationships,No,I am not sure,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_3hnpnt1wYTMeVg9,Default Response Set,Anonymous,,,139.62.163.127,0,11/12/2015 13:33,11/12/2015 14:26,1,f062,1,1,1,3,8,5,2,5,2,2,8,0,8,8,2,8,8,1,7,8,8,1,0,5,8,4,5,0,8,0,8,0,6,7,8,7,3,1,8,8,3,4,4,8,6,3,3,8,0,0,5,1,1,8,8,7,0,8,8,8,4,3,6,2,4,4,4,3,7,4,3,3,4,4,7,1,6,5,6,2,2,2,2,2,3,3,1,3,2,4,5,1,7,1,6,6,3,6,2,6,2,,22,3,,1,4,,1,3,1,31,1,1,1,I was wondering about my own personality and how it plays a seriosu role in my relationship.,To describe and express to closeness we have in our relationship and to give a status of how serious we are about the relationship we're in.,To reflect on our own personal traits we have and how it connects with the relationship and partner we are with today.,Yes they both talked about our personal relationships and how we effect our own relationshiops.,No because my views on the pilot study are the same views I entered on the computer.,I believe everyone receieved the same writing prompts.,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_1l4dzesNT8SVwhn,Default Response Set,Anonymous,,,139.62.163.52,0,11/12/2015 13:33,11/12/2015 14:27,1,f063,1,1,1,0,7,2,0,0,0,6,4,0,8,7,0,8,3,7,8,2,8,4,8,4,4,4,0,8,8,0,8,5,0,4,2,4,4,1,8,8,8,8,0,1,4,1,8,1,4,8,0,1,1,8,8,8,0,8,8,8,5,3,4,7,2,4,2,1,4,6,1,3,7,1,3,1,3,7,6,7,3,1,7,1,3,5,7,4,1,4,1,1,4,2,7,2,7,7,3,2,2,,18,1,,1,4,,0,10,1,0,2,1,1,"I was wondering why I was asked about reading ""sexy magazines or books""; I thought that question was randomed. I've read Fifty Shades of Grey so I considered that a sexy book. ",The purpose of the pilot study was to give a brief introduction of what this study will be about. ,The purpose of the main study was to collect data on relationships. ,The two studies were related becaue they both asked questions regarding romantic relationships.,Not at all. I was completely honest with both studies.,I wouldn't know if everyone received the same prompts; I can only see my paper.,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_O73YGCmP3x988YV,Default Response Set,Anonymous,,,139.62.165.89,0,11/12/2015 13:32,11/12/2015 14:28,1,f064,1,1,1,3,2,2,5,2,1,1,6,2,3,5,2,5,4,1,5,2,2,2,3,2,1,2,0,0,3,2,5,2,1,4,2,2,3,4,2,5,3,2,1,2,2,1,3,5,1,5,1,1,1,7,6,6,4,4,5,4,3,4,1,7,7,6,5,7,5,6,3,2,2,4,3,3,4,6,3,5,4,2,5,2,4,4,6,1,2,3,2,2,7,3,7,4,3,7,6,1,2,,19,4,,2,1,,1,3,2,4,1,1,1,Nothing seemed strange to me,To see how people view and describe certain aspects of relationships,To get people's views on situations that happen in relationships,They were related in that they both asked questions about our views on aspects of relationships,"No, although the two studies were based on a similar topic, the questions were not the same",I believe that everyone received the same one,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_2aRETLQ1ggan9Jz,Default Response Set,Anonymous,,,139.62.163.127,0,11/12/2015 14:27,11/12/2015 15:31,1,f065,1,1,1,2,8,4,1,5,0,0,7,5,0,4,5,8,3,3,4,1,6,4,8,8,2,5,0,8,2,4,2,5,0,7,0,0,2,6,0,4,8,6,0,3,7,2,6,5,7,8,2,1,1,8,7,6,5,8,8,8,4,5,3,6,3,4,5,6,4,5,3,2,6,3,3,4,5,5,5,5,6,4,5,1,3,5,5,3,2,6,5,2,5,2,7,6,5,3,5,2,3,Non-binary ,19,2,,1,4,,0,7,3,3,2,1,1,It seemed like some of the responses were about getting even.. I suppose if these were options then a percentage of couples must face kjealousy and petty competition often. I am glad that my partner and I are mature enough to know how to give each other space and communicate when these things happen. ,To make sure that certain phrases were understood. ,To conduct a study seeing how people would react to situations in a dating environment. ,"Yes the two studies were both about things about my partner. The pilot study was asking why I liked/wanted to be with my partner, and the main study was assessing my actions in hypothetical situations. ","It didn't, but it reinforced my opinion that I am committed to my partner. ","I don't know! I didn't ask and we didn't see the papers others had. However one participant asked what the word ""salient"" meant on their paper, and I didn't have that question. So I must deduce that yes, the pilot study papers were different. ",1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_a2DsdOlEwPDqXh7,Default Response Set,Anonymous,,,139.62.163.52,0,11/12/2015 14:28,11/12/2015 15:32,1,f066,1,1,1,1,7,5,1,1,0,0,8,0,7,7,3,8,0,7,5,0,8,7,7,6,0,6,3,5,4,6,7,4,0,6,3,2,4,7,2,6,6,6,0,2,7,0,7,1,2,6,0,1,1,8,8,8,0,7,7,8,4,3,4,4,4,6,4,2,6,5,3,4,3,2,4,3,4,2,6,5,5,4,4,2,1,3,4,4,4,7,1,1,6,1,6,6,6,1,2,4,2,,19,1,,1,3,,1,4,1,20,1,1,1,no,Questions on dating relationships to see what a partner thinks of onself in a relationship and of his/her partner.,Questions on dating relationships to get a glimpse a partners reactions to certain situations.,"Yes, they both were regarding relationships and a persons view on their own relationship.","No, the questions werent that similar.","No, the writing prompts were different. There could have been more in depth or on the surface questions about oneself, the partner, or the whole relationship.",1,1,2,Fuglestad,30.28779602,-81.42639923,-1,2
