V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy
R_1Q6PsTqoFDV41uz,Default Response Set,Anonymous,,,157.181.61.153,0,28/10/2015 15:09,28/10/2015 15:44,1,1,1,0,0,54.532,0,1,491,1,0,0,10.51,0,,,,,,,1,9,1,bêzom a csoportban az elej_n,1,7,5,6,8,8,7,7,6,7,9,7,9,6,8,7,5,6,8,7,6,4,6,6,7,6,5,7,5,6,8,7,8,4,15,2,0,3,5,7,3,1,3,1,2,"Az emberi bizalom a mösokkal szemben, hogyan reagölunk ismeretlenekre.",nem,6,3,4,5,73,1,"Magyarorszög, Budapest",0,47.5,19.08329773,-1
R_1QbTLSCRCC3HY1C,Default Response Set,Anonymous,,,157.181.60.184,0,21/10/2015 18:06,21/10/2015 18:27,1,1,1,0,0,46.958,0,1,,,,,,,550,1,0,0,51.68,0,1,7,9,Ezt veltem a legjobbnak.,1,5,5,6,8,5,4,6,7,2,7,2,4,2,2,5,6,5,7,9,6,5,7,5,8,3,6,9,3,5,4,4,9,1,0,0,0,0,5,7,2,1,2,1,2,Viszonyunkat a korulottunk elokkel.,nem,3,4,2,2,78,2,"Magyarorszag, Abony",1,47.5,19.08329773,-1
R_1rqoWOvFGnA0cwR,Default Response Set,Anonymous,,,157.181.60.184,0,21/10/2015 18:31,21/10/2015 18:55,1,1,1,0,0,91.156,0,1,,,,,,,331,1,0,0,34.6,0,1,9,1,"330 se nem kicsi, se nem nagy",1,6,5,4,8,8,5,6,8,6,6,6,3,3,6,6,5,7,7,8,8,6,8,7,7,5,5,8,5,8,4,7,8,1,1,0,0,0,4,7,3,3,3,2,2,"Mennyire tartjuk szem el[tt a csoport;rdeket. Mennyire tudunk a csoport tagjak;nt gondolkodni, ;s elvonatkoztatni saj't nyeres;g-nkt[l.",nem,5,4,4,3,75,2,"Magyarorsy'g, Kom'rom",0,47.5,19.08329773,-1
R_1zXP7goB3bToOFb,Default Response Set,Anonymous,,,157.181.61.154,0,21/10/2015 18:12,21/10/2015 18:25,1,1,1,0,0,63.063,0,1,,,,,,,550,1,0,0,27.18,0,1,9,1,mert rem_lhet_leg mindenki hallott a fogolydilemma nev_ jöt_krãl,1,8,7,7,5,9,7,8,9,7,8,6,7,6,8,8,2,7,9,8,3,5,7,2,6,2,5,9,3,3,3,4,7,1,0,0,0,0,2,7,2,2,1,2,1,"Azt prãbölta kimutatn, hogy az ember szem_lyis_gjegyei mennyire befolyösoljök az egy™ttm_k_d_k_pess_g_t, egy™ttm_k_dniakarösöt.",nemigazön _rtem a k_rd_st,2,2,5,2,76,2,"Magyarorszög, Budapest",0,47.5,19.08329773,-1
R_217lVIeJvB9sGjZ,Default Response Set,Anonymous,,,157.181.61.142,0,22/10/2015 08:37,22/10/2015 08:55,1,1,1,0,0,58.977,0,1,550,1,0,0,8.15,0,,,,,,,1,9,9,Mert a csoport êgy jör a legjobban.,1,7,5,4,9,6,9,8,5,5,2,2,1,1,8,3,9,9,9,9,9,5,9,3,9,5,8,9,9,5,2,9,5,1,3,0,0,0,8,10,3,2,1,2,2,"Mit prãbölt kimutatni: mit tart az egy_n fontosabbnak; az egy™ttm_k_d_st vagy az egyed™l valã boldogulöst? Tovöbbö: mennyire fontos neki a gy_zelem, mennyire m_ri magöt mösokhoz? Magöbãl fakad-e a boldogsöga vagy mösokbãl?  / Hogyan prãbölta bemutatni: mennyit adna valaki a csoport_rt, ha p_nzr_l van szã, _nbevallös alapjön. ",nem,5,5,6,3,76,2,"Magyarorszög, Budapest",0,47.5,19.08329773,-1
R_22tyQD34nP9soRT,Default Response Set,Anonymous,,,157.181.61.140,0,21/10/2015 18:09,21/10/2015 18:28,1,1,1,0,0,57.708,0,1,,,,,,,550,1,0,0,26.77,0,1,9,1,Mert êgy tartom igazsögosnak a p_nz eloszlösöt: mindenkinek es_lye van a csoportbãl ugyanannak az _sszegnek a megszerz_s_re.,1,6,6,7,7,6,7,6,7,6,7,6,4,3,6,3,7,7,7,7,7,8,6,4,4,3,5,5,5,6,7,4,4,1,1,0,0,0,4,7,2,2,3,2,2,"Szerintem azt prãbölta bemutatni, hogy mennyire vagyok k_pes a sajöt _rdekem, el_ny_m el_ a csoporttörsaim _rdek_t, el_ny_t, m_gpedig azöltal, hogy ha a sajöt egy_ni _rdekemet nem _rv_nyesêtem (nem nulla Ft-tal jörulok hozzö a k_z_sh_z), akkor a csoporttörsaimnak is megvan az es_lye arra, hogy nagyobb _sszeget kapjanak - az egyetlen igazsögos elosztös akkor j_het l_tre, ha 550 Ft-ot ajönlok fel. ","Lehet, hogy a p_nz mint olyan itt ötver_s, de ez a kês_rlet jelleg_b_l adãdãan elfogadhatã szömomra.",2,3,5,9,75,2,"Magyarorszög, Keszthely",0,47.5,19.08329773,-1
R_22ubTqApmc37aoS,Default Response Set,Anonymous,,,157.181.61.149,0,28/10/2015 15:10,28/10/2015 15:44,1,1,1,0,0,45.75,0,1,550,1,0,0,18.09,0,,,,,,,1,9,1,"Mert rem_lem, hogy a t_bbiek is êgy gondolkoznak, _s êgy t_bb p_nzt nyerhet™nk.",1,5,2,4,8,8,6,4,3,1,3,1,2,2,2,2,8,6,9,9,9,2,8,3,9,3,2,9,6,3,9,2,2,1,5,0,0,0,4,9,1,3,3,2,2,"V_lem_nyem szerint azt, hogy az emberek inköbb individualista mãdon gondolkodnak, vagy jellemz_-e m_g a mai fiatalokra a k_z_ss_gi szellem, a mösok segêt_se.",nem,3,5,4,3,75,2,"Magyarorszög, Zsömb_k",1,47.5,19.08329773,-1
R_233vIaGF5DlGtmv,Default Response Set,Anonymous,,,157.181.61.135,0,19/10/2015 08:31,19/10/2015 08:52,1,1,1,0,0,65.499,0,1,,,,,,,542,1,0,0,16.14,0,1,9,2,"Ögy gondoltam, hogy mösok sem kocköztatnak, hanem inköbb a biztos nyerem_nyt völasztjök. ",1,6,7,1,9,2,5,9,7,7,7,9,9,4,6,9,4,8,9,9,6,5,9,5,8,4,8,9,8,4,1,2,9,3,1,0,0,0,5,8,2,3,1,2,2,"Ebben a kês_rletben a k™l_nb_z_ törsadalmi kapcsolatok öltal azt kêvöntök megvizsgölni, hogy bizonyos helyzetekben az adott f_l hogyan viselkedik, mennyire jelenik meg az altruizmus vagy _pp az egoizmus, mennyire ker™l hött_rbe a sajöt _rdek _s mennyire kap szerepet mösok _rdeke. Mi a fontosabb mösok v_lem_nye vagy _pp a sajöt elk_pzel_seink megvalãsêtösa. ",nem,5,2,6,9,72,2,"Magyarorszög, Tiszaszalka",0,47.5,19.08329773,-1
R_236IDhPZgX8V6md,Default Response Set,Anonymous,,,157.181.61.146,0,28/10/2015 15:53,28/10/2015 16:16,1,1,1,0,0,51.05,0,1,314,1,0,0,16.85,0,,,,,,,1,5,9,"azãta röj_ttem, hogy elszömoltam magam",1,6,4,3,9,6,7,5,5,5,3,5,4,3,7,3,6,8,7,9,8,5,8,7,6,4,5,5,6,6,6,7,5,3,8,0,0,1,8,10,3,2,1,2,2,"Az ismeretlenekkel valã kooperöciã m_rt_ke,a verseng_s, az altruizmus _s a bizalom _sszef™gg_seit. Aki jobban megbêzik mösokban, a csoport _rdek_t tartja szem el_tt a sajötjöval szemben stb., az nagyobb _sszeggel jörul hozzö a k_z_sh_z, mêg aki verseng_bb, ill. a sajöt _rdekeit tartja fontosabbnak, az kisebb _sszeget ajönl fel abban a rem_nyben, hogy êgy jobban jör majd.",nem,4,5,4,4,72,2,"Magyarorszög, Budapest",0,47.5,19.08329773,-1
R_24D7Y89hGSMl5oW,Default Response Set,Anonymous,,,157.181.60.144,0,19/10/2015 19:05,19/10/2015 19:27,1,1,1,0,0,73.706,0,1,490,1,0,0,17.22,0,,,,,,,1,9,1,490,1,7,6,9,5,4,8,7,8,6,7,5,7,3,7,7,6,8,7,8,7,6,3,3,3,3,8,6,6,5,2,4,6,1,0,0,0,0,2,4,3,1,2,2,2,A kês_rlet a törsadalmon bel™li verseng_st prãbölta bemutatni sarkêtott k_r™lm_nyek k_z_tt.,Nem.,3,4,3,4,76,2,"Magyarorszög, Szombathely",1,47.5,19.08329773,-1
R_24JefaOyi09fXGE,Default Response Set,Anonymous,,,157.181.60.192,0,5/11/15 07:49,5/11/15 08:16,1,1,1,0,0,87.149,0,1,550,1,0,0,7.46,0,,,,,,,1,9,9,"Mert min_l t_bb p_nzt rakok be, annöl t_bb k_tszerez_dik meg.",1,9,6,7,7,7,6,7,9,4,7,4,8,1,8,4,8,5,7,8,9,2,8,7,7,1,3,8,7,6,6,4,8,1,1,0,0,0,8,9,1,2,1,2,2,"Azt, hogy mennyire bêzunk abban, hogy a t_bbiek is felteszik az _sszes p_nz™ket. Ezöltal m_ri az egymösba vetett bizalmat.",nem,3,6,3,6,77,2,"Magyarorszög, Zalaegerszeg",4,47.5,19.08329773,-1
R_25HDHBlr0ZrXxXw,Default Response Set,Anonymous,,,157.181.61.154,0,27/10/2015 16:32,27/10/2015 16:47,1,1,1,0,0,130.199,0,1,,,,,,,550,1,0,0,31.31,0,1,9,1,"mert bêztam abban,  hogy a t_bbiek is ezt fogjök völasztani",1,8,2,1,7,4,3,6,6,8,9,7,5,6,6,8,3,8,7,9,9,1,9,6,8,4,6,9,3,1,7,3,9,1,0,0,0,0,7,9,3,3,1,2,2,"azt, hogy ha valaki egy_nileg v_gez  mindent, _s nem bêzik a t_bbiekben, akkor sokat nyerhet, de nagy a kocközat. Ha _sszefogunk, _s harmãniöban dolgozunk a csoporttörsainkkal, akkor lehet hogy kicsit kevesebbet, de nagyobb es_llyel nyer™nk",nem,6,2,9,9,76,2,", Magyarorszög, Budapest",0,47.5,19.08329773,-1
R_25yXfJonfx5C9Gm,Default Response Set,Anonymous,,,157.181.61.146,0,28/10/2015 15:09,28/10/2015 15:49,1,1,1,0,0,59.859,0,1,219,1,0,0,15.94,0,,,,,,,1,9,1,"K_r™lbel™l egy k_z_p _rt_ket völasztottam. Nem akartam a legnagyobb _sszeget völasztani, de nullöt sem. ",1,7,5,5,9,6,5,8,6,7,5,1,8,1,5,7,7,9,9,9,9,1,6,4,9,3,3,8,6,8,1,2,9,1,1,0,1,0,4,9,3,3,2,1,2,Az ismeretlen emberekbe vetett bizalmat _s az egy_ni mer_szs_get avagy biztonsögot.,"Azt gyanêtottam mör az els_ d_nt_sn_l, hogy lesznek olyanok, akik inköbb megtartanök maguknak a p_nzt vagy legalöbbis nem ajönljök fel az eg_szet a csoport_rt, êgy _n sem mertem az eg_szet felajönlani. Ögy gondoltam, hogy ha _n êgy gondolom valãszên_leg lesz mös is, aki hasonlã alapon d_nt. ",6,2,4,2,75,2,"Magyarorszög, ær_m",1,47.5,19.08329773,-1
R_262tKTj68jUfHJW,Default Response Set,Anonymous,,,157.181.61.135,0,21/10/2015 18:31,21/10/2015 18:56,1,1,1,0,0,87.412,0,1,,,,,,,500,1,0,0,31.39,0,1,6,1,"Nagyot nem vesztek,de nem is bukok,prãböltam biztosra menni.",1,8,6,8,8,8,8,9,9,7,7,7,4,4,8,5,4,4,8,6,6,8,6,7,7,7,7,9,6,9,3,8,9,1,0,0,0,0,7,9,2,3,3,2,2,"Az embereknek a törsadalomhoz/ismer_seihez f_z_d_ kapcsolatot vizsgölta,valamint hogy mennyire k_pes megbêzni azokban. ",Nem.,5,5,6,5,76,2,"Magyarorszög, Celld_m_lk",2,47.5,19.08329773,-1
R_26lKSIyPF2pymg3,Default Response Set,Anonymous,,,157.181.61.138,0,19/10/2015 18:36,19/10/2015 18:59,1,1,1,0,0,74.536,0,1,,,,,,,550,1,0,0,23.93,0,1,9,1,"Mert valãszên_ van legalöbb egy olyan ember, aki nem ad p_nzt, _s valãszên_ van legalöbb egy, aki “gy gondolkodik, hogy akkor jör a legjobban, ha a legnagyobb _sszeget beteszi",1,8,7,7,4,4,3,6,8,9,8,9,9,6,9,3,8,4,4,6,6,1,4,2,6,3,6,3,6,3,6,2,7,1,1,0,0,0,3,4,2,1,2,2,2,"Hogy ki mennyire bêzik meg mösokban, hogy _n_s _rdekek vezetik-e, vagy a k_zjãt akarjök szolgölni. Ez a p_nzadomönnyal van reprezentölva, ehhez k_pest pedig m_rik, hogy milyen maga a szem_lyis_g.",nem,3,3,5,5,75,2,"Magyarorszög, Budapest",1,47.5,19.08329773,-1
R_28D6ia7tYRL2IcR,Default Response Set,Anonymous,,,157.181.61.138,0,22/10/2015 07:41,22/10/2015 08:36,1,1,1,0,0,83.506,0,1,550,1,6,6,11.79,1,,,,,,,1,9,7,"gy adom bele a projektbe a legt_bb p_nzt, _s ha mindenki hozzöm hasonlãan jör el, akkor egyenl_ m_rt_kben r_szesed™nk a befektetett p_nzb_l. Ha valaki kevesebb p_nzt tesz be, akkor  t_bbet fog kiszedni a k_z_sb_l, a t_bbiek pedig kevesebbet. Bêztam abban, hogy a csapatbãl mindenki beteszi a max. vagyonöt, _s êgy mindenki azonosan jãl jör. Tehöt azt rem_ltem, hogy a csapattagok nem helyezik a csoport _rdeke el_ az _n_s _rdek™ket.",1,7,3,3,7,8,9,8,7,7,7,8,6,1,6,3,7,7,5,9,9,4,9,7,8,6,3,9,8,8,3,6,3,1,0,0,0,0,7,9,1,2,1,1,2,"A verseng_s _s az egy™ttm_k_d_s k_zti völasztöst kutatta, _s azt, hogy milyen szem_lyis_gjegyek megl_te sz™ks_ges az egyikhez vagy a mösikhoz.",nem,7,9,9,7,72,2,"Budapest, Magyarorszög",1,47.5,19.08329773,-1
R_28zBu95D7lDzNn5,Default Response Set,Anonymous,,,157.181.61.140,0,28/10/2015 15:53,28/10/2015 16:15,1,1,1,0,0,73.425,0,1,,,,,,,550,1,0,0,20.45,0,1,9,5,"Mert gondolom, bizonyos _rtelmi szint f_l_tti emberekkel vagyok _sszezörva, akik szint_n a k_z_s project megvalãsêtösöra t_rekednek, ami valãszên_leg egy k_z_s c_l, mindenkinek egyarönt fontos, êgy rem_ln_m, hogy mindenki rööldozza a sajöt forrösait.",1,8,8,7,9,9,9,9,7,6,9,3,9,4,6,8,4,2,4,7,8,2,3,3,5,5,8,8,4,1,2,5,8,1,0,0,0,0,5,3,3,1,2,2,2,"Megbêzhatãsög, mennyire vagyunk jãhiszem_ek a törsainkkal szemben.",Nem.,3,6,2,6,76,2,"Mo, Miskolc",0,47.5,19.08329773,-1
R_29rWkoVk1MIHY1P,Default Response Set,Anonymous,,,157.181.61.149,0,21/10/2015 18:09,21/10/2015 18:29,1,1,1,0,0,60.987,0,1,114,1,0,0,12.29,0,,,,,,,1,9,5,"Bêzom benne, hogy a t_bbiek “gy d_nt_ttek, hogy nekem az kedvez_ legyen.",1,7,7,3,8,8,8,8,8,8,8,8,7,9,9,8,1,6,6,8,6,5,5,3,7,2,2,5,2,6,1,7,8,2,1,0,0,0,4,8,3,2,2,1,2,"D_nt_si helyzetet mutat be, amikor nem csak magunkrãl van szã, hanem t_bb szem_ly is _rintett. Tehöt miutön meghoztam a d_nt_st nem csak az '_n sorsom' m“lik rajta, hanem t_bb ember_. A kês_rletben az jelenik meg, hogy hogyan hozunk meg egy d_nt_st annak f™ggv_ny_ben, hogy mösok is _rintettek a kimenetelben.",nem,3,2,4,3,74,2,"Magyarorszög, Debrecen",0,47.5,19.08329773,-1
R_29v6W51DA6vfitV,Default Response Set,Anonymous,,,157.181.60.144,0,27/10/2015 16:33,27/10/2015 16:54,1,1,1,0,0,79.707,0,1,,,,,,,525,1,0,0,29.59,0,1,9,1,"Mert nem akarom, hogy mösok az _n d_nt_sem miatt rosszabul jörjanak _s bêzom abban, hogy törsaim is hasonlãan gondolkodnak.",1,7,4,3,8,9,9,7,8,3,8,3,6,5,7,7,4,7,7,6,9,5,8,9,8,5,7,5,6,4,2,4,9,1,0,0,0,1,5,7,3,2,2,1,2,Milyen _sszef™gg_s van az _nzetlens_g-_nz_s_g _s a bizalom-bizalmatlansög k_z_tt.,Nem /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  / ,2,6,2,6,76,1,"Magyarorszög, Tatabönya",0,47.5,19.08329773,-1
R_2aDmGpqDzgOPyCG,Default Response Set,Anonymous,,,157.181.61.149,0,22/10/2015 08:37,22/10/2015 08:54,1,1,1,0,0,73.598,0,1,,,,,,,550,1,0,0,23.49,0,1,9,1,"Ögy gondoltam, ha a t_bbiek is ennyivel jörulnak hozzö (rem_lem), akkor mindenki jãl jör.",1,6,6,2,9,7,7,6,8,5,5,2,5,4,5,7,8,6,7,9,7,4,8,4,6,3,6,7,6,5,3,7,9,1,6,0,0,2,5,8,3,2,1,2,2,"A csoportos kapcsolatainkat prãbölta kiderêteni, hogyan viszonyulunk mösokhoz, mennyire vagyunk egy™ttm_k_d_ek.",Nem.,3,3,4,4,75,2,"Magyarorszög, Budapest",1,47.5,19.08329773,-1
R_2ANkN73sC2xCxVQ,Default Response Set,Anonymous,,,157.181.60.144,0,21/10/2015 18:08,21/10/2015 18:29,1,1,1,0,0,59.833,0,1,550,1,0,0,14.19,0,,,,,,,1,9,5,"Mert elviekben êgy jör a legjobban a csoport, ha mindenki ezt adta volna. Ûs szömomra nem baj, ha esetleg valaki nem ezt a d_nt_s hozta meg, _s êgy nekem esteleg kevesebb p_nz jut.",1,6,3,1,5,5,8,9,6,9,8,8,7,6,9,8,2,2,7,9,8,2,9,2,8,7,3,7,2,1,1,5,9,1,0,0,0,0,4,7,2,3,3,1,2,"Azt, hogy mennyire tudunk megbêzni, olyan emberekben akik idegenek a szömunkra, _s ezt a p_nzszerz_ssel prãbölta meg. Hiszen a legt_bb embernek ez nagyon fontos, _s mindig “gy prãböl ""tr™kk_zni"", hogy szömöra a legjobb legyen.",nem,4,5,6,3,72,2,"Magyarorszög, Sz_cs_ny",0,47.5,19.08329773,-1
R_2AQCwB7k0yXXMdM,Default Response Set,Anonymous,,,157.181.61.144,0,19/10/2015 19:06,19/10/2015 19:27,1,1,1,0,0,60.461,0,1,550,1,0,0,19.03,0,,,,,,,1,9,1,Mert bêzok a t_bbiek d_nt_s_ben _s nem csak a sajöt _rdekeimet tartom szem el_tt.,1,6,4,2,6,8,6,6,8,2,9,2,6,5,2,5,5,5,8,9,9,8,7,6,6,6,8,6,8,4,5,3,9,1,1,0,0,0,4,8,3,2,3,1,2,Azt hogy egy szem_ly mennyire helyezi _nmagöt el_t_rbe a törsadalommal/barötaival/csalödjöval szemben. ,nem,5,2,4,2,75,2,"Magyarorszög, Sopron",0,47.5,19.08329773,-1
R_2aRhgKUVlpnupax,Default Response Set,Anonymous,,,157.181.61.154,0,5/11/15 08:21,5/11/15 08:45,1,1,1,0,0,66.033,0,1,,,,,,,550,1,0,0,22.63,0,1,9,5,"Szeretn_m, ha mindenki a legjobban jörna _s egyenl_en osztãdna el a p_nz.",1,6,6,5,7,7,6,5,6,7,6,6,4,3,4,4,4,6,6,6,5,2,6,8,8,5,7,7,4,7,3,4,9,1,0,0,0,0,4,7,3,2,3,1,2,Mennyire tudjuk egy adott k_z_ss_g _rdekeit a legjobban szem el_tt tartani.,nem,5,3,4,3,77,1,"Magyarorszög, Nagykovöcsi",0,47.5,19.08329773,-1
R_2b2zL1b1Qe1q9vW,Default Response Set,Anonymous,,,157.181.60.192,0,6/11/15 07:40,6/11/15 08:16,1,1,1,0,0,73.609,0,1,,,,,,,550,1,0,0,16.9,0,1,9,1,"Mert a csoport _rdekeit tartom szem el_tt, _s abban bêzom mösok is.",1,8,8,3,9,9,7,4,9,7,7,7,8,8,9,6,5,5,1,4,7,1,7,5,5,5,9,8,4,8,3,1,5,1,1,0,0,0,1,7,2,1,3,1,2,Szerintem az egy_nek szem_lyis_g_t m_rte fel _s a csoport _rdek_ben vagy ellen hozott d_nt_seket ezzel _sszevetni.,nem,4,4,7,3,70,1,"Magyarorszög, Nyêregyhöza",0,47.5,19.08329773,-1
R_2bGAzduLQUX4Kv7,Default Response Set,Anonymous,,,157.181.61.153,0,22/10/2015 08:37,22/10/2015 08:56,1,1,1,0,0,101.568,0,1,501,1,0,0,12.48,0,,,,,,,1,9,6,"Bêztam abban, hogy a t_bbi r_sztvev_ is a csoport(unk) _rdekeinek megfelel_en fog d_nteni.",1,8,3,2,7,7,4,4,6,6,6,8,4,3,6,2,6,7,7,8,8,5,8,6,8,4,6,7,4,5,7,5,7,1,0,0,0,0,6,8,3,2,3,2,2,"Azt felt_telezem, hogy az altruizmus, egocentrizmus, ill a öltalönos segêt_k_szs_g t_möit _lelheti k_r™l.","Azt felt_telezem, hogy nem kapunk p_nzt ;)",2,6,2,5,74,2,"Magyarorszög, Kecskem_t",1,47.5,19.08329773,-1
R_2cARrE7dv2HRlra,Default Response Set,Anonymous,,,157.181.61.135,0,27/10/2015 16:33,27/10/2015 16:56,1,1,1,0,0,106.529,0,1,332,1,0,0,20.73,0,,,,,,,1,9,1,"Jãfej akartam lenni a t_bbi taggal. Nem akartam az _sszes p_nzemet odaadni, mert f_ltem, hogy _k nem adnak bele semmit. Azt hiszem, arra gondoltam, hogy ha _n beleadom a magam_t, akkor talön _k is beleadnak valamennyit. Ez persze ilyen mögikus gondolkodös, de az id_keret ezt hozta ki bel_lem.",1,7,9,8,7,6,5,5,6,9,5,9,5,1,7,1,8,4,8,8,8,3,4,6,7,1,6,7,5,3,7,3,4,1,0,0,0,2,4,6,3,2,1,1,2,"Talön azt, hogy egymös szömöra ismeretlen emberek hogyan m_k_dnek olyan d_nt_shelyzetekben, ahol nem talölkoznak, m_gis k_z_s javakrãl kell d_nteni™k, hogyan befolyösolja az ismerts_g, _s az idegenekbe vetett bizalom, vagy annak a hiönya az ilyen d_nt_seket.",nem,4,3,2,3,75,2,"Magyarorszög, Kecskem_t",0,47.5,19.08329773,-1
R_2CCInW91b1pG69F,Default Response Set,Anonymous,,,157.181.61.149,0,21/10/2015 19:00,21/10/2015 19:23,1,1,1,0,0,47.541,0,1,550,1,0,0,8.82,0,,,,,,,1,9,1,csapatjöt_kos vagyok,1,7,2,3,9,7,7,5,7,6,7,6,7,7,6,8,5,7,9,9,8,8,9,7,8,8,8,6,7,7,7,7,9,3,0,0,0,0,3,7,2,1,2,1,2,"Hogy mennyire bêzunk meg a törsainkban/ismeretlenekben, mennyire vagyunk ""csapatjöt_kosok"". ",nem,6,2,6,2,75,2,"Magyarorszög, Veszpr_m",0,47.5,19.08329773,-1
R_2cheODtWmLHYyMe,Default Response Set,Anonymous,,,157.181.61.144,0,5/11/15 07:43,5/11/15 08:16,1,1,1,0,0,103.72,0,1,550,1,0,0,10.17,0,,,,,,,1,9,1,"Ha jãl _rtelmeztem, êgy profitölt a csoport a legjobban, abban az esetben, hogyha mindenki êgy jört el, _s a csoport _rdekeit tartotta figyelem el_tt, nem csak a sajötjöt. Ûs kev_s volt az id_ :)",1,4,3,1,9,8,7,8,8,2,8,2,7,2,7,7,4,8,9,6,8,8,9,2,9,2,5,6,3,3,1,5,7,1,3,0,0,0,6,8,3,1,3,2,2,"Mint a cême is mondja, szerintem ez egy d_nt_shozatali-verseng_si kês_rlet. R_vid id_ alatt kell meghozni a ""legjobb"" d_nt_st, “gy, hogy vannak rajtunk kêv™l lev_ t_nyez_k is. Mös emberek. A kês_rlet az idegenekkel valã bizalmat is m_rte szerintem. Meg azt, hogy mennyire hajlandã az ember felöldozni sajöt _rdekeit, mösok, vagy egy csoport _rdek_ben.",Nem,2,2,5,2,77,1,îzd,5,47.5,19.08329773,-1
R_2D0QaeFuCgrcKzM,Default Response Set,Anonymous,,,157.181.61.149,0,27/10/2015 16:01,27/10/2015 16:22,1,1,1,0,0,99.912,0,1,,,,,,,300,1,0,0,40.07,0,1,6,5,"Az_rt völasztottam ezt a p_nz_sszeget, mert szerintem ekkor jör legjobban a csoport mindegyik tagja.",1,6,3,6,8,9,9,7,8,2,1,1,1,1,4,3,9,8,9,8,9,4,5,1,7,1,1,9,5,1,5,3,2,1,0,0,0,0,5,10,1,3,2,2,2,"Szerintem a kês_rlet az emberek k_z_tti egy™ttm_k_d_st prãbölta vizsgölni. Mennyit vagyunk hajlandãak felöldozni a k_z_ss_g™nk, csoportunk _rdek_ben, mennyire helyezz™k el_t_rbe sajöt _rdek™nket mösok_val szemben.",Nem volt.,9,4,5,4,74,2,"Magyarorszög, Szigetszentmiklãs",0,47.5,19.08329773,-1
R_2D2lO81jfTzZk88,Default Response Set,Anonymous,,,157.181.61.140,0,21/10/2015 19:00,21/10/2015 19:26,1,1,1,0,0,76.446,0,1,,,,,,,550,1,0,0,30.06,0,1,9,5,Az_rt mert êgy egyenl_en oszlott meg a csoport _s a sajöt _rdekem.,1,8,5,6,8,8,8,8,7,4,4,5,3,2,6,4,9,7,7,7,9,7,9,7,8,4,5,7,6,6,6,4,9,1,0,0,0,0,5,7,3,2,1,2,2,Hogy az emberek a sajöt vagy mösok _rdekeit n_zik e. Ezt olyan helyzetben ahol nem is merem a mösikat. Tehöt idegenekben mennyire bêznak _s mennyiben helyezik a csoport _rdekeit a sajöt _rdekei el_.,nem,3,5,4,4,74,2,"Magyarorszög, Nyêregyhöza",1,47.5,19.08329773,-1
R_2D7fVoYo3f29su0,Default Response Set,Anonymous,,,157.181.61.135,0,19/10/2015 19:06,19/10/2015 19:28,1,1,1,0,0,60.101,0,1,,,,,,,110,1,0,0,29.3,0,1,5,7,gy tippeltem ,1,7,6,4,8,9,9,8,7,7,6,7,4,2,6,6,7,7,6,7,6,2,8,6,6,1,6,9,7,4,7,7,6,1,1,0,0,0,3,4,3,1,3,1,2,Mennyire lehet megbêzni az emberekbe illetve ki hogy d_nt ha p_nzr_l van szã. A p_nz sz_tosztösöval.,nem ,4,4,5,4,76,2,"Magyarorszög, Budapest",0,47.5,19.08329773,-1
R_2dXFfg4WC86rv2O,Default Response Set,Anonymous,,,157.181.60.192,0,21/10/2015 19:00,21/10/2015 19:28,1,1,1,0,0,78.044,0,1,,,,,,,200,1,0,0,28.34,0,1,9,1,"Mert “gy v_lem mindenki a sajöt maga _rdek_t tartja maga el_tt, term_szetes _n sem vaqgyok gazdag, talön, ha milliomos lenn_k möshogy d_nt_ttem volna...de ki tudja??!! Nem lehet tudni pontosan, hogy ki hogy d_nt_tt, ezt tartottam a legc_lszer_bbnek, valamennyit adtam,. de ugyanakkor meg is tartottam a nagyobb r_sz_t.",1,8,2,4,8,8,5,7,7,8,9,4,6,8,8,9,2,7,8,9,9,7,9,6,9,4,7,9,3,9,7,5,9,1,1,0,1,2,6,10,1,3,1,1,2,"Magunkat vagy csoportunkat r_szesêtj™k-e el_nyben. Elvileg mindenki a sajöt maga hasznöt keresi, mivel nem tudja hogyan d_nt a mösik, _s ez a k_ts_g vezet el odöig, hogy szinte mindenki csak megtartani akarja a p_nzt, a k_z_sbe beleadni pedig semmit, vagy csak alig. ",nem,7,9,7,9,74,2,"Magyarorszög, Kisvörda",1,47.5,19.08329773,-1
