V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,Un1,Un2
R_1Kqdk85hryiE75p,Default Response Set,,,,192.38.127.142,,10/30/15 10:06,10/30/15 10:41,1,1,1,0,0,50.421,0,1,3000,1,0,0,5.019,0,,,,,,,1,9,1,"I chose to contribute 3000 蜋re and hopefully see the group as a whole gain as much value as possible. Though as I'm thinking about it the goal I chose, profit maximizing, was really just something I assumed or selected as the purpose of the task I was given.",1,4,1,7,9,5,1,7,5,6,1,3,1,8,3,7,4,8,6,9,9,5,8,5,8,1,7,1,5,4,4,3,1,1,1,1,0,2,10,10,1,2,1,2,2,"It seems to me to be about how people value or see the benefit of the group, meaning the group/society they themselves are a part of versus their own individual benefit as part of that group. And which types of people value the benefit of the entire group over the individual and vice versa.",no,5,2,4,4,72,1,"Roende, Denmark",30,55.66670227,12.58329773,-1,,7,1
R_1l4gM3BI2JTAKMu,Default Response Set,,,,192.38.127.143,,10/29/15 12:00,10/29/15 12:37,1,1,1,0,0,136.029,0,1,0,1,3.644,3.644,21.448,1,,,,,,,1,9,1,If chose to contribute 0 DKK because i hope that the other members of the group contribute a higher amount of money. In that way i will end up having a greater amount than the others. I,1,6,8,9,7,9,9,9,7,9,8,2,7,9,9,8,3,8,1,9,7,1,6,3,7,1,7,4,2,6,7,5,9,1,1,0,0,1,1,5,2,1,2,1,2,"It tried to show my feelings towards other persons with questions about values, family etc.",No,4,3,4,5,76,1,Gentofte Denmark,27,55.66670227,12.58329773,-1,,7,1
R_1LjxNev0QGReiYl,Default Response Set,,,,192.38.127.152,,10/27/15 12:43,10/27/15 13:40,1,1,1,0,0,107.067,0,1,3000,1,0,0,7.019,0,,,,,,,1,4,1,I wnted to optimise the amound for me and my fellow students,1,8,3,8,7,8,6,7,7,6,8,6,4,4,7,6,6,8,7,6,8,8,8,8,8,5,7,3,7,3,3,5,4,1,0,0,0,0,9,10,1,3,1,2,1,The present study was a basic study witch was related to one of the subjects we had in our pensum. it tried to show how we acted in trading situations.,no,3,5,5,3,66,1,"Arrild, Haderslev (both S蜋nderjylland)",16,55.66670227,12.58329773,-1,,1,1
R_1luTkoG7AwqyJNJ,Default Response Set,,,,192.38.127.142,,10/27/15 12:42,10/27/15 13:40,1,1,1,0,0,83.662,0,1,3000,1,0,0,4.568,0,,,,,,,1,9,1,"I hope that everyone in the group seek to maximize the common best for the group.\I chose to be selfish myself, I could not expect for the others in the group to share their money.",1,6,2,6,6,8,8,8,8,8,8,3,4,3,8,8,4,8,2,7,7,7,9,8,8,2,7,6,5,6,3,3,7,1,0,0,0,0,8,9,1,2,3,2,2,"It was trying to investigate the trust among people, and how the participant sees himself in relation to other people, groups and family.",No,6,9,4,3,73,1,"Bornholm, Denmark",15,55.66670227,12.58329773,-1,,7,1
R_1mE1Yk3ujmDE6HK,Default Response Set,,,,192.38.127.140,,10/29/15 10:02,10/29/15 10:32,1,1,1,0,0,37.899,0,1,1998,1,0,0,16.614,0,,,,,,,1,9,9,"I'm attempting to maximize my profit, yet keeping some, as an insurance, in case of losses.",1,8,5,7,8,9,3,5,9,5,2,4,1,1,3,4,8,9,5,9,7,8,9,6,7,3,7,7,7,4,3,3,4,2,2,0,0,1,10,10,1,2,1,2,2,"That people are reluctant to put themselves on the line, for the benefit of a group or society, thus not investing all of their money.",No.,7,9,7,9,76,1,"Copenhagen, Denmark",26,55.66670227,12.58329773,-1,,7,7
R_1mP35NpvTpagsZU,Default Response Set,,,,192.38.127.156,,10/26/15 08:07,10/26/15 12:34,1,1,1,0,0,27.731,0,1,,,,,,,3000,1,0,0,14.479,0,1,9,9,Because that is the amount with the potential highest gain for the entire group,1,7,2,8,4,6,6,7,6,4,8,5,8,2,3,6,7,8,7,9,6,6,7,8,6,3,6,3,8,7,7,2,5,2,1,0,0,0,7,9,3,2,1,2,1,I think this study somewhat represent how egocentric people are,no,6,2,5,3,76,1,Hvidovre,24,55.66670227,12.58329773,-1,,7,7
R_1mWREsmGwDiWdV2,Default Response Set,,,,192.38.127.149,,10/26/15 08:09,10/26/15 12:39,1,1,1,0,0,78.638,0,1,,,,,,,2119,1,0,0,15.697,0,1,9,1,"I thought that if i contributed with around 20 the chance that the other participants contributed with the same was high, i thought on the group as a whole.",1,8,6,8,6,7,7,7,7,8,4,7,7,6,7,6,5,9,7,7,7,2,7,9,8,3,3,9,6,5,7,5,7,1,1,0,0,0,8,10,1,3,3,2,2,"I think that the study show, how much a person values being in a group, and trusts that others think the same as yourself. Furthermore it examines how egoistic people are.",no,3,3,3,3,77,1,"Copenhagen, Denmark",24,55.66670227,12.58329773,-1,,7,1
R_1NyqQNcFeBQWAO9,Default Response Set,,,,192.38.127.144,,10/26/15 08:09,10/26/15 12:34,1,1,1,0,0,45.794,0,1,587,1,0,0,17.718,0,,,,,,,1,9,1,just to get an overall understanding of the procedure,1,7,5,9,9,5,9,8,9,2,7,1,9,7,7,7,6,4,2,7,8,1,3,3,9,6,7,6,6,7,1,3,6,1,2,2,0,0,2,6,3,1,2,1,2,how much i believe in sharing and how much i think other people are willing to share. Also how high iI hold my own values versus the benefit of the other's,no,2,6,6,3,75,1,Copenhagen,24,55.66670227,12.58329773,-1,,7,1
R_1Nzju2iVTHsJFzm,Default Response Set,,,,192.38.127.150,,10/27/15 12:43,10/27/15 13:37,1,1,1,0,0,95.969,0,1,2426,1,0,0,8.381,0,,,,,,,1,9,1,"I choose to contribute 2/3 of my amount, since the bigger amount donated by the whole group, the bigger the return would be. But in case none of the others in the group contributed with anything, or just contributed with a little bit, I kept some of my money for myself.",1,8,7,9,4,9,9,9,7,6,8,3,2,3,7,5,1,6,8,8,9,8,7,8,9,2,1,3,2,7,4,1,4,1,0,0,0,0,2,6,3,3,1,1,2,The previous study is trying to make a profile of the participants who reflects the populations in order to see how we view ourselves and our surroundings. \It was trying to show how we make our decisions based on our values. \And to see how much we are willing to contribute to a group without knowing how much the rest of the group is willing to share.,No,9,2,5,9,73,2,"Copenhagen, Denmark",16,55.66670227,12.58329773,-1,,7,1
R_1o7pNwicXQhT6Bp,Default Response Set,,,,192.38.127.157,,10/29/15 12:02,10/29/15 12:35,1,1,1,0,0,47.754,0,1,,,,,,,3000,1,0,0,17.431,0,1,9,1,"Because when I contribute 3000 (max) I'm hoping everybody else will do the same, resulting in me earning money.",1,7,3,5,7,7,2,6,6,6,5,6,7,5,6,7,5,8,6,7,9,7,8,8,7,5,5,7,8,3,5,2,7,1,1,0,0,0,8,8,1,1,2,2,2,"I think the study indicates selfishness. I believe most peoples first thoughts would be to distribute all of their money, but by forcing them to think for 10 seconds people will consider holding their money for themselves, hoping everybody else will donate their money, thus gaining an individual profit.","I usually do what's best for the group, but I know some people don't and got anxious if they wouldn't contribute to the common price pool",6,2,6,2,75,1,"Virum, Denmark",27,55.66670227,12.58329773,-1,,7,1
R_1ODoeLJjOs2Mqys,Default Response Set,,,,192.38.127.159,,10/29/15 12:01,10/29/15 12:45,1,1,1,0,0,134.93,0,1,,,,,,,1005,1,0,0,40.328,0,1,9,4,"Jeg valgte at ""give"" 1000 蜋re til det f蚠lles og beholde de 2000 蜋re, da det vil v蚠re en fordel for gruppen at have en f蚠lles pulje, men hvis det samlet ikke g外r godt, er det for mig selv ligeledes en fordel at beholde nogle af pengene selv til at starte med.",1,1,5,7,4,6,5,8,5,3,9,2,8,2,2,6,3,8,7,8,8,9,2,6,2,3,7,9,4,2,7,3,6,1,1,1,0,0,8,10,1,3,1,2,2,Om der tr蚠ffes konsistente valg mht interageren ift. andre ved at stille sp蜋rgsm外l om de samme emner p外 forskellige m外der.,No.,9,7,9,7,76,2,Danmark,27,55.66670227,12.58329773,-1,,7,3
R_1OppsVvdQ0t7x8i,Default Response Set,,,,192.38.127.161,,10/30/15 10:15,10/30/15 10:34,1,1,1,61.436,61.436,62.103,1,1,,,,,,,3000,1,0,0,17.568,0,1,9,1,Maximizes profit. Most fair.,1,9,9,9,9,8,9,9,9,7,9,7,9,9,9,9,5,5,4,7,9,1,9,7,7,3,5,9,3,5,3,3,7,1,2,1,0,0,6,10,1,2,1,2,2,"If you put in all your money in a public bank account, all would get the most money. People know that. But do they also act upon that? Or do they act more self-centered.",no,5,2,6,2,76,1,Copenhagen,20,55.66670227,12.58329773,-1,,7,1
R_1pxGpsXiuDSU96x,Default Response Set,,,,192.38.127.166,,10/28/15 09:51,10/28/15 10:42,1,1,1,0,0,72.34,0,1,0,1,0,0,13.994,0,,,,,,,1,9,1,"I went for the option with the highest assured personal gain. No matter what the other decide to do, i will always get a minimum of 30 kr. If the other decide to contribute i get more, but i can never get less then 30 kr.",1,9,9,9,9,2,1,7,1,9,9,1,5,3,3,9,4,4,1,4,6,7,5,5,5,1,1,2,2,2,9,1,1,1,1,1,0,0,5,9,3,2,2,2,2,First of all it was trying to show how a connection between how much you trust other people and you view on you self as an individual and your own view on your abilities as an individual. Secondly it was trying to show how this connection influenced our choices when it comes to actually trusting other people.,No,4,3,7,2,76,1,"哇rhus, Denmark",28,55.66670227,12.58329773,-1,,7,1
R_1r1ylRQLmzzZ1Xd,Default Response Set,,,,192.38.127.155,,10/30/15 12:21,10/30/15 12:47,1,1,1,0,0,61.977,0,1,,,,,,,3000,1,0,0,3.939,0,1,9,1,"I believe that a rational economist will choose the marginally most beneficial solution. However a participant in this experiment will most likely be selfish, i still believe that people in here will realize that the biggest amount of money that can possibly be won from this will be if all four members in a group will share all 3000 蜋re.",1,9,9,9,9,9,9,9,6,8,7,8,8,3,9,7,3,8,3,5,2,4,8,8,9,4,3,1,2,5,1,5,4,1,0,1,0,1,4,10,2,1,2,1,2,this study has tried to make the participants part of a decision making group. It has tried to elaborate what it means to be an intelligent human interacting with other intelligent humans.,"In the beginning of the study we were informed that we would earn more if we shared 0 $. however this would only be true if all other three members shared their money, so i suspect that this statement will lead to confusion amongst some of us.",7,3,3,6,75,1,"Copenhagen, Denmark",24,55.66670227,12.58329773,-1,,7,1
R_1rdEwnYRanhBjHO,Default Response Set,,,,192.38.127.154,,10/27/15 09:58,10/27/15 10:32,1,1,1,0,0,5.266,0,1,,1,0,0,9.259,0,,,,,,,1,4,4,Ran out of time,1,9,9,7,9,9,9,9,9,4,6,3,6,3,6,4,3,6,1,9,7,5,5,5,4,2,1,6,3,6,1,6,7,1,1,4,0,0,8,9,1,2,1,2,2,The study is about telling something about people's personality,No,9,7,9,7,74,2,Br蜋ndby,23,55.66670227,12.58329773,-1,,4,4
R_1RJS5xpn0v3i8c9,Default Response Set,,,,192.38.127.159,,10/29/15 10:01,10/29/15 10:36,1,1,1,0,0,37.163,0,1,1210,1,0,0,12.818,0,,,,,,,1,4,4,I chose 1000 蜋re because then we will all get the same amount and I think that's fair.,1,5,5,3,6,6,5,8,6,7,6,6,5,6,7,6,6,5,8,7,7,3,8,8,9,4,5,9,6,6,8,3,7,1,0,0,0,0,3,8,3,2,3,1,2,"It was trying to get people to think about how they react when money and competition is involved, and how much they are willing to set other people thru.","I think maybe it's difficult to answer all the question, because some of the question you need an explanation about it.",6,9,6,9,76,2,Denmark,27,55.66670227,12.58329773,-1,,4,3
R_1rMp1CG1P3qIfTW,Default Response Set,,,,192.38.127.165,,10/29/15 12:01,10/29/15 12:34,1,1,1,0,0,42.07,0,1,1803,1,0,0,11.36,0,,,,,,,1,4,1,Tilf蚠ldigt,1,7,7,8,7,8,8,9,8,9,8,7,8,8,9,9,7,8,8,3,7,1,7,5,7,1,6,7,4,5,1,1,6,1,0,0,0,0,6,9,2,2,2,1,2,"Hvordan individer handler - enten rationelt eller irrationelt. \Grundl蚠ggende at se p外, i hvor h蜋j grad mennesker handler efter individuelle pr蚠ferencer eller i h蜋jere grad t蚠nker p外 andre.",no,5,2,6,6,75,1,"Copenhagen, Denmark",27,55.66670227,12.58329773,-1,,4,1
R_20NBry5oEstDnjc,Default Response Set,,,,192.38.127.151,,10/30/15 12:27,10/30/15 12:51,1,1,1,0,0,50.038,0,1,3000,1,0,0,4.823,0,,,,,,,1,9,4,"I believe the three other people will also contribute with 30, and therefore we will get the highest profit in total.",1,7,2,7,8,9,6,8,7,7,9,6,9,6,8,8,3,8,9,7,8,3,8,8,8,7,9,6,8,7,3,5,7,1,1,0,0,0,9,9,1,2,1,2,2,"The study is trying to show how willing I am to work with and share things with other people - my perception of other people as well. If I am selfish or helpful, like competition or think everybody should do and have the same etc. Liberalism - communism",no,6,2,6,2,76,1,"Copenhagen, Denmark",23,55.66670227,12.58329773,-1,,7,4
R_20P3sUgS9m1sHmE,Default Response Set,,,,192.38.127.146,,10/27/15 09:59,10/27/15 10:46,1,1,1,0,0,74.514,0,1,3000,1,0,0,8.028,0,,,,,,,1,9,1,I trust the other participants to put in all their money as well.,1,8,2,8,2,6,5,7,6,7,3,6,2,6,8,7,4,8,7,8,7,6,7,9,7,6,3,3,5,5,3,5,6,3,0,2,0,0,8,9,1,3,2,2,1,"If people act for their own benefit or see a bigger purpose within the group. \It shows whether you trust the others to put in all their money, and whether you feel obliged to do the same.","If I don't put in any money, and the others do I would benefit from that. I doubted if the other participants thought the same way.\But I chose solidarity.",4,3,5,4,74,1,"Virum, Denmark",20,55.66670227,12.58329773,-1,,7,1
R_21GI2e107xdmcax,Default Response Set,,,,192.38.127.141,,10/27/15 12:42,10/27/15 13:36,1,1,1,0,0,92.63,0,1,574,1,0,0,9.974,0,,,,,,,1,9,1,i choose randomly,1,6,3,8,7,5,7,8,6,6,9,3,7,3,7,7,5,7,5,7,7,5,8,7,6,2,6,4,6,4,5,5,3,2,0,1,0,0,7,9,1,2,3,2,2,the test was testing my personality and my trust in people,no,3,4,4,3,72,1,copenhagen,15,55.66670227,12.58329773,-1,,7,1
R_22ly4H625M6UjIR,Default Response Set,,,,192.38.127.162,,10/30/15 10:06,10/30/15 10:39,1,1,1,0,0,74.411,0,1,,,,,,,3000,1,0,0,17.597,0,1,9,1,Because the total amount of money will be greater the more I and the others contribute. And because I only play for 30 DKK I decided to play them all.,1,5,8,3,6,7,5,8,8,3,3,3,8,5,5,5,5,8,7,7,8,6,7,6,8,4,6,4,7,5,3,3,7,2,0,1,0,0,8,8,1,3,3,2,2,"There is a difference in rusting people in general and trusting people when it is about their or your own money. Money is crucial in everyday life and it was probably a bad idea to contribute all 30 DKK in the first place because the other participants maybe were too scared to do the same. But the study shows us, what people say they do and what they actually do. But then again, I think people behave differently as when it is about small everyday problems and then money. A  person can be very helpful in general but when it comes to money maybe more conservative, not taking risks.","As I wrote. It depends on the situation. Money is more serious to people than just, as an example, accepting to helping someone in two hours with their math homework. That doesn't mean that they will loan out money---just because they are generally helpful. And then the other things to this study. We are all studying economy, same age and so on. We are not representing the entire population. I don't know how much of a difference it makes.",9,5,2,5,76,1,"Copenhagen, Denmark",25,55.66670227,12.58329773,-1,,7,1
R_23ghHwNpOOBg2b9,Default Response Set,,,,192.38.127.150,,10/29/15 12:00,10/29/15 12:43,1,1,1,0,0,71.131,0,1,,,,,,,2997,1,23.465,23.465,26.583,1,1,9,1,"Jeg finder det vigtigere, at hele gruppen f外r et lige antal penge ud af eksperimentet. Samtidig er det vigtigt at bidrage med noget til eksperimentet for at f外 det til at fungere.",1,8,1,7,8,9,8,8,6,5,8,3,7,1,5,2,6,6,5,8,8,4,8,9,9,1,6,9,5,5,7,5,5,1,10,0,0,0,5,8,3,2,3,1,2,"Jeg tror, at unders蜋gelsen pr蜋ver at beskrive i hvor h蜋j grad, man stoler p外 folk; alt efter om de er fremmede eller personer man kender. Og ud fra dette s外ledes vurdere ens beslutninger i forhold til ens medmennesker.",No,9,6,9,6,76,2,"哇lsg外rde, Danmark",27,55.66670227,12.58329773,-1,,7,1
R_23ghoKr3b7wfG9q,Default Response Set,,,,192.38.127.159,,10/26/15 08:08,10/26/15 12:39,1,1,1,0,0,77.706,0,1,,,,,,,501,1,26.9,26.9,42.327,1,1,9,1,It chose to contribute with a small amount because i don't know how much the other participants contribute with. This way i am sure that i get a high pay-off.,1,7,5,7,4,6,5,7,6,4,9,4,7,6,4,6,3,6,4,7,6,6,5,3,5,3,5,3,4,7,4,2,9,1,1,0,0,0,5,8,3,3,3,2,2,The present study was trying to show the degree of trust between people and how selfish people act towards strangers.,no,9,4,3,2,76,1,"Denmark, Charlottenlund",23,55.66670227,12.58329773,-1,,7,1
R_245Gkl5Fd91fu7a,Default Response Set,,,,192.38.127.153,,10/29/15 07:53,10/29/15 08:38,1,1,1,0,0,48.302,0,1,833,1,14.135,14.135,21.206,1,,,,,,,1,9,4,everyone gets the same benefit,1,3,3,5,6,9,7,7,8,6,7,2,8,2,6,7,7,8,8,8,8,8,8,6,8,3,4,4,3,2,7,5,4,1,1,1,0,0,5,8,1,2,3,2,1,what the study could offer for their students,no,5,3,6,2,76,2,"Gentofte, Denmark",20,55.66670227,12.58329773,-1,,7,3
R_24hMUMZTquuKicx,Default Response Set,,,,192.38.127.151,,10/29/15 11:59,10/29/15 12:34,1,1,1,0,0,63.367,0,1,32,1,0,0,21.798,0,,,,,,,1,9,9,To get the biggest reward.,1,7,6,5,6,7,5,7,6,6,6,6,5,5,7,7,5,6,6,9,7,3,8,7,6,6,5,7,4,5,6,3,6,1,1,1,0,1,3,7,2,1,3,1,2,"Eksperimentet s蜋gte at unders蜋ge, hvordan jeg som person t蚠nker, for at kunne identificere, hvilken type person jeg er. Overordnet set: menneskelig adf蚠rd.",No,3,4,4,3,77,1,"Denmark, Copenhagen",27,55.66670227,12.58329773,-1,,7,7
R_262ZgUWYOP56Y5e,Default Response Set,,,,192.38.127.151,,10/29/15 10:01,10/29/15 10:33,1,1,1,0,0,96.876,0,1,999,1,0,0,18.233,0,,,,,,,1,9,1,gruppen f外r mest n外r alle ligger alt. jeg f外r mest n外r alle andre end mig selv ligger alt,1,7,4,8,6,8,5,7,8,2,8,2,8,6,7,8,5,8,7,6,7,4,8,7,8,2,6,4,7,4,2,4,7,1,0,0,0,0,7,8,1,3,3,2,2,hvordan vi agerer i et konkurrencesamfund,no,5,2,4,3,75,1,"Copenhagen, Denmark",24,55.66670227,12.58329773,-1,,7,1
R_270ZZO84cVmgwj6,Default Response Set,,,,192.38.127.154,,10/30/15 10:07,10/30/15 10:32,1,1,1,0,0,74.223,0,1,,,,,,,3000,1,0,0,15.282,0,1,9,1,to get the highest amount for the group,1,5,5,7,8,8,7,8,7,6,7,6,8,5,7,7,1,7,7,8,8,4,7,6,7,2,3,5,5,5,6,1,7,1,1,0,0,0,8,9,3,2,1,2,2,it tried to show how people trust each other.,no,4,4,5,4,77,1,solr蜋d str. denmark,27,55.66670227,12.58329773,-1,,7,1
R_27fcYEUuula3dPA,Default Response Set,,,,192.38.127.163,,10/29/15 12:01,10/29/15 12:33,1,1,1,0,0,63.031,0,1,3000,1,0,0,13.221,0,,,,,,,1,9,1,Because it is the best if everybody in the group think rationally,1,8,9,9,9,9,8,7,7,4,9,7,1,9,8,9,5,6,5,9,7,3,3,8,2,2,9,2,9,9,5,7,8,1,1,2,0,0,5,7,1,2,3,2,2,"Eksperimentet vil m外ske pr蜋ve at belyse, hvordan samfundet har udviklet sig.\Folk er m外ske blevet mere individuelle i forhold til tidligere i historien.",no,6,2,5,3,75,1,DK,28,55.66670227,12.58329773,-1,,7,1
R_28D2B8TKBgChgJu,Default Response Set,,,,192.38.127.146,,10/27/15 12:42,10/27/15 16:35,0,1,1,0,0,100.793,0,1,,,,,,,3000,1,0,0,13.863,0,1,9,9,"Because i expect people to act rationally. If everybody wants to get the most out of their money, they would have to contribute it all. I expect that everybody wants to earn the most money, and they trust that everybody in the group acts rationally.",1,8,7,8,8,5,8,5,4,3,7,3,7,3,3,3,7,8,6,9,8,5,7,5,7,8,3,5,9,4,3,4,7,1,0,0,0,0,6,6,3,3,2,1,2,"I think the present study was trying to show how people view other people, and to what degree they trust other peoples decision making. I think it wants to show how people trust their own judgement better than the judgement of other. It was doing so, by letting us interact with each other and afterwards letting us judge us selves and the others's behaviour and see how different opinions we had about each other.",I think you might have given each of the four group members different assignments and therefore manipulated the outcome - maybe you have put one in a more favorable position than the others or given some of us different conditions than the others.,9,9,9,5,72,1,,,,,-1,,7,7
R_29jiQs2vDqmkoLb,Default Response Set,,,,192.38.127.155,,10/30/15 10:06,10/30/15 10:33,1,1,1,0,0,54.543,0,1,3000,1,0,0,7.802,0,,,,,,,1,4,1,"If everyone doubles the contribution everyone has there income doubled, game theory is hard.",1,5,8,7,8,9,2,8,7,2,5,4,9,5,3,7,2,8,9,9,8,2,9,9,9,3,6,9,8,9,5,2,6,1,1,1,0,0,7,9,1,2,1,2,1,Game theory,"Can I trust the other participants? Thats the question in game theory. I just chosed to trust the others, and hope I can the double the income.",7,9,6,9,76,1,Fredensborg,20,55.66670227,12.58329773,-1,,1,1
R_29tPH8JMg1CrEQD,Default Response Set,,,,192.38.127.138,,10/27/15 07:40,10/27/15 08:39,1,1,1,0,0,84.918,0,1,801,1,0,0,12.869,0,,,,,,,1,4,4,To contribute money,1,7,5,8,9,7,7,7,5,3,6,3,4,1,5,2,4,7,9,5,6,3,9,6,8,1,8,2,7,4,3,3,5,3,0,0,1,2,4,7,1,3,1,1,2,Trying to show how trustworthy people can be / is by asking questions about your own personal beliefs and whom you feel most comfortable with.,No,2,5,5,4,77,2,"Hiller蜋d, Denmark",20,55.66670227,12.58329773,-1,,3,3
R_2akjUhaPmrTBhVw,Default Response Set,,,,192.38.127.164,,10/29/15 12:01,10/29/15 12:39,1,1,1,0,0,85.96,0,1,,,,,,,3000,1,0,0,100.573,0,1,9,9,I trust that the other participants act rationally and that they believe everyone else does as well. If everyone contributes 30 DKK the payoff will be the best as a whole and for each participant.,1,9,5,8,9,9,6,8,7,6,9,7,7,1,5,9,4,9,2,7,5,7,9,3,5,1,5,3,9,6,1,3,1,1,1,0,0,0,5,7,3,3,2,1,2,I believe the present study was trying to show a correspondance between our personalities(based on the answers given) and our trust in others/our trust in the rationality of others in society.,I have a slight suspicion that i have not been given the whole picture.,2,4,6,6,75,1,"Elsinore, Denmark",27,55.66670227,12.58329773,-1,,7,7
R_2arAJ0LlxKEgoGP,Default Response Set,,,,192.38.127.150,,10/27/15 09:58,10/27/15 10:42,1,1,1,0,0,39.604,0,1,,,,,,,3000,1,0,0,5.734,0,1,9,1,"If we repeat the process several times as a group, we're quickly able to make more money than what we had as our starting capital!",1,7,5,7,9,3,7,7,4,3,8,3,9,8,6,7,2,6,6,6,7,1,5,7,8,3,6,2,7,6,2,5,5,1,1,0,0,0,4,8,3,1,2,1,2,"The present study was trying to show how much the individual (me in this case), trusts people whom they interact with on a daily basis. The maximum profit can be achieved, if all of the group members throw all of their money in the pot, which is in everybody's interest! If we were dealing with strangers, I feel that they would be more likely to keep the money for themselves, which is also something that the post-questions had focus on.","I have no idea who these test-""makers"" are and I haven't seen nor been introduced to how the distribution of money is being worked out - therefor I only have their word for it's legibility and it's not certain that what they say is true.",6,2,6,2,73,1,Helsing蜋r Danmark,28,55.66670227,12.58329773,-1,,7,1
R_2awuTMJD3liersO,Default Response Set,,,,192.38.127.144,,10/29/15 12:00,10/29/15 12:39,1,1,1,0,0,47.059,0,1,,,,,,,0,1,0,0,34.706,0,1,4,1,"Hvis de to andre giver deres penge, mens jeg ikke giver nogen af mine, vil jeg tjene mest p外 det.",1,8,9,9,8,9,9,9,8,9,9,8,9,5,5,1,3,9,7,2,9,1,9,6,8,1,1,1,6,2,7,1,6,1,0,0,0,0,1,4,2,2,3,1,1,"Sp蜋rgsm外lene som blev stillet pr蜋vede at fort蚠lle noget om, hvor egoistisk man er som menneske.",NO,4,4,5,9,75,2,"Danmark, Aller蜋d",27,55.66670227,12.58329773,-1,,1,1
R_2c0hOuDiyrRNUaE,Default Response Set,,,,192.38.127.138,,10/27/15 12:41,10/27/15 13:35,1,1,1,0,0,65.695,0,1,1803,1,0,0,12.516,0,,,,,,,1,9,9,"Since I only get half of what I put into the project, I will not insert the full amount of money I can spent.",1,7,7,8,8,8,8,7,8,7,7,8,8,7,7,7,5,4,3,4,6,2,7,4,7,3,3,6,2,7,6,7,7,1,0,0,0,0,5,8,3,2,3,1,2,"The present study is trying to make the subject ""me"" firstly see how much I am willing to give / take of a fixed money pool. Then afterwards the point is to reflect over my decision.\\The study was trying to show, how a human like me reacts in a practical ""fixed"" situation, where money is involved.",no,6,2,5,2,74,1,"Copenhagen, Denmark",16,55.66670227,12.58329773,-1,,7,7
R_2c11sLBZsqqOOhS,Default Response Set,,,,192.38.127.138,,10/29/15 10:01,10/29/15 10:33,1,1,1,0,0,36.356,0,1,1040,1,0,0,10.49,0,,,,,,,1,9,1,.,1,7,5,8,8,6,7,5,7,5,6,3,6,5,7,5,4,5,6,9,6,5,7,3,2,3,3,7,4,3,4,3,2,1,0,0,0,0,6,8,1,3,1,2,2,how you would react given a certain time period to think in. See if you would act rational under the time pressure.,I had no idea what was going on.,9,9,9,9,76,1,"Helsing蜋r, Denmark",24,55.66670227,12.58329773,-1,,7,1
R_2c7RVYQl9u6xkFg,Default Response Set,,,,192.38.127.158,,10/29/15 10:00,10/29/15 10:37,1,1,1,0,0,89.723,0,1,,,,,,,3000,1,0,0,12.376,0,1,9,1,"Because we will get most profit if we all give 3000 蜋re. If i choose not to give anything, and one other person in the group makes the same decision, I will only have 3000 蜋re. I think the best solution is to get the highest amount possiple for the group in total and not as an individual.",1,8,6,8,9,7,7,8,3,5,6,7,3,4,5,6,3,8,2,7,7,8,4,3,5,2,4,7,2,6,2,4,7,1,0,0,0,0,8,9,1,2,1,2,2,"I think, it was trying to show how I would trust other people with my own money.",no,9,7,9,7,76,2,"Holte, Denmark",23,55.66670227,12.58329773,-1,,7,1
R_2CD3IkH2aPHFVv2,Default Response Set,,,,192.38.127.139,,10/29/15 10:02,10/29/15 10:32,1,1,1,0,0,69.346,0,1,,,,,,,600,1,17.978,17.978,21.786,1,1,9,4,i dont know,1,7,9,8,8,9,9,8,9,2,9,1,2,3,3,5,6,8,4,8,9,8,9,1,9,2,2,8,6,1,6,3,7,3,1,0,0,0,8,9,3,2,1,2,2,?,no,4,4,2,5,77,2,Humleb蚠k,24,55.66670227,12.58329773,-1,,7,4
R_2Ckpy9xYm9YSl8A,Default Response Set,,,,192.38.127.151,,10/28/15 09:48,10/28/15 10:36,1,1,1,0,0,95.727,0,1,,,,,,,3000,1,0,0,18.809,0,1,9,1,I hoped the three others would choose to contribute with 3000 蜋re as well,1,6,5,9,4,9,5,7,7,9,6,6,6,2,7,3,9,8,5,7,9,3,8,9,9,4,8,7,4,9,9,3,5,1,1,0,0,0,7,9,3,2,1,2,2,It was trying to show how much we trust in others. If we trust the others a lot we distribute with 30 dkk and hope they do the same.,No,9,3,2,2,75,2,"S蜋ller蜋d, Denmark",27,55.66670227,12.58329773,-1,,7,1
