"num","experiment","replicate","n","r","z","vz","site","es"
2,"Now you see it, now you don't: repetition blindness for nonwords",0,24,0.611120054,0.710707113969394,0.0476190476190476,"Kogan_orig","r"
2,"Now you see it, now you don't: repetition blindness for nonwords",0,24,0.229604631,0.233772054589965,0.0476190476190476,"Kuziemko_orig","r"
3,"Working memory costs of task switching.",0,32,0.424979665,0.453753708518042,0.0344827586206897,"Abeler_orig","r"
3,"Working memory costs of task switching.",0,32,-0.215243835,-0.218663485593077,0.0344827586206897,"Ambrus_orig","r"
4,"Accelerated relearning after retrieval-induced forgetting: The benefit of being forgotten.",0,270,0.228739615,0.232859089732106,0.00374531835205993,"Bartling_orig","r"
4,"Accelerated relearning after retrieval-induced forgetting: The benefit of being forgotten.",0,270,-0.006108358,-0.00610843397346169,0.00374531835205993,"Charness_orig","r"
5,"The intermixed-blocked effect in human perceptual learning is not the consequence of trial spacing.",0,48,0.461300742,0.498962392476004,0.0222222222222222,"Chen_orig","r"
5,"The intermixed-blocked effect in human perceptual learning is not the consequence of trial spacing.",0,48,0.134811802,0.135637524870972,0.0222222222222222,"deClippel_orig","r"
6,"A single-system account of the relationship between priming, recognition, and fluency.",0,32,0.594960462,0.685309769582024,0.0344827586206897,"Duffy_orig","r"
6,"A single-system account of the relationship between priming, recognition, and fluency.",0,32,0.395843475,0.418710420698763,0.0344827586206897,"Dulleck_orig","r"
7,"Modeling distributions of immediate memory effects: No strategies needed?",0,15,0.715143728,0.897633709106095,0.0833333333333333,"Ericson_orig","r"
7,"Modeling distributions of immediate memory effects: No strategies needed?",0,15,0.131411981,0.132176372921613,0.0833333333333333,"Fehr_orig","r"
8,"Stereotypes and retrieval-provoked illusory source recollections.",0,33,0.561422534,0.634908053973584,0.0333333333333333,"Friedman_orig","r"
8,"Stereotypes and retrieval-provoked illusory source recollections.",0,33,-0.110614348,-0.111068831072181,0.0333333333333333,"Fudenberg_orig","r"
10,"Across-notation automatic numerical processing.",0,32,0.698586719,0.864534746467758,0.0344827586206897,"Huck_orig","r"
10,"Across-notation automatic numerical processing.",0,32,0.780725807,1.04722667369848,0.0344827586206897,"Ifcher_orig","r"
11,"Attractor dynamics and semantic neighborhood density: Processing is slowed by near neighbors and speeded by distant neighbors.",0,30,0.672084167,0.814534581372408,0.037037037037037,"Kessler_orig","r"
11,"Attractor dynamics and semantic neighborhood density: Processing is slowed by near neighbors and speeded by distant neighbors.",0,30,0.466443576,0.505515292648616,0.037037037037037,"Kirchler_orig","r"
12,"When does between-sequence phonological similarity promote irrelevant sound disruption?",0,118,0.178477629,0.180409785295794,0.00869565217391304,"Kogan_orig","r"
12,"When does between-sequence phonological similarity promote irrelevant sound disruption?",0,118,0.08323764,0.0834306805876074,0.00869565217391304,"Kuziemko_orig","r"
13,"Bidirectional associations in multiplication memory: Conditions of negative and positive transfer.",0,36,0.52450217,0.582530435743512,0.0303030303030303,"Abeler_orig","r"
13,"Bidirectional associations in multiplication memory: Conditions of negative and positive transfer.",0,36,0.524539034,0.582581291188142,0.0303030303030303,"Ambrus_orig","r"
15,"The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency.",0,242,0.195136354,0.197671341200697,0.00418410041841004,"Bartling_orig","r"
15,"The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency.",0,242,0.24687812,0.252085564199444,0.00418410041841004,"Charness_orig","r"
17,"The ultimate sampling dilemma in experience-based decision making.",0,47,0.304772411,0.314772324350052,0.0227272727272727,"Chen_orig","r"
17,"The ultimate sampling dilemma in experience-based decision making.",0,47,0.434510306,0.465443374485164,0.0227272727272727,"deClippel_orig","r"
19,"How to say no: Single-and dual-process theories of short-term recognition tested on negative probes.",0,21,0.560499145,0.63356067564677,0.0555555555555556,"Duffy_orig","r"
19,"How to say no: Single-and dual-process theories of short-term recognition tested on negative probes.",0,21,0.401939168,0.425959601340054,0.0555555555555556,"Dulleck_orig","r"
20,"Intentional forgetting is easier after two ""shots"" than one.",0,108,0.224092029,0.227960364129573,0.00952380952380952,"Ericson_orig","r"
20,"Intentional forgetting is easier after two ""shots"" than one.",0,108,0.019422053,0.0194244956568418,0.00952380952380952,"Fehr_orig","r"
22,"How does bilingualism improve executive control? A comparison of active and reactive inhibition mechanisms.",0,32,0.219359299,0.222982920488814,0.0344827586206897,"Friedman_orig","r"
22,"How does bilingualism improve executive control? A comparison of active and reactive inhibition mechanisms.",0,32,0.064661345,0.0647516900439762,0.0344827586206897,"Fudenberg_orig","r"
24,"Priming addition facts with semantic relations.",0,49,0.363732358,0.381180652550176,0.0217391304347826,"Huck_orig","r"
24,"Priming addition facts with semantic relations.",0,49,0.284274426,0.29232618593634,0.0217391304347826,"Ifcher_orig","r"
25,"Learning correct responses and errors in the Hebb repetition effect: two faces of the same coin.",0,63,0.348120689,0.363303690199693,0.0166666666666667,"Kessler_orig","r"
25,"Learning correct responses and errors in the Hebb repetition effect: two faces of the same coin.",0,63,0.2733272,0.280456144360303,0.0166666666666667,"Kirchler_orig","r"
26,"Contextual effects on reading aloud: Evidence for pathway control.",0,20,0.160955695,0.162367653957866,0.0588235294117647,"Kogan_orig","r"
26,"Contextual effects on reading aloud: Evidence for pathway control.",0,20,0.14406846,0.145077808249329,0.0588235294117647,"Kuziemko_orig","r"
27,"On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses.",0,71,0.378068955,0.397804631884721,0.0147058823529412,"Abeler_orig","r"
27,"On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses.",0,71,0.379573968,0.399561810599662,0.0147058823529412,"Ambrus_orig","r"
28,"Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis.",0,91,0.341773488,0.356099200575972,0.0113636363636364,"Bartling_orig","r"
28,"Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis.",0,91,0.103261105,0.103630490542844,0.0113636363636364,"Charness_orig","r"
29,"Multidimensional visual statistical learning.",0,15,0.73782079,0.945679455083732,0.0833333333333333,"Chen_orig","r"
29,"Multidimensional visual statistical learning.",0,15,0.703904904,0.874998612661069,0.0833333333333333,"deClippel_orig","r"
32,"Accounting for occurrences: A new view of the use of contingency information in causal judgment.",0,38,0.623367433,0.730493922145522,0.0285714285714286,"Duffy_orig","r"
32,"Accounting for occurrences: A new view of the use of contingency information in causal judgment.",0,38,0.480717115,0.523916497045395,0.0285714285714286,"Dulleck_orig","r"
33,"Multiple roles for time in short-term memory: Evidence from serial recall of order and timing.",0,40,0.516812354,0.571980598502644,0.027027027027027,"Ericson_orig","r"
33,"Multiple roles for time in short-term memory: Evidence from serial recall of order and timing.",0,40,0.315999964,0.327197057137755,0.027027027027027,"Fehr_orig","r"
36,"An attention-based associative account of adjacent and nonadjacent dependency learning.",0,24,0.713921386,0.895136292560066,0.0476190476190476,"Friedman_orig","r"
36,"An attention-based associative account of adjacent and nonadjacent dependency learning.",0,24,0.681560537,0.832022572221689,0.0476190476190476,"Fudenberg_orig","r"
37,"Orienting attention in visual working memory reduces interference from memory probes.",0,18,0.551178255,0.620072140594967,0.0666666666666667,"Huck_orig","r"
37,"Orienting attention in visual working memory reduces interference from memory probes.",0,18,0.349791589,0.365206268595273,0.0666666666666667,"Ifcher_orig","r"
39,"Decision making and learning while taking sequential risks.",0,153,0.366615713,0.384507676875194,0.00666666666666667,"Kessler_orig","r"
39,"Decision making and learning while taking sequential risks.",0,153,0.101709161,0.102062072805603,0.00666666666666667,"Kirchler_orig","r"
43,"The rejection of moral rebels: Resenting those who do the right thing.",0,75,0.347251138,0.362314568656241,0.0138888888888889,"Kogan_orig","r"
43,"The rejection of moral rebels: Resenting those who do the right thing.",0,75,0.161063754,0.16247858884867,0.0138888888888889,"Kuziemko_orig","r"
44,"Why do implicit and explicit attitude tests diverge? The role of structural fit.",0,180,0.352175067,0.367924620459263,0.00564971751412429,"Abeler_orig","r"
44,"Why do implicit and explicit attitude tests diverge? The role of structural fit.",0,180,0.150236955,0.151382853963031,0.00564971751412429,"Ambrus_orig","r"
46,"The developmental psychometrics of big five self-reports: Acquiescence, factor structure, coherence, and differentiation from ages 10 to 20.",0,455326,0.022542373,0.022546192531379,2.19624310654195e-06,"Bartling_orig","r"
46,"The developmental psychometrics of big five self-reports: Acquiescence, factor structure, coherence, and differentiation from ages 10 to 20.",0,455326,0.023841537,0.0238460558679042,2.19624310654195e-06,"Charness_orig","r"
48,"Terror management and adults' attachment to their parents: The safe haven remains.",0,200,0.225490086,0.229432826442352,0.0050761421319797,"Chen_orig","r"
48,"Terror management and adults' attachment to their parents: The safe haven remains.",0,200,-0.052290282,-0.0523380189858188,0.0050761421319797,"deClippel_orig","r"
49,"Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.",0,88,0.378345294,0.398127096417791,0.0117647058823529,"Duffy_orig","r"
49,"Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.",0,88,-0.030485538,-0.0304949873644914,0.0117647058823529,"Dulleck_orig","r"
50,"Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.",0,105,0.208058463,0.211141100838117,0.00980392156862745,"Ericson_orig","r"
50,"Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.",0,105,0.155043132,0.156303691857083,0.00980392156862745,"Fehr_orig","r"
52,"Affective incoherence: When affective concepts and embodied reactions clash.",0,113,0.20573686,0.208715672093056,0.00909090909090909,"Friedman_orig","r"
52,"Affective incoherence: When affective concepts and embodied reactions clash.",0,113,0.094021673,0.0943002047242516,0.00909090909090909,"Fudenberg_orig","r"
53,"Individual differences in the regulation of intergroup bias: The role of conflict monitoring and neural signals for control.",0,75,0.377126878,0.396705896912039,0.0138888888888889,"Huck_orig","r"
53,"Individual differences in the regulation of intergroup bias: The role of conflict monitoring and neural signals for control.",0,75,0.076700677,0.0768516200278652,0.0138888888888889,"Ifcher_orig","r"
55,"Left frontal cortical activation and spreading of alternatives: Tests of the action-based model of dissonance.",0,71,0.229852265,0.234033485657996,0.0147058823529412,"Kessler_orig","r"
55,"Left frontal cortical activation and spreading of alternatives: Tests of the action-based model of dissonance.",0,71,0.066130007,0.0662266601626609,0.0147058823529412,"Kirchler_orig","r"
56,"A social functional approach to emotions in bargaining: when communicating anger pays and when it backfires.",0,83,0.379139495,0.399054301120861,0.0125,"Kogan_orig","r"
56,"A social functional approach to emotions in bargaining: when communicating anger pays and when it backfires.",0,83,-0.042140104,-0.0421650745796795,0.0125,"Kuziemko_orig","r"
58,"Walking on eggshells: How expressing relationship insecurities perpetuates them.",0,280,0.167288593,0.168875882264062,0.0036101083032491,"Abeler_orig","r"
58,"Walking on eggshells: How expressing relationship insecurities perpetuates them.",0,280,0.03675175,0.0367683101769055,0.0036101083032491,"Ambrus_orig","r"
61,"Poignancy: Mixed emotional experience in the face of meaningful endings.",0,222,0.219666896,0.223306089724669,0.0045662100456621,"Bartling_orig","r"
61,"Poignancy: Mixed emotional experience in the face of meaningful endings.",0,222,-0.004719346,-0.00471938103724945,0.0045662100456621,"Charness_orig","r"
63,"1/f noise and effort on implicit measures of bias.",0,148,0.274010238,0.281194479704791,0.00689655172413793,"Chen_orig","r"
63,"1/f noise and effort on implicit measures of bias.",0,148,0.073797292,0.0739316991417272,0.00689655172413793,"deClippel_orig","r"
64,"The effect of global versus local processing styles on assimilation versus contrast in social judgment.",0,71,0.425496777,0.454384970010148,0.0147058823529412,"Duffy_orig","r"
64,"The effect of global versus local processing styles on assimilation versus contrast in social judgment.",0,71,0.11385379,0.114349602276968,0.0147058823529412,"Dulleck_orig","r"
65,"Not so innocent: Does seeing one's own capacity for wrongdoing predict forgiveness?",0,135,0.431865646,0.462187795505302,0.00757575757575758,"Ericson_orig","r"
65,"Not so innocent: Does seeing one's own capacity for wrongdoing predict forgiveness?",0,135,0.011721165,0.0117217018177724,0.00757575757575758,"Fehr_orig","r"
68,"Why people are reluctant to tempt fate.",0,226,0.185849827,0.188035056711107,0.00448430493273543,"Friedman_orig","r"
68,"Why people are reluctant to tempt fate.",0,226,0.003001488,0.00300149701344736,0.00448430493273543,"Fudenberg_orig","r"
71,"On the relative independence of thinking biases and cognitive ability.",0,177,0.222131584,0.225897217190119,0.00574712643678161,"Huck_orig","r"
71,"On the relative independence of thinking biases and cognitive ability.",0,177,0.073353737,0.0734857299440754,0.00574712643678161,"Ifcher_orig","r"
72,"Opening the mind to close it: Considering a message in light of important values increases message processing and later resistance to change.",0,251,0.207643072,0.210706953837397,0.00403225806451613,"Kessler_orig","r"
72,"Opening the mind to close it: Considering a message in light of important values increases message processing and later resistance to change.",0,251,0.04449582,0.044525220365058,0.00403225806451613,"Kirchler_orig","r"
73,"Distinguishing between silent and vocal minorities: Not all deviants feel marginal.",0,120,0.322574106,0.334517515861865,0.00854700854700855,"Kogan_orig","r"
73,"Distinguishing between silent and vocal minorities: Not all deviants feel marginal.",0,120,0.2,0.202732554054082,0.00854700854700855,"Kuziemko_orig","r"
80,"The effects of an implemental mind-set on attitude strength.",0,70,0.259958534,0.266063935058371,0.0149253731343284,"Abeler_orig","r"
80,"The effects of an implemental mind-set on attitude strength.",0,70,0.15539539,0.156664646344502,0.0149253731343284,"Ambrus_orig","r"
81,"A needs-based model of reconciliation: Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation.",0,141,0.268278965,0.275008386572745,0.0072463768115942,"Bartling_orig","r"
81,"A needs-based model of reconciliation: Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation.",0,141,-0.101637251,-0.101989411675437,0.0072463768115942,"Charness_orig","r"
82,"The face of success: inferences from chief executive officers' appearance predict company profits.",0,50,0.3,0.309519604203112,0.0212765957446809,"Chen_orig","r"
82,"The face of success: inferences from chief executive officers' appearance predict company profits.",0,50,0.27,0.2768638226551,0.0212765957446809,"deClippel_orig","r"
84,"Selective exposure and information quantity: How different information quantities moderate decision makers' preference for consistent and inconsistent information.",0,150,0.503449638,0.553916296490002,0.00680272108843537,"Duffy_orig","r"
84,"Selective exposure and information quantity: How different information quantities moderate decision makers' preference for consistent and inconsistent information.",0,150,0.217562252,0.221095810338853,0.00680272108843537,"Dulleck_orig","r"
86,"Self-regulation and selective exposure: The impact of depleted self-regulation resources on confirmatory information processing.",0,140,0.212014281,0.215279491482967,0.0072992700729927,"Ericson_orig","r"
86,"Self-regulation and selective exposure: The impact of depleted self-regulation resources on confirmatory information processing.",0,140,0.118808574,0.119372369949725,0.0072992700729927,"Fehr_orig","r"
87,"The space between us: Stereotype threat and distance in interracial contexts.",0,51,0.395559206,0.418373377644792,0.0208333333333333,"Friedman_orig","r"
87,"The space between us: Stereotype threat and distance in interracial contexts.",0,51,0.013045451,0.013046191117014,0.0208333333333333,"Fudenberg_orig","r"
89,"Sex differences in mate preferences revisited: Do people know what they initially desire in a romantic partner?",0,304,0.139816632,0.140738547101889,0.00332225913621262,"Huck_orig","r"
89,"Sex differences in mate preferences revisited: Do people know what they initially desire in a romantic partner?",0,304,0.0294047,0.0294131791904262,0.00332225913621262,"Ifcher_orig","r"
93,"Balancing connectedness and self-protection goals in close relationships: A levels-of-processing perspective on risk regulation.",0,76,0.317462994,0.328823222570441,0.0136986301369863,"Kessler_orig","r"
93,"Balancing connectedness and self-protection goals in close relationships: A levels-of-processing perspective on risk regulation.",0,76,-0.1351,-0.135931069224414,0.0136986301369863,"Kirchler_orig","r"
94,"Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation.",0,61,0.344312999,0.358977418835944,0.0172413793103448,"Kogan_orig","r"
94,"Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation.",0,61,0.28970838,0.298247895841039,0.0172413793103448,"Kuziemko_orig","r"
97,"Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions.",0,1490,0.378274916,0.398044963704019,0.000672494956287828,"Abeler_orig","r"
97,"Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions.",0,1490,-0.036935346,-0.0369521557380355,0.000672494956287828,"Ambrus_orig","r"
104,"Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle).",0,1146,0.127392361,0.128088292454287,0.000874890638670166,"Bartling_orig","r"
104,"Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle).",0,1146,0.018376516,0.0183785849799619,0.000874890638670166,"Charness_orig","r"
106,"More than meets the eye: the role of language in binding and maintaining feature conjunctions.",0,47,0.381744212,0.402099816773692,0.0227272727272727,"Chen_orig","r"
106,"More than meets the eye: the role of language in binding and maintaining feature conjunctions.",0,47,-0.222920955,-0.226727712667986,0.0227272727272727,"deClippel_orig","r"
107,"Nonconscious goal pursuit in novel environments: The case of implicit learning.",0,158,0.222330235,0.226106188572231,0.00645161290322581,"Duffy_orig","r"
107,"Nonconscious goal pursuit in novel environments: The case of implicit learning.",0,158,0.104941786,0.105329585238058,0.00645161290322581,"Dulleck_orig","r"
110,"Perceptual mechanisms that characterize gender differences in decoding women's sexual intent",0,144,0.554427187,0.624750856813491,0.00709219858156028,"Ericson_orig","r"
110,"Perceptual mechanisms that characterize gender differences in decoding women's sexual intent",0,144,0.091162691,0.0914164977721764,0.00709219858156028,"Fehr_orig","r"
111,"Precision of the anchor influences the amount of adjustment.",0,120,0.333441051,0.34669477755082,0.00854700854700855,"Friedman_orig","r"
111,"Precision of the anchor influences the amount of adjustment.",0,120,0.225764222,0.229721666607801,0.00854700854700855,"Fudenberg_orig","r"
112,"Action dynamics reveal parallel competition in decision making",0,51,0.701088742,0.869438514085779,0.0208333333333333,"Huck_orig","r"
112,"Action dynamics reveal parallel competition in decision making",0,51,0.750404422,0.973880109255998,0.0208333333333333,"Ifcher_orig","r"
113,"Prescribed optimism: Is it right to be wrong about the future?",0,177,0.681152182,0.831260365276445,0.00574712643678161,"Kessler_orig","r"
113,"Prescribed optimism: Is it right to be wrong about the future?",0,177,0.763508789,1.00457484452595,0.00574712643678161,"Kirchler_orig","r"
114,"Age-related changes in the episodic simulation of future events",0,32,0.570693584,0.648550826829565,0.0344827586206897,"Kogan_orig","r"
114,"Age-related changes in the episodic simulation of future events",0,32,0.652730428,0.780041330582545,0.0344827586206897,"Kuziemko_orig","r"
115,"Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?",0,8,0.501799075,0.551707796113811,0.2,"Abeler_orig","r"
115,"Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?",0,8,-0.450187899,-0.484935913612849,0.2,"Ambrus_orig","r"
116,"Measuring the crowd within: Probabilistic representations within individuals.",0,140,0.28771881,0.296077402194826,0.0072992700729927,"Bartling_orig","r"
116,"Measuring the crowd within: Probabilistic representations within individuals.",0,140,0.322727228,0.334688430685667,0.0072992700729927,"Charness_orig","r"
117,"Temporal selection is suppressed, delayed, and diffused during the attentional blink.",0,12,0.130782132,0.131535509743525,0.111111111111111,"Chen_orig","r"
117,"Temporal selection is suppressed, delayed, and diffused during the attentional blink.",0,12,0.120519146,0.121107792678052,0.111111111111111,"deClippel_orig","r"
118,"Toward a physiology of dual-process reasoning and judgment: lemonade, willpower, and expensive rule-based analysis.",0,166,0.21368683,0.217031412373752,0.00613496932515337,"Duffy_orig","r"
118,"Toward a physiology of dual-process reasoning and judgment: lemonade, willpower, and expensive rule-based analysis.",0,166,-0.048918238,-0.0489573144713753,0.00613496932515337,"Dulleck_orig","r"
120,"Errors Are Aversive: Defensive Motivation and the Error-Related Negativity",0,43,0.38,0.400059650056057,0.025,"Ericson_orig","r"
120,"Errors Are Aversive: Defensive Motivation and the Error-Related Negativity",0,43,0.25,0.255412811882995,0.025,"Fehr_orig","r"
121,"The sunny side of fairness: Preference for fairness activates reward circuitry (and disregarding unfairness activates self-control circuitry)",0,24,0.851679354,1.2622359039858,0.0476190476190476,"Friedman_orig","r"
121,"The sunny side of fairness: Preference for fairness activates reward circuitry (and disregarding unfairness activates self-control circuitry)",0,24,0.828997685,1.18492314412419,0.0476190476190476,"Fudenberg_orig","r"
122,"The representation of simple ensemble visual features outside the focus of attention",0,17,0.721890032,0.911580609250947,0.0714285714285714,"Huck_orig","r"
122,"The representation of simple ensemble visual features outside the focus of attention",0,17,0.922934494,1.60847594653146,0.0714285714285714,"Ifcher_orig","r"
124,"Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals.",0,70,0.384260399,0.405048559767843,0.0149253731343284,"Kessler_orig","r"
124,"Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals.",0,70,-0.034279559,-0.0342929956428472,0.0149253731343284,"Kirchler_orig","r"
127,"A motion aftereffect from still photographs depicting motion",0,26,0.685347348,0.83912881221931,0.0434782608695652,"Kogan_orig","r"
127,"A motion aftereffect from still photographs depicting motion",0,26,0.527307869,0.58640880552693,0.0434782608695652,"Kuziemko_orig","r"
129,"The threat of appearing prejudiced and race-based attentional biases.",0,66,0.371775163,0.390481398198824,0.0158730158730159,"Abeler_orig","r"
129,"The threat of appearing prejudiced and race-based attentional biases.",0,66,0.017674908,0.0176767489061405,0.0158730158730159,"Ambrus_orig","r"
132,"Where do we look during potentially offensive behavior?",0,30,0.246947019,0.252158936395347,0.037037037037037,"Bartling_orig","r"
132,"Where do we look during potentially offensive behavior?",0,30,0.179397898,0.181360494878753,0.037037037037037,"Charness_orig","r"
133,"Adaptive memory: The comparative value of survival processing.",0,38,0.445652636,0.479262324352725,0.0285714285714286,"Chen_orig","r"
133,"Adaptive memory: The comparative value of survival processing.",0,38,0.423363806,0.451783336020072,0.0285714285714286,"deClippel_orig","r"
134,"Is happiness having what you want, wanting what you have, or both?",0,238,0.20996855,0.213138445861106,0.00425531914893617,"Duffy_orig","r"
134,"Is happiness having what you want, wanting what you have, or both?",0,238,0.500179963,0.549546123796944,0.00425531914893617,"Dulleck_orig","r"
135,"Implicit attitude generalization occurs immediately; explicit attitude generalization takes time",0,3597,0.00464002,0.00464005329997545,0.000278241513633834,"Ericson_orig","r"
135,"Implicit attitude generalization occurs immediately; explicit attitude generalization takes time",0,3597,0.105891025,0.10628949138422,0.000278241513633834,"Fehr_orig","r"
136,"The value of believing in free will: Encouraging a belief in determinism increases cheating.",0,58,0.498149178,0.546841417850272,0.0181818181818182,"Friedman_orig","r"
136,"The value of believing in free will: Encouraging a belief in determinism increases cheating.",0,58,0.102355162,0.102714869812966,0.0181818181818182,"Fudenberg_orig","r"
139,"Auditory change detection: simple sounds are not memorized better than complex sounds",0,5,0.496363588,0.544469283070039,0.5,"Huck_orig","r"
139,"Auditory change detection: simple sounds are not memorized better than complex sounds",0,5,0.505151268,0.556198279242192,0.5,"Ifcher_orig","r"
140,"Keeping one's distance: The influence of spatial distance cues on affect and evaluation.",0,125,0.233776428,0.238180507391454,0.00819672131147541,"Kessler_orig","r"
140,"Keeping one's distance: The influence of spatial distance cues on affect and evaluation.",0,125,0.044266281,0.0442952283539177,0.00819672131147541,"Kirchler_orig","r"
142,"Hedonic and instrumental motives in anger regulation.",0,88,0.593405778,0.68290665629042,0.0117647058823529,"Kogan_orig","r"
142,"Hedonic and instrumental motives in anger regulation.",0,88,0.609913782,0.708784059252991,0.0117647058823529,"Kuziemko_orig","r"
143,"Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds.",0,78,0.172960188,0.174716536811263,0.0133333333333333,"Abeler_orig","r"
143,"Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds.",0,78,0.061707156,0.0617856577111544,0.0133333333333333,"Ambrus_orig","r"
145,"ñIn_Group Loveî and ñOut_Group Hateî as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm",0,120,0.768651993,1.01702492443777,0.00854700854700855,"Bartling_orig","r"
145,"ñIn_Group Loveî and ñOut_Group Hateî as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm",0,120,0.652982567,0.780480766803962,0.00854700854700855,"Charness_orig","r"
146,"A word-order constraint on phonological activation",0,12,0.649955571,0.775221776719086,0.111111111111111,"Chen_orig","r"
146,"A word-order constraint on phonological activation",0,12,0.497082522,0.545423705409234,0.111111111111111,"deClippel_orig","r"
148,"The Best Men Are Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0,263,0.188662549,0.190949992796085,0.00384615384615385,"Duffy_orig","r"
148,"The Best Men Are Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0,263,-0.030172295,-0.0301814559621975,0.00384615384615385,"Dulleck_orig","r"
149,"The Best Men Are Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0,318,0.188662549,0.190949992796085,0.00317460317460317,"Ericson_orig","r"
149,"The Best Men Are Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0,318,0.018283411,0.0182854486872587,0.00317460317460317,"Fehr_orig","r"
150,"Sensitivity to object viewpoint and action instructions during search for targets in the lower visual field",0,19,0.722536382,0.91293165300265,0.0625,"Friedman_orig","r"
150,"Sensitivity to object viewpoint and action instructions during search for targets in the lower visual field",0,19,0.207514339,0.210572424096054,0.0625,"Fudenberg_orig","r"
151,"With a clean conscience: Cleanliness reduces the severity of moral judgments.",0,126,0.400010244,0.423661125491187,0.00813008130081301,"Huck_orig","r"
151,"With a clean conscience: Cleanliness reduces the severity of moral judgments.",0,126,0.002839798,0.00283980563384237,0.00813008130081301,"Ifcher_orig","r"
153,"Extremal edge: a powerful cue to depth perception and figure-ground organization",0,8,0.859552403,1.29162832504362,0.2,"Kessler_orig","r"
153,"Extremal edge: a powerful cue to depth perception and figure-ground organization",0,8,0.120073568,0.120655671934318,0.2,"Kirchler_orig","r"
154,"What Do Cross_National Comparisons of Personality Traits Tell Us? The Case of Conscientiousness",0,16,0.43,0.459896681212679,0.0769230769230769,"Kogan_orig","r"
154,"What Do Cross_National Comparisons of Personality Traits Tell Us? The Case of Conscientiousness",0,16,0.11,0.110446915790097,0.0769230769230769,"Kuziemko_orig","r"
155,"Personality dominance and preferential use of the vertical dimension of space",0,72,0.31,0.320545409301946,0.0144927536231884,"Abeler_orig","r"
155,"Personality dominance and preferential use of the vertical dimension of space",0,72,-0.034,-0.0340131104279282,0.0144927536231884,"Ambrus_orig","r"
158,"Conflict-triggered goal shielding: Response conflicts attenuate background monitoring for prospective memory cues.",0,95,0.374787884,0.393981877130233,0.0108695652173913,"Bartling_orig","r"
158,"Conflict-triggered goal shielding: Response conflicts attenuate background monitoring for prospective memory cues.",0,95,0.411336583,0.437218946739661,0.0108695652173913,"Charness_orig","r"
161,"Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children.",0,48,0.483442318,0.527466797836033,0.0222222222222222,"Chen_orig","r"
161,"Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children.",0,48,0.177837588,0.179748763345337,0.0222222222222222,"deClippel_orig","r"
165,"The value heuristic in judgments of relative frequency.",0,51,0.28378815,0.291797237670132,0.0208333333333333,"Duffy_orig","r"
165,"The value heuristic in judgments of relative frequency.",0,51,-0.175454592,-0.177289012352195,0.0208333333333333,"Dulleck_orig","r"
167,"Head up, foot down: Object words orient attention to the objects' typical location.",0,22,0.595271914,0.685792015328455,0.0526315789473684,"Ericson_orig","r"
167,"Head up, foot down: Object words orient attention to the objects' typical location.",0,22,0.25414164,0.259835474573725,0.0526315789473684,"Fehr_orig","r"
