datacollection,mod1US,mod2poptype,mod2popmajor,mod3location_moralinv,mod3location_intecon,mod3location_burn,mod4onlnlab,bih_order,mi_order,ie_order,subjectoverall,subjectinDC,subjectid,ResponseID,IPAddress,startdate,enddate,ordernumber,order1,order2,order3,order4,order5,order6,surveynumber,random,ie_condition,ie1_taxesf,ie1_taxesg,ie1_deficitf,ie1_defg,ie1_frnaidf,ie1_frnaidg,ie1_womanwff,ie1_womanwfg,ie1_techf,ie1_techg,ie1_tradeagf,ie1_tradeagg,ie1_downsf,ie1_downsg,ie1_trainf,ie1_traing,ie1_taxcutf,ie1_taxcutg,ie1_busprodf,ie1_busprodg,ie1_tecdispf,ie1_techdispg,ie1_overseasf,ie1_overseasg,ie1_savingf,ie1_savingg,ie1_profitf,ie1_prfitg,ie1_salrytopf,ie1_slrytopg,ie1_affactf,ie1_affactg,ie1_hardwrkf,ie1_hrdwrkg,ie1_govtregf,ie1_govtregg,ie1_immigf,ie1_immg,ie1_taxbrkf,ie1_txbrkg,ie1_wlfref,ie1_wlfrg,ie2_htxf,ie2_htxg,ie2_defctf,ie2_defctg,ie2_frnaidf,ie2_frnaidg,ie2_womnf,ie2_wmng,ie2_techwf,ie2_techwg,ie2_tradeagf,ie2_trdeagg,ie2_downsf,ie2_downsg,ie2_trainf,ie2_traing,ie2_taxcutf,ie2_taxcutg,ie2_busprodf,ie2_busprodg,ie2_techdispf,ie2_techdispg,ie2_jbovseasf,ie2_joboverg,ie2_savf,ie2_savg,ie2_profitf,ie2_profitg,ie2_slrytopf,ie2_slrytopg,ie2_affactf,ie2_affactg,ie2_hrdwrkf,ie2_hrdwrkg,ie2_govregf,ie2_govregg,ie2_immf,ie2_immg,ie2_txbrkf,ie2_txbrkg,ie2_wlff,ie2_wlfg,BIH_socialworkers,BIH_dealers,BIH_shoplifters,BIH_parkhandicapped,BIH_executives,BIH_prescription,BIH_dogs,BIG_carthieves,BIH_vandals,MI1c_MI_null,MI1_notmanip,MI1_trustworth,MI1_good,MI1_moral,MI2_c_MI_donat,MI2_notmanip,MI2_trustworth,MI2_good,MI2_moral,MI3_c_MI_wrst,MI3_notmanip,MI3_trustworth,MI3_good,MI3_moral,MI4_c_Mifurnit,MI4_notmanip,MI4_trustworth,MI4_good,MI4_moral,poltclid,gender,yearbirth,countrybir,englishexp,ethnicity,parented,befstudies,thissurvb,ifyes,citytown,postalcode,honestansw,familyinc,mturkhowm,Q122,Q137,mturkid,LocationLatitude,LocationLongitude,LocationAccuracy
311,1,3,2,0,0,0,1,3,2,1,378,136, ,R_3PmCpVsze0UEyQV,23.113.225.138,01/03/15 17:21,01/03/15 17:30,2, ,1, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,3,5,5,7,7,6,7,5,5,5,5,2,5,5,4,4,2,4,7,4,4,4,1,4,6,2,5,5,5,4,3,5,5,4,5,4,4,3,3,5,70,60,1,2,90,90,65,70, ,0, ,0,0,1,8,8,8,8, ,0, ,0,0, ,0, ,0,0,4,2,1995,187,14,3,2,4,2, ,Corona,92880,1,70000, , , , , , , 
311,1,3,2,0,0,0,1,3,2,1,400,158, ,R_1kIxBKv7bZXRvk0,169.234.146.35,04/03/15 12:24,04/03/15 12:50,2, ,1, ,0,0,0, , ,1,4,4,3,1,6,6,4,4,2,4,4,6,4,4,6,4,4,4,3,4,6,1,6,3,4,4,5,4,4,4,2,4,7,4,4,4,1,7,4,4,4,4, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0, ,0, ,0,0,1,9,9,9,9, ,0, ,0,0, ,0, ,0,0,4,2,1996,187,16,3,3,2,1,I think they were emotional and behavioral studies. It was a few weeks ago so i don't remember.,Irvine,92617,2,"45,000", , , , , , , 
311,1,3,2,0,0,0,1,3,2,1,425,183, ,R_zZ5dnRpE24WSsg1,169.234.201.175,06/03/15 11:12,06/03/15 11:22,2, ,1, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,3,4,3,7,6,6,6,5,5,3,3,4,4,3,3,3,3,2,2,4,4,4,4,5,5,5,5,5,5,3,3,3,3,5,5,5,3,4,4,0,50,50,23,20,60,50,50,45, ,0, ,0,0,1,4,5,5,5, ,0, ,0,0, ,0, ,0,0,4,2,1996,187,19,3,3,3,2, ,Avenal,93204,1,50000, , , , , , , 
311,1,3,2,0,0,0,1,3,2,1,437,195, ,R_1LFFxql4AGzkIvM,169.234.138.244,07/03/15 04:59,07/03/15 05:11,2, ,1, ,0,0,0, , ,1,3,6,4,4,3,3,1,7,1,7,4,5,6,2,6,3,5,3,6,1,5,3,7,1,2,4,5,5,7,2,4,4,7,3,3,5,2,4,4,4,1,4, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,30,0,60,60,30,80,70,5, ,0, ,0,0,1,1,6,5,6, ,0, ,0,0, ,0, ,0,0,1,2,1996,187,18,2,6,5,1,"A study where I was supposed to read sentences and rate how ""correct/right"" they sounded or if they made sense.",Pleasanton,94566,1,"100,000", , , , , , , 
311,1,3,2,0,0,0,1,3,2,1,473,231, ,R_qO2DKxMAHLfY7Kh,128.195.166.10,11/03/15 13:24,11/03/15 13:30,2, ,1, ,0,0,0, , ,1,4,5,4,3,3,3,3,4,1,2,4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,100,50,50,50,100,100,100,100, ,0, ,0,0,1,5,6,5,6, ,0, ,0,0, ,0, ,0,0,4,1,1995,36,8,2,5,0,2, ,Irvine,92612,1,150000, , , , , , , 
311,1,3,2,0,0,0,1,3,2,1,485,243, ,R_3kjJgcc7Dy0cjAa,169.234.187.165,12/03/15 10:26,12/03/15 10:55,2, ,1, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,4,4,5,4,7,7,7,7,5,5,3,3,1,5,4,4,4,4,3,5,4,4,1,5,3,5,2,3,4,4,1,2,4,4,1,2,4,4,4,3,0,0,0,0,0,0,0,0,0, ,0, ,0,0,1,5,7,5,7, ,0, ,0,0, ,0, ,0,0,4,2,1995,187,19,1,4,7,2, ,Huntington Beach,92646,1,?, , , , , , , 
1,1,1,1,0,0,0,1,2,3,1,2,2, ,R_3Wq4EpZoECdAeO1,140.209.162.64,24/02/15 04:38,24/02/15 05:11,1,1,0, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,4,4,5,4,7,7,4,5,4,6,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0, ,0, ,0,0, ,0, ,0,0,1,3,5,4,4, ,0, ,0,0,4,2,1991,187,23,1,5,0,2, ,St. Paul,55305,1,I don't know, , , , , , , 
1,1,1,1,0,0,0,1,2,3,1,7,7, ,R_3mdTLrYCciCGo9q,140.209.162.38,25/02/15 23:55,26/02/15 00:09,1,1,0, ,0,0,0, , ,1,3,5,2,6,1,6,1,7,1,7,4,4,6,4,5,4,4,4,4,1,7,3,6,3,1,5,3,6,7,2,1,7,4,1,2,6,5,2,4,4,1,6, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,1,1,1,1,1,1, ,0, ,0,0, ,0, ,0,0,1,1,2,4,2, ,0, ,0,0,1,2,1994,187,21,1,4,0,2, ,St. Paul,55104,1,"90,000", , , , , , , 
1,1,1,1,0,0,0,1,2,3,1,10,10, ,R_1rPtkESM4Lh4qj3,140.209.162.51,27/02/15 00:15,27/02/15 00:26,1,1,0, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,3,6,4,7,7,7,5,6,5,3,2,2,2,4,4,2,1,2,2,2,3,4,6,4,3,5,3,6,5,2,1,4,6,1,1,6,5,4,4,0,75,20,5,10,50,60,70,10, ,0, ,0,0, ,0, ,0,0,1,1,1,5,4, ,0, ,0,0,2,2,1993,187,22,1,0,1,2,I participated in a study for a new yearbook progam that was being made available by Jostens.,Plymouth,55447,1,200000, , , , , , , 
1,1,1,1,0,0,0,1,2,3,1,16,16, ,R_afJWHec1WOXpZDT,140.209.162.32,04/03/15 04:24,04/03/15 05:00,1,1,0, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,6,3,1,0,4,7,7,6,7,3,6,5,2,4,2,5,2,4,1,2,5,2,2,4,6,4,4,7,3,4,4,4,1,2,5,1,1,6,4,2,2,10,70,50,70,30,80,90,90,70, ,0, ,0,0, ,0, ,0,0,1,2,1,2,1, ,0, ,0,0,4,1,1994,162,20,2,6,0,2, ,"Saint Paul, Minnesota",55105,1,"400,000", , , , , , , 
1,1,1,1,0,0,0,1,2,3,1,19,19, ,R_TvfMFMKmTIyiRDH,140.209.161.171,12/03/15 00:57,12/03/15 01:10,1,1,0, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,4,4,5,3,7,7,5,6,5,6,6,3,5,3,6,6,2,1,5,3,7,3,6,2,6,6,6,5,1,2,2,2,3,2,2,2,6,6,2,1,0,80,80,0,0,70,0,80,80, ,0, ,0,0, ,0, ,0,0,1,2,3,3,2, ,0, ,0,0,6,2,1994,187,20,1,4,0,2, ,Hudson,54016,1,"$100,000", , , , , , , 
1,1,1,1,0,0,0,1,3,2,1,26,26, ,R_eCMQmkhS0dC6Ctn,140.209.162.36,25/02/15 03:37,25/02/15 04:16,2, ,1, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,5,3,6,3,7,6,6,7,6,6,4,4,4,3,5,4,3,2,5,5,4,4,5,2,6,5,6,4,4,4,4,2,3,3,1,2,5,5,3,3,1,95,75,5,10,80,60,90,50, ,0, ,0,0, ,0, ,0,0,1,9,8,9,6, ,0, ,0,0,6,2,1995,187,19,1,5,0,2, ,St. Paul,55104,1,"$1,000,000", , , , , , , 
1,1,1,1,0,0,0,1,3,2,1,30,30, ,R_51fTbfKM33w3zTv,140.209.162.38,26/02/15 05:37,26/02/15 06:01,2, ,1, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,3,6,5,7,7,6,6,5,5,3,2,2,2,5,5,3,2,4,6,5,3,4,5,5, ,3,3,4,4,3,2,4,4,3,2,5,5,3, ,3,50,10,0,3,10,4,10,5, ,0, ,0,0, ,0, ,0,0,1,2,2,3,3, ,0, ,0,0,4,1,1986,187,28,4,3,2,2, ,Minneapolis,55411,1,30000, , , , , , , 
1,1,1,1,0,0,0,1,3,2,1,33,33, ,R_6xueP0dMEaf3AWh,140.209.162.51,27/02/15 04:55,27/02/15 05:12,2, ,1, ,0,0,0, , ,1,4,5,4,3,3,5,4,4,2,6,3,6,3,3,6,4,3,3,5,3,3,4,3,6,3,3,3,6,1,6,3,5,6,3,3,5,3, ,6,2,1,7, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,30,50,10,0,50,100,80,30, ,0, ,0,0, ,0, ,0,0,1,2,4,5,3, ,0, ,0,0,4,2,1993,36,15,2,5,0,2, ,Saint Paul,55105,1,50000, , , , , , , 
1,1,1,1,0,0,0,1,3,2,1,35,35, ,R_6tatOQyCvMdcgEB,140.209.162.32,03/03/15 05:27,03/03/15 06:06,2, ,1, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,2,2,6,4,7,7,5,6,6,7,4,2,2,2,4,4,2,2,3,3,4,5,4,2,4,5,3,4,4,4,4,2,4,4,2,5,4,5,5,5,0,0,0,0,0,0,0,0,0, ,0, ,0,0, ,0, ,0,0,1,2,4,5,2, ,0, ,0,0,6,2,1995,187,20,1,5,0,2, ,St. Paul,55105,1,"100,000", , , , , , , 
1,1,1,1,0,0,0,1,3,2,1,42,42, ,R_2uVE86A8YCicLuh,140.209.161.171,20/03/15 03:58,20/03/15 04:06,2, ,1, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,3,3,6,6,7,7,6,6,7,7,4,4,2,2,4,4,2,1,3,2,3,3,5,5,5,5,3,2,6,6,1,1,4,4,2,1,4,4,5,3,0,0,0,0,0,0,0,0,0, ,0, ,0,0, ,0, ,0,0,1,8,8,8,8, ,0, ,0,0,4,2,1993,187,21,1,4,0,2, ,St. Paul,55015,1,"160,000", , , , , , , 
2,1,1,3,0,0,0,1,2,3,1,134,3, ,R_1qb2ejrC7TXuRya,147.9.86.247,12/02/15 03:29,12/02/15 04:31,1,1,0, ,0,0,0, , ,1,4,4,4,4,4,4,1,6,2,6,5,5,4,3,5,4,4,4,5,2,5,2,6,6,6,5,4,4,6,3,4,4,7,4,4,5,5,3,6,4,5,3, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0, ,0, ,0,0, ,0, ,0,0,1,2,3,5,3, ,0, ,0,0,2,1,1996,187,18,3,6,0,2, ,Arlington,22204,1,"$130,0", , , , , , , 
2,1,1,3,0,0,0,1,2,3,1,138,7, ,R_3GCFZiQKCLHXLLR,147.9.86.112,12/02/15 23:44,13/02/15 00:53,1,1,0, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2,2,7,2,7,5,7,6,7,7,6,5,1,2,6,6,1,5,3,6,1,1,4,7,7,4,2,2,5,4,1,1,2,2,1,3,6,6,1,2, ,0, ,0,0,0,0, , , ,0, ,0,0, ,0, ,0,0,1,5,7,7,7, ,0, ,0,0,6,1,1994,187,20,1,6,a couple,2, ,Columbus,47203,1,none o, , , , , , , 
2,1,1,3,0,0,0,1,2,3,1,142,11, ,R_pLxrPzgLWwlwknf,147.9.86.140,13/02/15 02:49,13/02/15 03:50,1,1,0, ,0,0,0, , ,1,3,3,4,4,4,5,1,7,1,7,1,7,4,3,5,3,2,6,4,5,2,2,3,2,4,3,1,5,1,4,6,4,7,4,7,1,7,4,1,7,4,1, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,50,50,25,10,100,100,100,75, ,0, ,0,0, ,0, ,0,0,1,1,1,3,1, ,0, ,0,0,6,2,1994,187,20,5,6,0,2, ,Greenwich,6830,1,"500,00", , , , , , , 
2,1,1,3,0,0,0,1,2,3,1,144,13, ,R_2ANmxHXyGxUvDUy,147.9.86.206,13/02/15 04:03,13/02/15 05:20,1,1,0, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,1,6,3,7,7,7,7,7,7,4,1,5,2,5,5,4,1,5,5,4,3,4,1,7,4,6,6,4,3,2,2,5,3,2,2,5,5,5,2,10,50,33,12,25,75,100,75,66, ,0, ,0,0, ,0, ,0,0,1,6,7,7,7, ,0, ,0,0,6,1,1993,187,21,1,6,2,2,n/a,Boston,2458,1,?, , , , , , , 
2,1,1,3,0,0,0,1,3,2,1,151,20, ,R_3e9OKZE6GG1sJg1,147.9.86.112,12/02/15 02:30,12/02/15 03:13,2, ,1, ,0,0,0, , ,1,5,3,5,3,5,4,1,7,1,7,5,5,4,5,6,2,4,4,6,2,6,2,5,2,4,6,4,6,4,6,6,4,4,3,3,3,2,5,3,3,3,3, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,100,50,60,40,100,100,100,80, ,0, ,0,0, ,0, ,0,0,1,2,6,5,5, ,0, ,0,0,4,1,1996,187,18,6,5,0,2, ,Gaithersburg,20878,1,US $15, , , , , , , 
2,1,1,3,0,0,0,1,3,2,1,158,27, ,R_1K0U3VTeD8zqVRa,147.9.86.196,12/02/15 22:46,13/02/15 01:09,2, ,1, ,0,0,0, , ,2, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,1,1,5,3,7,7,7,6,7,6,4,3,1,2,5,4,4,1,4,5,4,6,7,7,7,4,3,4,7,4,4,4,6,3,6,7,6,4,7,3,50,75,50,10,50,75,60,50,10, ,0, ,0,0, ,0, ,0,0,1,3,5,5,5, ,0, ,0,0,3,1,1995,187,20,6,6,5,2, ,Jersey City,7302,1,"$250,0", , , , , , , 
2,1,1,3,0,0,0,1,3,2,1,162,31, ,R_2zN439Ifv87RojI,147.9.86.247,13/02/15 02:35,13/02/15 03:57,2, ,1, ,0,0,0, , ,1,5,4,6,2,3,5,1,7,4,6,2,6,4,4,4,4,4,4,5,2,3,5,3,5,4,5,2,6,3,5,3,5,7,1,3,5,5,4,4,4,2,5, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,65,10,10,7,40,25,50,15, ,0, ,0,0, ,0, ,0,0,1,3,6,7,7, ,0, ,0,0,4,2,1995,192,8,2,5,0,2, ,Quy Nhon,82000,1, , , , , , , , 
2,1,1,3,0,0,0,1,3,2,1,164,33, ,R_2dgAXBZYcj1LDbr,147.9.86.112,13/02/15 22:55,13/02/15 23:35,2, ,1, ,0,0,0, , ,1,5,3,4,4,5,1,1,7,1,7,4,5,4,4,5,3,4,3,5,1,7,4,3,4,3,6,2,5,4,4,4,4,6,1,4,6,6,4,4,5,3,4, ,0, ,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,10,30,5,5,5,10,20,10, ,0, ,0,0, ,0, ,0,0,1,2,4,5,5, ,0, ,0,0,4,1,1994,126,20,4,6,2,2, ,Malvern,19355,1, , , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,532,11, ,R_2EcsdykaD4Usttq,173.69.23.28,                    08-DEC-2014 07:11:43,                    08-DEC-2014 07:22:56,1,1, , , , , , ,2343,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,4,2,7,4,6,7,6,7,6,6,4,2,3,3,6,6,4,2,2,2,2,1,4,2,2,3,1,1,6,6,3,2,5,4,2,2,6,6,5,3,0,5,5,5,20,5,50,5,5, , , , , , , , , , ,1,1,1,1,8, , , , , ,4,2,1961,77,51,1,3,2000,2, ,warwick,2886,1,24000, , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,536,15, ,R_6VugKcbUrFIlBAZ,99.111.224.35,                    08-DEC-2014 07:13:06,                    08-DEC-2014 07:26:57,1,1, , , , , , ,8424,1,5,6,7,3,4,5,1,6,1,7,1,7,5,5,4,5,3,4,3,3,4,4,7,1,4,5,4,5,7,1,7,3,7,1,4,4,7,1,4,4,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,10,10,50,20,25,100,50,10, , , , , , , , , , ,1,1,1,1,1, , , , , ,4,1,1988,187,25,3,4,5,2, ,Dallas,75211,1,80000, , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,538,17, ,R_2uK8bxKY5NZZGTn,71.74.140.47,                    08-DEC-2014 07:24:03,                    08-DEC-2014 07:29:01,1,1, , , , , , ,1417,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,6,5,7,7,5,4,5,5,4,4,3,3,4,4,4,3,3,4,2,4,4,5,4,4,1,1,4,4,2,2,4,4,4,7,3,3,5,5,5,25,5,5,99,25,100,5,5, , , , , , , , , , ,1,1,1,1,1, , , , , ,3,1,1987,187,27,1,4,500,2, ,Canton,44709,1,30000, , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,541,20, ,R_b2aRHdDxFKsfNSB,69.113.155.95,                    08-DEC-2014 07:12:10,                    08-DEC-2014 07:30:42,1,1, , , , , , ,6369,1,7,1,7,1,7,1,1,7,1,7, ,1,5,2,4,3,1,7,4,2,4,2,6,1,4,7,4,6,4,4,7,1,4,1,7,1,4,4,1,7,7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,5,1,5,50,25,100,5,0, , , , , , , , , , ,1,1,1,5,2, , , , , ,4,1,1990,187,23,1,5,2421,2, , nj,7430,1,375000, , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,545,24, ,R_6r271py7D9NJvcl,69.207.7.236,                    08-DEC-2014 07:29:10,                    08-DEC-2014 07:35:46,1,1, , , , , , ,4301,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,3,5,4,7,7,6,6,5,5,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,2,3,4,5,4,3,4,3,4,4,5,5,5,4,2,90,70,60,60,60,100,10,2, , , , , , , , , , ,1,3,3,3,3, , , , , ,2,2,1987,187,27,1,5,102,1,"All of the studies that I participated in were prior to today, so I am a little confused by the question. Most of them are about social cognition and relationships, but sometimes they are about current events or politics. I haven't participated in this study previously.",Buffalo,14221,1,15000, , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,551,30, ,R_3Gya7ld4XGSHuko,98.231.179.61,                    08-DEC-2014 07:24:34,                    08-DEC-2014 07:46:18,1,1, , , , , , ,6894,1,1,2,3,5,2,5,1,7,2,5,3,5,3,3,4,3,6,2,4,4,5,3,6,2,4,3,1,7,7,1,1,7,5,3,3,5,3,4,3,5,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,.1,.3,.03,0,.9,.6,.2,.1,.02, , , , , , , , , , ,1,1,1,1,1, , , , , ,2,1,1989,187,25,1,4,40574,2, ,Gaithersburg,20878,1,45000, , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,554,33, ,R_2b1KNixCzeX2Gw9,70.234.242.178,                    08-DEC-2014 07:39:21,                    08-DEC-2014 07:47:55,1,1, , , , , , ,6050,1,3,5,5,3,2,4,1,7,6,3,5,2,5,3,6,2,3,4,2,1,7,1,7,2,4,2,3,6,6,4,2,5,7,1,3,4,7,2,6,5,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,25,40,96,99.4,36,52,77,41, , , , , , , , , , ,1,2,2,4,4, , , , , ,3,1,1984,187,29,1,5,500,2, ,"Grand Rapids, MI",49503,1,50000, , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,556,35, ,R_3p0gqGzVOCr4xSB,24.98.221.254,                    08-DEC-2014 07:47:37,                    08-DEC-2014 07:54:57,1,1, , , , , , ,2833,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,5,4,7,7,7,7,7,7,1,1,1,1,7,7,4,4,1,1,1,1,4,4,1,1,1,1,7,7,4,4,4,4,4,4,4,4,6,6, , , , , ,100, , , , , , , , , , , , , ,1,1,1,1,1, , , , , ,4,2,1963,187,51,1,4,200,2, ,Woodstock,30189,1,100000, , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,560,39, ,R_a9T3d0kE8M0tBYh,97.73.48.124,                    08-DEC-2014 08:00:23,                    08-DEC-2014 08:09:39,1,1, , , , , , ,7093,1,6,3,7,1,6,2,1,7,1,7,3,3,7,1,5,2,2,6,6,1,4,2,7,1,4,2,5,2,7,1,7,2,7,1,4,4,7,1,3,6,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,20,10,2,18,15,10,15,5, , , , , , , , , , ,1,1,2,5,4, , , , , ,4,2,1978,187,36,1,3,250,2, ,Petersburg,37144,1,59000, , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,562,41, ,R_d0ukwJBfxBYoaNv,99.121.202.227,                    08-DEC-2014 08:09:10,                    08-DEC-2014 08:13:08,1,1, , , , , , ,7990,1,7,3,4,5,2,5,1,7,1,7,2,5,7,4,3,5,4,5,5,4,5,3,5,3,5,5,4,3,5,5,4,5,4,4,3,5,5,3,5,4,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,40,40,10,13,17,40,20,50, , , , , , , , , , ,1,8,8,7,7, , , , , ,1,2,1990,187,24,2,4,20,2, ,Sacramento,95831,1,45000, , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,569,48, ,R_2drOeVlvGYzNGgv,63.144.207.113,                    08-DEC-2014 07:50:57,                    08-DEC-2014 08:21:50,1,1, , , , , , ,3848,1,6,2,5,3,5,3,1,7,3,5,2,5,6,2,6,2,3,5,5,3,7,2,7,1,4,5,4,4,5,3,4,4,6,3,5,3,7,1,5,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,100,70,100,90,100,100,60,70, , , , , , , , , , ,1,2,2,1,1, , , , , ,4,2,1991,187,23,1,4,4,2, ,Mouny dora,32757,1,25000, , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,570,49, ,R_2QYxnOFd23qZngG,104.11.62.66,                    08-DEC-2014 08:17:30,                    08-DEC-2014 08:23:26,1,1, , , , , , ,9072,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,4,1,6,4,7,7,7,7,6,5,3,5,3,1,5,6,1,1,3,5,2,2,4,3,6,6,1,2,4,3,3,2,5,3,4,5,5,6,2,2,0,100,75,75,10,80,80,95,95, , , , , , , , , , ,1,2,1,3,2, , , , , ,2,1,1966,187,48,1,5,6500,2, ,"Walnut Creek, California",94598,1,225000, , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,575,54, ,R_3MSu3egVKJXQK7e,69.140.161.57,                    08-DEC-2014 08:27:27,                    08-DEC-2014 08:32:30,1,1, , , , , , ,2732,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,7,7,7,7,7,7,7,7,4,4,1,1,4,4,1,1,1,1,1,1,7,1,1,1,1,1,1,4,1,1,4,4,1,1,4,4,4,4,50,75,100,50,50,100,100,100,50, , , , , , , , , , ,1,1,1,5,5, , , , , ,4,1,1986,187,28,1,4,3000,2, ,silver spring,20906,1,12000, , , , , , , 
4,1,0,4,1,0,0,0,2,3,1,580,59, ,R_3Mhe3L1bWf958nG,76.29.84.109,                    08-DEC-2014 08:42:42,                    08-DEC-2014 08:49:36,1,1, , , , , , ,1958,1,5,3,7,2,2,5,1,7,1,7,4,4,6,2,7,7,3,5,4,1,3,1,7,1,1,4,7,1,7,1,4,4,4,1,3,5,7,1,2,6,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,10,5,5,50,75,100,25,5, , , , , , , , , , ,1,1,1,1,1, , , , , ,4,1,1987,187,27,1,3,1000,2, ,Lombard,60148,1,75000, , , , , , , 
