V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,HI2_2
R_1o7r556TBwOyQgl,Default Response Set,Anonymous,,,130.241.14.87,0,11/10/15 08:04,11/10/15 08:43,1,1,1,0,0,116.124,0,1,,,,,,,40,1,13.741,18.219,24.957,3,1,9,1,"Jag valde att bidra med den summan pengar dí_rfí_r att jag anser att det í_r en rí_ttvis fí_rdelning av den totala summan pengar. / Alla genomfí_r ju samma uppgift, och dí_rfí_r anser jag att pengarna skall fí_rdelas jí_mnt inom gruppen.",1,5,6,8,5,7,6,6,5,8,5,8,5,4,7,2,4,8,3,9,9,4,8,7,7,7,4,9,6,4,6,6,5,1,0,0,0,0,7,9,1,3,1,2,2,"Jag tror att denna studie fí_rsí_kte berí_kna ní«gon form av korrelation mellan hur villig man í_r att dela med sig till folk, och hur ""fri"" eller ""oberoende"" man í_r i relation till andra.  /  / í‹r det sí« att folk som delar med sig av sin ""vinst"" í_r mer kollektivistiskt tí_nkande, och kan lita pí« folk i hí_gre utstrí_ckning í_n andra, eller í_r det inte alls sí«? /  / Studien fí_rsí_kte visa detta genom att dels frí«ga hur mycket av en vinst man í_r beredd att dela med sig av, dels frí«ga i hur stor utstrí_ckning man í_r oberoende av andra, och hur man ser pí« konkurrens.",Nej.,9,3,5,4,72,2,"Gí_teborg, Sverige",0,57.71670532,11.96670532,-1,,3
R_1OK365LR07HZJcu,Default Response Set,Anonymous,,,130.241.230.182,0,11/11/15 07:40,11/11/15 08:24,1,1,1,0,0,79.286,0,1,20,1,8.016,8.016,10.652,1,,,,,,,1,9,1,"Jag valde ett mittemellan alternativ, en kompromiss tí_nkte jag. Varken fí_r egoistiskt eller fí_r givmilt, men samtidigt ett sí_tt att undvika sjí_lva beslutet genom att ta ""lagom"".",1,9,4,5,8,8,2,7,9,7,1,8,1,1,1,1,6,3,1,2,1,5,2,3,1,1,1,1,1,1,2,1,1,3,3,3,0,0,7,7,1,3,1,2,2,"Hur ekonomiskt risktagande samt viljan att dela med sig í_r kopplat till personlighet, ví_rderingar etc.",nej,9,7,9,7,69,2,"Ljungby, Sverige",0,57.71670532,11.96670532,-1,,1
R_1OwaxsIVDeQTfTN,Default Response Set,Anonymous,,,130.241.237.193,0,11/11/15 09:39,11/11/15 10:27,1,1,1,11.302,59.46,64.601,4,1,,,,,,,20,1,5.765,14.425,16.783,2,1,9,1,"Det bí_sta, utifrí«n min grundtanke om solidaritet och fí_rdelning av resurser, í_r om alla skulle lagt hela sitt belopp. Pga att jag inte vet de andras resonemang ""sí_krar"" jag mig genom att lí_gga hí_lften. ",1,9,1,9,9,5,5,2,1,3,1,1,1,1,1,1,9,9,9,9,8,9,9,9,7,5,6,1,8,8,5,1,1,3,1,1,0,0,1,10,3,3,2,2,2,"Hur en agerar i ekonomisk 'konkurans' med frí_mlingar. Tror dock inte att ni kommer fí« ett tillfí_rlitligt svar, vilka í_r det som ví_ljer att delta i detta experimentet? Jo, vi som gí_r lite vad som helst fí_r att fí« in extra pengar och sí_kert inte har 'rí«d' att agera sí« osjí_lviskt som vi kanske skulle gí_ra om det pí«verkade mer í_n ett universitets undersí_kning.",Se fí_regí«ende svar.,5,3,6,5,68,3,"í‹ngelholm, Sverige",0,57.71670532,11.96670532,-1,,10
R_1pzldBr87IwtHBE,Default Response Set,Anonymous,,,130.241.12.65,0,11/11/15 08:49,11/11/15 09:24,1,1,1,0,0,37.27,0,1,,,,,,,40,1,4.399,6.764,24.701,2,1,9,9,"Summan var sí« liten att jag inte brydde mig. Jag hade sí_kerligen gjort ett annat val om summan hade varit stí_rre, mer sjí_lviskhet ju stí_rre summa.",1,8,4,9,8,7,8,7,7,8,9,6,9,7,9,9,3,7,9,6,8,7,7,8,7,3,3,2,3,6,7,8,7,5,1,2,0,0,7,9,3,2,1,2,2,"Det var ví_ldigt mí«nga frí«gor som jag antar í_r till fí_r att mí«la en profil av en person. Sedan jí_mfí_rs profilerna med niví«n av sjí_lviskhet jí_mfí_rt med agerande till gruppens (okí_nda frí_mlingar) bí_sta. Hí_r undrar jag sjí_lv dock om experimentets giltighet eftersom jag anser att summan spelar en helt avgí_rande roll. 40kr í_r inte en summa jag skulle vara det minsta sjí_lvisk med, hade summan varit hí_gre hade ni fí«tt ett helt annat svar av mig.",Se tidigare ruta.,5,3,3,5,61,1,gí_teborg,0,57.71670532,11.96670532,-1,,1
R_1QnqxuTa4UBwrq1,Default Response Set,Anonymous,,,130.241.233.26,0,11/10/15 07:49,11/10/15 08:25,1,1,1,33.496,34.735,41.836,2,1,40,1,5.066,5.716,11.883,2,,,,,,,1,9,5,"Jag litar pí« att mina gruppmedlemmar tí_nker pí« liknande sí_tt som jag, alltsí« med maximal givning fí«r alla maximalt í«terfall",1,8,4,5,9,9,7,7,6,7,3,8,5,8,8,4,3,8,2,6,8,1,7,2,5,1,1,2,7,9,7,1,5,5,1,1,0,0,7,8,1,3,1,2,2,"Hur mí_nniskor tí_nker om frí_mlingars beteende, testat genom ett tillit-experiment och relaterade frí«gor","Har sett tanke-experimentet med pengarna flera gí«nger innan, hade gí_rna sett en mer uppfinningsrik frí«gestí_llning",5,9,5,9,75,1,"Gí_teborg, Sverige",0,57.71670532,11.96670532,-1,,1
R_1rq5172Zchh3hkO,Default Response Set,Anonymous,,,130.241.13.58,0,11/12/15 09:55,11/12/15 12:29,1,1,1,0,0,100.167,0,1,15,1,11.218,11.218,14.115,1,,,,,,,1,9,1,Jag gick en slags mellanví_g fí_r att minimera risker och osí_mja.,1,6,8,7,7,7,7,8,2,2,7,2,3,3,2,2,7,8,5,5,7,7,3,6,8,7,6,7,6,6,3,2,3,3,4,4,0,0,8,10,1,2,3,2,2,Jag tror den handlade om gruppdynamik och hur vi sjí_lva beter och placerar oss i grupp oavsett storlek. Det fanns ocksí« ett fokus pí« det mer personliga planet gí_llande hur viktigt det í_r att synas och vara bí_st. ,nej,2,4,2,2,68,1,"Aneby, Sverige",0,57.71670532,11.96670532,-1,,5
R_21bOzEakygX3y91,Default Response Set,Anonymous,,,130.241.192.25,0,4/13/16 10:00,4/13/16 11:43,1,1,1,0,0,155.082,0,1,,,,,,,0,1,94.334,143.972,181.892,2,1,9,1,"Oavsett de andra deltagarnas beslut sí« kommer mitt beslut att inte ge bort mina pengar att maximera min pott. Hade jag vetat vilka de andra deltagarna var eller hur de fattade sina beslut sí« hade jag kanske valt annorlunda. Jag utgí«r frí«n att de fattar liknande beslut som jag. Jag valde mellan att ge 40kr till gruppen eller 0kr. Att fí_rsí_ka att dela upp pengarna (att ge lita till gruppen och lite till mig sjí_lv) vore ologiskt, utifrí«n vilka kriterier ska jag ta ett sí«dant beslut utifrí«n.",1,9,1,4,9,9,6,8,9,1,5,1,9,1,5,3,4,7,4,9,8,5,7,7,5,2,5,6,1,5,3,8,2,1,0,0,0,0,6,8,1,3,2,2,2,Denna studie undersí_ker teorin om fí«ngarnas dilemma. Att i vissa situationer kan rationellt agerande av den enskilda individen innebí_ra ett icke optimalt resultat fí_r gruppen. Eftersom jag som individ inte agerade pí« ett sí_tt som maximerade den totala nyttan (eftersom jag inte tog negativa externa effekter i beaktande) sí« resulterade det i att vi som grupp fí_rlorade. Jag tror att ni fí_rsí_ker se huruvida vissa  egenskaper leder till att personer fattar mer alturistiska/sjí_lviska beslut ní_r de stí_lls infí_r sitationer sí« som denna. ,Jag misstí_nker att det finns ideologiska grundtankar bakom studien. exempelvis att fí_rsí_ka bevisa att personer som í_r tí_vlingsinriktade eller kanske har konservativa ví_rderingar í_r sjí_lviska och att deras ageranden í_r skadligt fí_r samhí_llet. I slutí_ndan tror jag att detta handlar om makt. Att fí_rsí_ka ge stí_d fí_r att mí_nniskor behí_ver kontrolleras och styras fí_r samhí_llets bí_sta.,7,3,6,5,74,1,"Vara, Sverige",0,57.71670532,11.96670532,-1,,10
R_22wT2ajO4s5S7GB,Default Response Set,Anonymous,,,130.241.219.62,0,4/13/16 11:45,4/13/16 12:42,1,1,1,0,0,57.446,0,1,24,1,8.012,8.012,9.766,1,,,,,,,1,9,1,"Jag blev nog lite stressad av tidsbegrí_nsningen sí« jag valde bara att ta det val som var ""default"", dvs. fí_rinstí_llt. Hann inte riktigt resonera. ",1,7,4,5,7,7,7,6,8,2,1,2,5,1,5,5,6,9,9,6,2,8,7,8,7,2,4,9,5,2,3,5,9,3,4,3,0,2,8,10,3,3,1,2,2,"Sví«rt fí_r mig att sí_ga dí« jag saknar vissa detaljer. En helt vild gissning í_r att den fí_rsí_ker finna en korresponds samt korellation mellan vad mí_nniskor sí_ger och vad de gí_r ní_r de ví_l befinner sig i en situation, en form av etik vs. moral skenario. I det hí_r fallet gjordes det tydligt att jag som individ kunde ""vinna mer"" under fí_rutsí_ttningen att alla de andra personerna gick ""all-in"" med sina prispottar och jag ej gick in med ní«gonting. Formeln fí_r min prissumma sí« vitt jag tolkade det fí_ljde frí«n; P(min) = 2*(a+b+c+d)/4 + Pu-a, dí_r P min í_r slutgiltig summa, Pu í_r 40 kr som ajg hadde frí«n bí_rjan, a í_r det jag tillsí_tter till den totala prispotten och b,c och d í_r vad de andra tillsí_tter.  Som max fí_ljer det dí« att; om a = 0 --> 2(40*3)/4 + 40 = Pmin = 60+40 = 100 kr. Under antagandet att vi alla gick all in blir det; 2(40*4)/4 = 2*40 = 80 kr. Jag valde i detta fall att ta vad ursprungsví_rdet var, 20 kr, fí_r jag hann inte riktigt tí_nka mig fí_r. Men prissumman man kan fí« varierar ifrí«n; 10 < P(min) < 100, dí_r det sí_msta fallet í_r om b,c,d í_r lika med 0 och jag gav 40 kr. Om man hadde haft mer tid fí_r sitt val kunde jag som person gjort mer av en riskanalys och dí_rav gjort ett val som mí_jligen varit annorlunda. ","SOm ní_mnt kom jag in fí_r sent i att gí_ra mitt val, skulle behí_vt mer tid. Lite osí_ker pí« den stora ""variansen"" i valmí_jligheterna ocksí«. Hur vet ni som gí_r denna undersí_kningen att min ""7:a"" í_r ekvivalent med ní«gons annans ""7:a""? Hur visar man pí« att dessa variabler kar en korrespondens och korrelans? Jag upplever att denna stora variation í_r en tom sí«dan dí« man ej vet vad ví_rdena innebí_r fí_r var individ egentligen. ",9,2,2,9,74,1,"Mariestad, Sverige",0,57.71670532,11.96670532,-1,,1
R_24bD6K8vf2PJJps,Default Response Set,Anonymous,,,130.241.232.188,0,4/13/16 11:55,4/13/16 12:38,1,1,1,0,0,157.854,0,1,20,1,12.867,12.867,16.746,1,,,,,,,1,5,5,"Man kan aldrig veta vad de andra gí_r, att man bidrar med hí_lften till gruppen och behí«ller hí_lften kí_ndes spontant som en kompromiss. ",1,7,2,3,6,9,4,6,8,9,3,8,3,5,6,3,3,6,4,8,7,7,5,6,3,5,6,8,5,5,5,6,5,2,1,3,0,3,6,7,3,2,1,1,2,Hua man agerar i sina val utifrí«n egennytta och att man behí_vde vara beroende av andra fí_r att fí« vinning. Hur man uppfattar andra mí_nniskor och deras val kommer man sjí_lv avgí_ra hur mycket man ví«gar satsa och hur egoistisk man ska vara.,nej,6,5,3,6,69,2,Gí_teborg Sverige ,0,57.71670532,11.96670532,-1,,12
R_24dxt4DTr903hFO,Default Response Set,Anonymous,,,130.241.219.253,0,4/13/16 11:56,4/13/16 12:34,1,1,1,0,0,49.96,0,1,,,,,,,40,1,12.409,12.409,32.193,1,1,9,9,"Jag hoppas att alla medlemmarna i min grupp kommer att ví_lja det beslut som maximerar allas vinning, alltsí« att ge 40kr till den gemensamma potten, detta fí_r att jag vill tro att alla mí_nniskor í_r rationella och inte vill varandra ní«got ont. Jag í_r medveten om att det kan resultera i att jag fí«r mindre pengar men jag í_r kanske lite naiv och ví_ljer dí_rfí_r 40kr.",1,6,3,2,9,7,4,6,3,2,7,2,7,6,7,2,3,9,8,8,8,8,9,7,8,3,6,9,7,4,7,2,7,3,1,1,0,0,9,8,1,3,1,2,2,"Jag tror att det í_r en studie i spelteori dí_r utformaren fí_rsí_ker se om mí_nniskor fattar beslut som í_r rationellt bí_st fí_r gruppen eller om mí_nniskan í_r skeptisk och ser till att garantera sin egen vinning pí« bekostnad av helhetsbilden. Fí_r att se hur vanligt det í_r med s.k ""suckers"" som fattar beslut som missgynnar individen men gynnar gruppen/samhí_lelt som helthet.",nej,5,2,5,4,75,1,"Gí_teborg, Sverige",1,57.71670532,11.96670532,-1,,11
R_24hBiuvJaSSdeuY,Default Response Set,Anonymous,,,130.241.220.38,0,4/14/16 08:50,4/14/16 11:26,1,1,1,0,0,63.055,0,1,,,,,,,20,1,19.077,19.077,25.613,1,1,9,1,Jag tí_nkte att det kanske var stí_rre sannolikhet att experimentet fortsatte om inte alla I gruppen gav 0kr till potten.,1,6,4,7,7,8,5,6,6,6,8,2,9,2,2,5,6,8,2,6,8,3,6,9,8,2,2,3,5,5,4,4,6,1,0,0,0,0,3,8,3,2,1,1,2,Jag í_r osí_ker pí« syftet. Ní«got med att ta reda pí« hur manga som fí_rsí_ker komma vinnande ut ur situationen? Hur manga tanker enbart pí« sitt eget vinstintresse?,Jag var osí_ker pí« om vi skulle erbjudas mer pengar att fí_rdela till potten efter den fí_rsta omgí«ngen. Hade jag vetat att sí« inte var fallet hade jag nog givit 0kr till potten.,6,5,7,7,68,1,Mí_lnlycke (15min utanfí_r gbg),1,57.71670532,11.96670532,-1,,1
R_24MhXsvMUV73y3Y,Default Response Set,Anonymous,,,130.241.13.180,0,11/11/15 10:39,11/11/15 12:56,1,1,1,0,0,124.269,0,1,,,,,,,40,1,17.301,17.301,22.578,1,1,9,1,"Jag valde att bidra med 40 kr fí_r att maximera hela gruppens summa, eftersom jag tycker att det í_r bí_ttre att dela summan lika i gruppen - sí« att alla kan fí« en ganska hí_g summa, istí_llet fí_r att bara en person i gruppen fí«r den hí_gsta summan sjí_lv medan de andra fí_rlorar pí« det. ",1,5,1,5,8,9,5,8,5,1,5,1,8,1,5,3,8,9,9,9,9,8,9,9,9,8,3,9,8,5,8,5,5,1,0,0,0,0,5,9,3,3,3,2,2,"Jag tror att studien fí_rsí_kte visa hur mí_nniskor baserar sina beslut antingen pí« egoism eller samarbetsvilja, genom att deltagarna i studien fick ví_lja hur de skulle placera sina pengar - antingen ta sí« mycket som mí_jligt sjí_lv, eller dela med sig till gruppen. ",Nej,4,3,2,3,74,2,"Orsa (Dalarna), Sverige",0,57.71670532,11.96670532,-1,,10
R_25vzKLhReVbT9wA,Default Response Set,Anonymous,,,130.241.12.65,0,11/11/15 07:41,11/11/15 08:22,1,1,1,0,0,41.085,0,1,,,,,,,,1,0,0,12.188,0,1,9,1,"Jag ville safea och behí«lla i alla fall ní«got av originalsumman, ifall de andra skulle ví_lja att inte bidra alls. ",1,5,8,6,6,7,6,7,4,8,7,8,6,3,7,6,3,5,3,6,6,3,4,4,4,4,2,3,3,3,4,4,5,4,1,1,0,1,3,4,3,1,2,1,2,Att mí_nniskor som i hí_gre grad tenderar att vara introverta í_r mer egoistiska.,Nej,2,5,2,4,73,2,"Halmstad, Sverige",0,57.71670532,11.96670532,-1,,5
R_272sG3XmBIKzRiw,Default Response Set,Anonymous,,,130.241.221.146,0,4/14/16 07:37,4/14/16 08:20,1,1,1,0,0,41.052,0,1,,,,,,,40,1,9.722,21.783,27.946,2,1,9,9,Dí« kommer vi att kunna fortsí_tta med dubblerade pengar,1,8,3,5,4,6,9,7,7,9,6,8,4,6,6,3,3,7,9,9,7,5,9,3,8,4,7,9,4,7,6,2,6,3,1,1,0,1,9,10,1,2,1,2,2,Huruvida man litar pí« andra sí« mycket att man tror att de gí_r beslut som gynnar ens egen ekonomi. ,"Ja, det var sí_kert instoppat ní«got annat i frí«gorna som studien í_mnar att testa. ",9,7,9,7,70,2,"Falun, Sverige",0,57.71670532,11.96670532,-1,,11
R_2afOg0uj1roSqlW,Default Response Set,Anonymous,,,130.241.192.25,0,4/13/16 07:52,4/13/16 08:22,1,1,1,0,0,77.592,0,1,40,1,3.851,3.851,4.584,1,,,,,,,1,9,1,Tí_nkte altruistiskt och valde det som nyttomaximerar fí_r gruppen som helhet,1,7,5,7,4,7,7,8,7,6,7,3,7,5,6,7,4,7,6,7,7,3,6,7,6,3,8,6,5,7,7,5,5,3,0,0,0,0,6,9,3,3,3,1,2,"Om man ví_ljer att bidra till en grupp dí« det í_r det bí_sta fí_r gruppen som helhet, eller om man framfí_r allt ser till egen vinning",nej,6,2,6,2,73,1,Gí_teborg,0,57.71670532,11.96670532,-1,,2
R_2arhlfc9foQewlO,Default Response Set,Anonymous,,,130.241.192.25,0,4/13/16 11:54,4/13/16 12:40,1,1,1,0,0,43.499,0,1,,,,,,,40,1,1.576,3.998,4.815,2,1,9,1,"Om alla ger 40 kr sí« tjí_nar alla pí« det. Om jag ger 0 kr sí« tjí_nar bara jag pí« det. Jag kí_nner mig mer tillfreds om jag har bidragit till den gemensamma potten í_n om jag egoistiskt endast syftat till att fí« pengar sjí_lv, pí« bekostnad av alla. Om jag fí_rlorar pí« det sí« gí_r det inte sí« mycket fí_r mig, dí« fí«r ju de andra mer istí_llet och blir glada fí_r det.",1,9,1,2,9,4,3,3,3,2,1,3,1,1,3,3,9,9,7,9,3,8,9,6,8,1,1,3,7,3,3,5,5,1,0,0,0,0,8,10,1,2,1,2,2,Den fí_rsí_ker bestí_mma om den enskilde í_r kollektivist eller individualist samt ifall den enskilde litar eller inte litar pí« andra mí_nniskor och hur det hí_nger ihop med vilka val man gí_r i ett sí«dant hí_r experiment (det egoistiska alternativet kontra det som gynnar gruppen). Alltsí« hur ideologi/ví_rldsbild hí_nger ihop med riktiga val.,"Frí«gan gí_llande om jag tjí_nar sjí_lv pí« att ge till gruppen, och en siffra 0-40 kr ska anges bí_r fí_rtydligas. I rena pengar fí_rlorar jag kortsiktigt ju pí« det men lí«ngsiktigt gynnas ju bí«de jag och andra. Jag tycker att jag vinner pí« det í_ven om jag inte vinner i rena pengar. Jag vinner ju i tillit.",6,9,6,9,74,1,"Sverige, Gí_teborg",0,57.71670532,11.96670532,-1,,10
R_2BtaEUgc9tozyvw,Default Response Set,Anonymous,,,130.241.220.38,0,4/14/16 07:34,4/14/16 08:21,1,1,1,0,0,79.844,0,1,,1,0,0,10.382,0,,,,,,,1,9,1,"Stressad, klickade bara ok ní_r tiden hí_ll pí« att ta slut.",1,8,1,5,7,9,6,6,6,2,6,2,6,1,4,4,2,7,7,5,7,5,7,3,7,5,7,3,3,4,8,5,5,3,2,2,0,0,4,7,3,2,1,2,2,Tilli till okí_nda mí_nniskor - litar vi pí« att de andra I gruppen ser till allas bí_sta eller ska jag bara se till mitt eget?,Nej - jag utgí«r frí«n att experimentet í_r en del av viktig forskning som bedrivs pí« Handels.,2,6,2,7,71,2,"Jí_nkí_ping, Sverige",0,57.71670532,11.96670532,-1,,10
R_2cctwjkgaWO3Its,Default Response Set,Anonymous,,,130.241.219.175,0,4/14/16 08:50,4/14/16 11:24,1,1,1,0,0,94.049,0,1,40,1,6.768,6.768,9.366,1,,,,,,,1,9,1,"Stí_rst totala nytta och jí_mlikhet, alla fí«r lika mycket och framfí_r allt sí« í_kar ju den totala utgí«ngssumman (4x40kr) mest om alla handlar som mig. Sí« egentligen mest fokus pí« stí_rsta ví_rdeí_kningen eller vad man ska kalla det",1,5,4,6,3,8,5,8,5,5,6,5,8,6,6,5,3,7,8,6,7,6,7,8,6,6,7,9,8,8,8,4,7,1,0,0,0,0,6,9,1,2,2,2,2,Sví«rt att sí_ga fí_r kí_nns pí« ní«t sí_tt mer som ett psykologiskt experiment í_n ett ekonomiskt... Men kí_nns lite som ett test fí_r att se hur naiv man í_r...,nej,2,2,4,2,75,1,"Gí_teborg, Sverige",1,57.71670532,11.96670532,-1,,1
R_2CiWNt2PC9YlVeQ,Default Response Set,Anonymous,,,130.241.223.194,0,4/13/16 08:46,4/13/16 09:16,1,1,1,0,0,55.567,0,1,40,1,4.708,4.708,6.222,1,,,,,,,1,5,1,"Hoppas att alla ví_ljer att donera 40 kr, fí_r dí« fí«r alla deltagare ut mest av experimentet.",1,5,5,7,4,7,5,5,5,6,2,6,3,2,5,3,8,6,7,6,8,5,6,4,7,2,4,5,4,3,9,2,4,4,2,2,0,0,4,7,3,3,1,1,2,hur girig man í_r. kanske fí_rsí_ker koppla vilka personlighetsdrag som hí_r ihop med vilja att fí_rbí_ttra fí_r andra. Kan kanske kopplas till skattepolitik pí« ní«gon niví«.,nej,3,5,3,5,71,2,"Hindí«s, Sverige",0,57.71670532,11.96670532,-1,,2
R_2CjDiacUQe2agKx,Default Response Set,Anonymous,,,130.241.232.188,0,4/14/16 07:36,4/14/16 08:19,1,1,1,0,0,63.027,0,1,0,1,6.087,6.087,8.322,1,,,,,,,1,9,1,Hur jag í_n gí_r kommer min maximala nytta maximeras om jag ví_ljer att bidra med 0. Gruppens nytta maximeras ej men dí« vi alla í_r nyttomaximerande ví_ljer man/jag att bidra med 0.,1,7,7,7,8,6,9,9,6,2,9,2,9,7,4,8,1,7,9,9,8,1,9,3,8,2,1,1,5,7,4,1,5,1,0,1,0,0,4,9,3,1,3,1,2,"Fí_rsí_ker kolla om vi í_r nyttomaximerande egoistiskt eller nyttomaximerande fí_r gruppen.  / Vad vi tror och tycker om andra mí_nniskor, om vi har tillit till andra. Fí«ngarnas dilemma test pí« ett bra sí_tt!",nej,7,9,7,9,74,1,Trollhí_ttan Sverige,0,57.71670532,11.96670532,-1,,4
R_2dopWB3bUD3iVa5,Default Response Set,Anonymous,,,130.241.219.62,0,4/13/16 09:54,4/13/16 11:18,1,1,1,0,0,48.812,0,1,,,,,,,16,1,2.404,20.851,23.547,2,1,9,1,"Pí« sí« sí_tt fí_rsí_krade jag mig om att jag dels hade chansen att tjí_na mer pengar í_n startpotten, men samtidigt inte riskerade att inte tjí_na ní«got extra. Eftersom jag antog att de andra i min grupp skulle va mindre bení_gna att bidra till gruppen, valde jag att bidra med en summa mindre í_n hí_lften till gruppen",1,6,6,2,9,7,2,7,5,9,1,9,4,5,7,2,3,6,4,4,6,2,5,6,9,2,3,7,2,2,4,1,6,3,1,2,0,0,3,3,2,1,2,1,2,"Jag tror att studien fí_rsí_ker visa medborgares instí_llning till att betala skatt, dvs bidra till kollektivet med chansen att det ska bli bí_ttre fí_r alla, men í_ven risken att det blir sí_mre fí_r en sjí_lv om inte tillrí_ckligt mí«nga fí_rsí_ker bidra. Alternativt tror jag att studien fí_rsí_ker visa medborgares instí_llning till att skí_nka pengar till ví_lgí_renhet av samma skí_l. ",nej,5,3,4,3,75,2,Sverige,0,57.71670532,11.96670532,-1,,3
R_2dPVgaYhvueHLUo,Default Response Set,Anonymous,,,130.241.221.146,0,4/14/16 08:48,4/14/16 11:30,1,1,1,0,0,77.393,0,1,40,1,11.799,11.799,15.696,1,,,,,,,1,9,1,"Dí_rfí_r att, moraliskt sett, tycker att det í_r bí_ttre att hela gruppen tjí_nar pí« om alla delar fullt.",1,9,5,9,5,6,8,7,9,7,3,8,1,3,8,1,9,9,7,9,8,9,8,9,9,3,8,9,1,5,7,3,1,4,5,4,0,0,4,8,3,3,2,2,2,"Jag tror att den hí_r studien syftade till att visa hur sjí_lviska eller solidariska vi í_r till gruppen ní_r vi har chansen att vara anonyma. Det í_r ett test som testar individens egenintresse kontra kollektivet. Genom att vara anonym í_r det lí_ttare att komma undan med ett sjí_lviskt handlade, í_ven om det genererar i en allmí_n skepsis inom gruppen. Det í_r ett effektivt och enkelt sí_tt att visa hur vi handlar moraliskt ní_r ingen kan í_vervaka ví«ra beslut. Det í_r lí_ttare att komma undan med att tjí_na 20kr mer, vilket í_r trivialt dí« man riskerar att det blir osí_mja i gruppen. Som individ handlar det lite om att rannsaka sig sjí_lv: ska jag gí« efter mina moraliska ví_rderingar eller ska jag skita i de andra, eftersom de bara í_r frí_mlingar fí_r mig. Jag tyckte att det var ett intressant test.  ",Nej.,7,9,7,9,70,2,"Styrsí_, Gí_teborg",0,57.71670532,11.96670532,-1,,2
R_2eUxIgMM1go6wBk,Default Response Set,Anonymous,,,130.241.235.87,0,11/10/15 09:16,11/10/15 10:19,1,1,1,0,0,58.6,0,1,40,1,7.855,7.855,9.769,1,,,,,,,1,9,1,Man í_r inte girig sí« fí_rsí_ker samarbeta sí« gott det gí«r fí_r ett sí« bra utfall som mí_jligt.,1,6,7,8,8,1,3,6,5,5,8,2,7,2,7,2,6,3,2,7,8,1,6,3,4,2,3,1,4,5,6,1,3,2,2,2,0,0,5,8,1,3,1,2,2,"Hur samarbetsvillig man í_r fí_r ""the greater good"", alltsí« allmí_nhetens bí_sta.",nej,9,2,5,3,73,2,"Gí_teborg, Sverige",0,57.71670532,11.96670532,-1,,4
R_2fd0k3C4JKEsAh1,Default Response Set,Anonymous,,,130.241.235.35,0,11/11/15 07:51,11/11/15 08:25,1,1,1,35.941,35.941,47.833,1,1,,,,,,,40,1,5.076,13.235,18.776,2,1,9,9,SI en grupp samarbetar man fí_r allas bí_sta,1,7,1,6,7,9,5,7,6,3,1,1,1,1,1,5,1,8,9,9,5,9,7,7,8,1,1,1,7,1,4,1,1,2,1,1,1,0,7,9,1,2,1,2,2,Hur man maximerar ett ví_rde,nej,9,4,4,7,61,1,Grí_nna,0,57.71670532,11.96670532,-1,,10
R_2fKbL5Db6aL8OB4,Default Response Set,Anonymous,,,130.241.236.37,0,11/12/15 11:44,11/12/15 12:23,1,1,1,0,0,40.676,0,1,,,,,,,10,1,20.566,31.869,34.36,2,1,9,1,Jag valde att ge 10kr och behí«lla 30kr fí_r att jag dí« í«tminstone skulle fí« 35kr (typ tillrí_ckligt fí_r en í_l). ,1,2,1,8,5,1,3,3,6,6,1,3,1,1,5,3,8,9,5,8,7,4,7,8,8,1,2,3,9,2,8,1,3,1,0,0,0,0,8,10,1,2,1,2,2,"Det finns tví« ""rationella"" extremer. Jag tror att studien fí_rsí_kte visa att mí_nniskor inte í_r konsekventa, och ví_ljer ní«gon av extremen, dvs inte fullt ut gynnar gruppen eller sig sjí_lv.",nej,5,3,5,3,75,1,"í_ckerí_, Sverige",0,57.71670532,11.96670532,-1,,10
R_2OOXI9gCMxSZ6OP,Default Response Set,Anonymous,,,130.241.15.75,0,4/14/16 07:31,4/14/16 08:20,1,1,1,0,0,67.207,0,1,20,1,9.229,18.975,21.113,2,,,,,,,1,9,1,"Jag hade sví«rt att bestí_mma mig och hann inte tí_nka igenom mitt val riktigt, sí« hí_lften kí_ndes som en bra grej.",1,6,7,5,5,5,6,7,7,9,7,6,6,6,8,7,5,6,5,8,9,2,6,8,9,4,6,9,7,3,6,5,6,1,0,1,0,0,4,5,2,3,2,1,2,Den fí_rsí_kte undersí_ka min relation/syn pí« medmí_nniskor runt omkring mig - huruvida vi ser pí« andra mí_nniskor och hur ví«rt agerande ser ut dí_refter. ,nej,3,3,3,4,76,2,Gí_teborg,0,57.71670532,11.96670532,-1,,4
