V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,HI2_2
R_1ooHoJ6GoiM7iom,Default Response Set,Anonymous,,,130.236.248.208,0,11/3/15 15:08,11/3/15 15:21,1,1,1,0,0,83.519,0,1,40,1,0,0,9.683,0,,,,,,,1,9,1,Jag grundade mitt val p‘ antagandet att om jag bidrog med 40 kr skulle gruppen vinstmaximera givet att alla valde att g_ra detsamma. ,1,5,6,2,3,9,8,5,5,2,5,2,9,1,2,3,8,7,8,8,9,8,8,9,9,7,9,2,6,8,6,2,7,1,0,0,0,0,7,9,1,2,1,2,2,Studien syftar till hur vi som m_nniskor uppfattar sin dagliga omgivning samt ocks‘ hur m_nniskors logiska t_nkanden f_r_ndras beroende p‘ egen vinning. ,Snarare uppkom fundering kring huruvida den f_rsta delen skulle genomf_ras. Det vill s_ga hur de andra deltagarna skulle ha i uppdrag samt agera.,4,4,6,2,73,1,Heby Kommun - Uppsala ,3,58.41670227,15.61669922,-1,,3
R_1oqh0Gp6ltJhCVu,Default Response Set,Anonymous,,,130.236.248.221,0,11/4/15 11:04,11/4/15 11:20,1,1,1,0,0,42.167,0,1,,,,,,,40,1,0,0,5.315,0,1,5,5,F_rhoppningsvis kommer alla att g_ra detsamma och p‘ det s_ttet kommer vi ha dubblerat v‘ra pengar.,1,7,1,7,5,9,5,8,7,3,5,6,5,6,6,3,4,9,7,8,7,9,8,8,9,5,1,9,3,2,8,1,8,1,0,3,0,0,8,9,1,2,1,2,2,Studien f_rs_kte visa hur mycket tillit jag har till andra m_nniskor och hur jag sj_lv tar st_llning till andra m_nniskor i mitt liv. ,Nej,4,5,3,5,74,1,"Kalmar, Sverige",1,58.41670227,15.61669922,-1,,10
R_1P5yuYTqMwOyzq8,Default Response Set,Anonymous,,,130.236.248.217,0,11/3/15 10:49,11/3/15 11:03,1,1,1,0,0,76.595,0,1,20,1,0,0,13.018,0,,,,,,,1,5,9,Jag agerar utefter hur jag hade velat att de andra skulle agera. Jag _r villig att f‘ mindre pengar om alla andra f‘ en liknande summa pengar. Mer j_mnst_llt helt enkelt. Jag beh_ver inte leva i _verfl_d. Sharing is caring,1,5,5,2,9,9,3,5,9,3,9,6,7,1,8,8,4,9,9,9,9,9,9,8,9,1,1,3,5,8,9,1,9,1,0,0,0,0,7,6,1,3,1,2,2,Jag tror att studien f_rs_ker visa att de flesta tror p‘ fr_mlingar och att man har hopp om att m_nniskor _r genuint goda,Jag trodde att svaren aningen genererade mer pengar om man svarade n‘got som bekr_ftade eran tes,9,3,4,6,74,2,Norberg Sverige,0,58.41670227,15.61669922,-1,,2
R_1QDVG3dBMhDUF6Y,Default Response Set,Anonymous,,,130.236.248.217,0,11/3/15 14:18,11/3/15 14:31,1,1,1,0,0,80.097,0,1,40,1,0,0,3.812,0,,,,,,,1,9,1,Verkar solidariskt och bidrar till en slutsats som f‘r m_nniskor att verka lite gener_sare. Och jag _r inte villig att s_lja ut den principen f_r 40 kr (skulle kanske gjort det om det var mer pengar p‘ spel),1,5,8,4,4,9,7,8,9,8,4,6,2,4,5,5,2,6,3,6,8,3,5,8,2,6,6,3,7,2,9,1,3,1,0,1,0,0,7,4,1,3,3,2,2,Kanske unders_ka om det fanns ngn korrelation mellan v‘r vilja att dela pengar med karakt_rsdrag som individ kontra grupp eller integritet kontra s_kerhet. Det man kunde besvara fr‘n fr‘gorna om en sj_lv. /  / Eller s‘ var det typ hur visuella cues lurar en att trycka p‘ knappar(???).,"Jag hade tvivel, men kan inte konkret s_ga vad. Det k_nns som studier ibland l‘tsas unders_ka en sak f_r att egentligen unders_ka ngt annat. ",3,3,2,2,69,1,"Uppsala, Sverige",0,58.41670227,15.61669922,-1,,5
R_1QJDi3OLbQ054sB,Default Response Set,Anonymous,,,130.236.248.213,0,11/3/15 12:21,11/3/15 12:35,1,1,1,0,0,80.628,0,1,,,,,,,25,1,0,0,37.616,0,1,5,5,Det k_ndes mest r_ttvist f_r alla inklusive mig sj_lv. 20-25 kr k_nns som en okej siffra. Inte f_r mycket och inte f_r lite. ,1,7,3,5,8,7,7,6,7,5,5,2,7,3,3,2,7,8,5,8,8,2,8,6,6,3,6,5,2,3,6,4,3,1,0,0,0,0,2,7,3,3,3,1,2,"Beslutsfattning i form av personliga fr‘gor. M‘nga av fr‘gorna handlade om n‘got socialt s‘ skulle gissa p‘ att det handlade om man t.ex. var introvert eller extrovert om man ser p‘ fr‘gorna. Fr‘gorna var ocks‘ st_llda hur mycket man skulle bry sig om vad andra tyckte om jag gjorde ett visst beslut. Experimentet ville visa hur beslutsfattande sker p‘ olika personligheter. —ven ocks‘ om man hamnar i en s.k. ""cost-fallacy"" inom beslutsfattning, hur mycket man _r beredd att offra s_tt till andra individer. Tycker att beslutsfattning och personlighetsdrag _r relevant f_r att visa p‘ hur m_nniskor fattar beslut. ",Nej.,2,4,4,3,76,2,"Askersund, Sverige",2,58.41670227,15.61669922,-1,,11
R_1QsaLtenPkZN3qt,Default Response Set,Anonymous,,,130.236.248.212,0,11/3/15 14:18,11/3/15 14:33,1,1,1,0,0,85.195,0,1,40,1,5.985,5.985,9.565,1,,,,,,,1,9,9,"Med antagande att gruppen g‘r mot samma m‘l och vill maximera den gemensamma, och d_rmed personliga vinsten, satsade jag allt.",1,9,5,5,8,9,7,8,8,7,8,6,8,7,7,6,4,7,7,6,6,9,7,5,7,5,4,9,5,6,6,2,7,1,0,0,0,0,8,8,1,2,1,2,2,Uppfatta studenters bild p‘ andra individer,nej,4,3,5,3,74,1,Stockholm,1,58.41670227,15.61669922,-1,,2
R_1r2ginrm81Z6Ob7,Default Response Set,Anonymous,,,130.236.248.205,0,11/3/15 16:13,11/3/15 16:23,1,1,1,0,0,42.898,0,1,,,,,,,20,1,0,0,32.403,0,1,9,9,"N_r det kommer till risk s‘ brukar folk vara olika lada. Vissa v_ljer att ta den s_kra v_gen och p‘ s‘ s_tt beh‘lla allt sj_lv, medan andra riskerar allt i hopp om h_gre avkastning. Att d‘ v_lja en v_g i mitten av de tv‘ k_nns som ett rationellt beslut som garanterar en viss utdelning men samtidigt riskerar en viss f_rlust. ",1,7,8,7,9,5,4,7,6,5,6,6,7,1,6,6,5,6,7,6,7,5,5,6,5,7,3,4,5,2,3,3,1,3,2,2,0,0,5,5,2,3,2,2,2,Hur man ser p‘ andra m_nniskor och vilken grad av tillit/avsaknad av f_rdomar man har,"Inga specifika, barra misstankar generellt",4,4,4,4,75,2,"Stockholm, Sverige",1,58.41670227,15.61669922,-1,,5
R_1rMPMLnWZ4tue3R,Default Response Set,Anonymous,,,130.236.248.217,0,11/3/15 15:09,11/3/15 15:27,1,1,1,0,0,108.125,0,1,15,1,0,0,12.439,0,,,,,,,1,9,1,D‘ jag inte har n‘gon aning om vilka de andra personerna _r och hur de t_nker och de t_nker likadant s‘ v_ljer jag att ta risk med en liten del av pengarna medans den stora delen beh‘ller jag d‘ jag fortfarande har chans att tj_na ifall de andra v_ljer att dela men inte har s‘ stor summa att f_rlora. ,1,8,7,5,7,7,7,9,8,5,9,6,8,5,9,9,2,7,9,6,8,7,8,5,9,3,2,2,4,3,7,2,5,1,0,0,0,0,5,10,1,2,3,2,2,Om man litar p‘ och vad man har f_r inst_llning till personer som _r anonyma och fr_mmande. Som till exempel _ver internet.,nej,3,4,3,4,75,1,J_nk_ping Sverige,2,58.41670227,15.61669922,-1,,4
R_1rPrcO0Q62Hh6kB,Default Response Set,Anonymous,,,130.236.248.213,0,11/3/15 09:20,11/3/15 09:36,1,1,1,0,0,101.505,0,1,,,,,,,20,1,0,0,24.078,0,1,9,1,"Det k_nns fel att maximera sin egen nytta. Hellre lite l_gre, men j_mnare. Jag gav inte hela summan till gruppen f_r att det d‘ jag sj_lv skulle risker att f_rlora en massa om de andra inte t_nkte s‘. Den sammanlagda nyttan kommer att maximeras om alla ger all pengar till gruppen. Jag har d_rf_r gjort en avv_gning emellan min egen nytta och gruppen nytta genom att balansera min egen risk och den sammanlaggda nyttan.",1,5,9,4,9,5,8,8,5,7,9,9,9,8,8,7,2,5,5,7,2,3,5,2,7,1,1,5,5,7,1,1,1,3,3,5,2,0,3,3,3,2,1,2,2,Jag tror att denna studie f_rs_kte unders_ka hur m_nniskor ser p‘ sin egen nytta kontra helhetens nytta. Jag tror att det _r spelteori som har unders_kts.,Nej,5,3,5,4,73,1,"Str_ngn_s, Sverige",0,58.41670227,15.61669922,-1,,6
R_1TbXY6YZjnyISCB,Default Response Set,Anonymous,,,130.236.248.206,0,11/4/15 11:04,11/4/15 11:19,1,1,1,0,0,85.511,0,1,30,1,0,0,13.288,0,,,,,,,1,5,5,F_r att alla generellt tj_nar p‘ det.,1,7,7,7,6,9,6,7,5,5,7,4,3,6,3,5,7,6,4,4,3,7,7,5,8,5,2,4,7,3,4,3,6,3,1,3,0,1,4,9,3,3,3,2,2,Allm_nt beteende hos oss individer och i grupp,nej,5,4,3,5,71,1,Sverige V_ster‘s,0,58.41670227,15.61669922,-1,,4
R_20ULs0PV1fHJxPA,Default Response Set,Anonymous,,,130.236.248.213,0,11/3/15 16:13,11/3/15 16:24,1,1,1,0,0,51.091,0,1,30,1,0,0,8.635,0,,,,,,,1,9,9,Ville bidra med mycket men dumt att ge allt om inte de andra g_r samma sak.,1,7,5,5,5,9,7,8,7,7,8,2,7,7,6,7,2,6,3,7,7,4,6,4,6,3,3,4,7,8,3,6,9,1,0,0,0,0,7,8,1,2,1,1,2,Prioritering och tillit mellan individen och grupp.,Nej,5,4,2,4,73,1,"Gamleby, Sverige",3,58.41670227,15.61669922,-1,,2
R_22RADDyrVOXG2wv,Default Response Set,Anonymous,,,130.236.248.220,0,11/4/15 10:20,11/4/15 10:41,1,1,1,0,0,83.733,0,1,,,,,,,40,1,0,0,12.189,0,1,9,1,"F_rutsatt att alla vill g‘ hem med s‘ mycket pengar som m_jligt h_r idag, s‘ _r det enda rimliga valet att alla satsar sina 40kr.  / Jag v_ljer att tro att alla t_nker s‘h_r & maximerar gruppens totala utdelning. / ",1,9,5,9,9,1,5,9,1,5,1,1,9,1,9,5,9,7,5,9,5,1,5,1,9,1,1,9,5,5,1,1,5,1,0,0,0,0,8,9,1,2,1,2,2,"Att om vi hj_lps ‘t s‘ n‘r vi _nnu l_ngre _n om vi bara t_nker p‘ oss sj_lva. / Tror att den mynnar ut i n‘gon politisk aspekt - Kanske skatterelaterad? /  / Studien f_rs_ker visa detta genom att kartl_gga huruvida vi anser att konkurens (f_rs_ka vinna) eller att ""alla ska med"" _r det b_sta.  /  / I studien ser jag konkurens ur ett marknadsperspektiv - Inte f_r _verlevnad ö la Darwin.","Jag tror att jag sattes mot mig sj_lv, att de andra ""gruppmedlemmarna"" _r AI och speglar mitt resultat.",9,7,9,7,72,1,"Helsingborg, Sverige",5,58.41670227,15.61669922,-1,,2
R_22y16LOSsDFrUjH,Default Response Set,Anonymous,,,130.236.248.212,0,11/3/15 15:40,11/3/15 15:55,1,1,1,0,0,75.083,0,1,0,1,0,0,9.954,0,,,,,,,1,9,1,D‘ jag inte _r medveten om de resterande medlemmars insats till den gemensamma kassan ser jag det som mer l_nsamt och framf_rallt s_kert att beh‘lla hela beloppet f_r mig sj_lv. ,1,7,3,9,3,7,5,7,5,7,7,5,9,5,5,8,5,5,3,5,7,5,7,3,5,3,7,3,5,7,7,5,7,1,0,0,0,0,5,7,2,3,1,2,1,F‘ngarnas dilemma och det allm_nna f_rtroendet m_nniskor emellan. ,nej,5,3,5,3,76,1,"H__r, Sverige",7,58.41670227,15.61669922,-1,,11
R_2333KJeA8ogg1Pa,Default Response Set,Anonymous,,,130.236.248.219,0,11/3/15 15:10,11/3/15 15:26,1,1,1,74.416,74.967,79.776,2,1,40,1,0,0,36.248,0,,,,,,,1,9,1,"D‘ jag inte kan lita p‘ att alla andra bidrar med sin summa s‘ vill jag inte riskera att g‘ miste om pengar genom att beh‘lla allt, det vill s_ga om n‘gon ytterligare v_ljer att beh‘lla sin pengar. Om alla resonerar p‘ samma s_tt som jag g_r nu och bidrar med hela sin summa s‘ vinner jag fortfarande p‘ det i slut_ndan, _ven om jag g‘r miste om den maximala monet_ra utdelningen. ",1,7,5,6,6,6,6,7,3,2,9,3,9,7,5,8,1,6,8,5,5,1,5,3,7,7,3,8,2,7,3,3,7,1,0,0,0,0,3,6,2,3,2,1,2,"Min uppfattning _r studien ska illustrera n‘got slags spelteoretiskt dilemma, till exempel ""prisoners dilemma"", d_r mina individuella beslut beror av andras beslut, och d_r jag _r tvungen att fatta beslut utan vetskapen hur de andra agerar. Studien f_rs_ker troligtvis visa hur man som individ agerar i ett samh_lle, till exempel hur vi beter oss i relation till v‘r v_lf_rdsstat. Skatteint_kter _r viktiga, men vad gynnar oss mest som individer - att f_rs_ka beh‘lla s‘ mycket av pengarna f_r oss sj_lva, eller att gemensamt bidra till v_lf_rden? Vad blir nyttan i slut_ndan, och hur kommer andra att agera? ",Nej,2,4,5,4,76,1,"Stockholm, Sverige",3,58.41670227,15.61669922,-1,,2
R_246Eu14sTYC24b1,Default Response Set,Anonymous,,,130.236.248.216,0,11/3/15 10:48,11/3/15 11:00,1,1,1,0,0,147.575,0,1,,,,,,,0,1,0,0,26.116,0,1,9,1,"F_r att maximera min individuella eventuella ""vinst""",1,8,5,4,4,7,6,6,4,7,5,4,6,7,8,6,2,8,3,7,7,9,5,9,8,6,5,8,6,7,8,2,8,3,5,5,0,2,5,5,1,3,1,2,2,Hur vi fattar beslut beroende av vilken k_nsla/ f_retroende vi har f_r m_nniskor i v‘r omgivning,nej,2,5,4,4,74,2,Norrk_ping,0,58.41670227,15.61669922,-1,,2
R_24GxmpQsDVFYMVi,Default Response Set,Anonymous,,,130.236.248.208,0,11/4/15 10:21,11/4/15 10:35,1,1,1,5.681,6.311,95.137,2,1,,,,,,,32,1,0,0,28.193,0,1,9,1,"K_ndes som en precis lagom summa. Det r_r sig inte om s_rskilt stora m_ngder pengar, s‘ b_ttre att riskera relativt stor andel av mina egna pengar och hoppas p‘ att alla andra investerar mycket ocks‘ och p‘ s‘ vis maximera inkomsterna totalt sett. /  /  / Satsa stort och vinn stort.",1,6,5,6,4,6,6,8,7,9,8,7,9,7,7,7,2,6,2,3,8,7,4,9,8,1,3,4,3,5,8,1,8,1,0,0,0,0,8,1,1,1,2,2,2,Fr_mlingsfientlighet kanske?  /  / Tillit till ok_nda m_nniskor och vilken inst_llning man kan ha till v_nner och familj kontra fullst_ndigt ok_nda fr_mlingar.,Pengarna _r en l_gn.,4,3,6,2,75,1,"Stockholm, Sverige",0,58.41670227,15.61669922,-1,,2
R_24zUaw2I4bvhlmU,Default Response Set,Anonymous,,,130.236.248.216,0,11/3/15 09:20,11/3/15 09:29,1,1,1,0,0,70.031,0,1,0,1,0,0,4.822,0,,,,,,,1,9,9,Litar inte p‘ de andra i gruppen. Ser heller inte dem och kan d_rf_r inte avg_ra eller _vertala deras beslut. Kan inte heller bed_ma vilken typ av m_nniskor de _r. ,1,8,9,3,8,3,9,8,6,3,7,4,9,8,7,6,2,5,3,3,4,3,4,6,8,2,6,3,5,7,3,2,6,1,1,1,0,1,4,7,3,2,2,2,2,Om man s_tter jaget f_r laget eller tv_rtom. Framf_rallt i kombination med pengar. ,nej,3,6,5,6,75,1,"Sverige, V_xj_",1,58.41670227,15.61669922,-1,,6
R_25HL3hOPxIVuM46,Default Response Set,Anonymous,,,130.236.248.214,0,11/3/15 13:32,11/3/15 13:48,1,1,1,0,0,51.209,0,1,,,,,,,40,1,0,0,13.648,0,1,9,1,Det stod mellan personlig vinning eller ytterligare gl_dje f_r tv‘ andra. 1 < 2. ,1,7,9,5,9,6,5,7,6,2,9,2,9,3,1,9,7,9,9,8,5,3,8,7,9,5,9,2,7,5,3,2,9,1,0,0,0,0,6,8,1,2,3,2,2,"Mots_gelse beroende p‘ scenariot, dvs hur fr‘gan framst_lls. ",Nej,3,5,3,5,76,1,"Ystad, Sverige",2,58.41670227,15.61669922,-1,,6
R_26nnL9Ez0QvYkrv,Default Response Set,Anonymous,,,130.236.248.222,0,11/3/15 10:48,11/3/15 11:00,1,1,1,0,0,58.797,0,1,40,1,0,0,10.619,0,,,,,,,1,9,9,Om alla t_nker som mig s‘ kommer vi att maximera gruppens totala inkomst.,1,3,1,9,9,7,5,7,5,6,3,5,7,5,6,7,7,9,9,9,9,7,9,6,9,9,7,5,6,1,5,3,6,1,0,0,0,0,6,7,3,2,3,2,2,"Jag tror att studien unders_ker om det finns ett samband mellan hur man agerar i den f_rsta fr‘gan, det vill s_ga hur mycket man ger till gruppen, med en persons egenskaper och v_rderingar.",nej,4,5,4,5,72,1,G_teborg,1,58.41670227,15.61669922,-1,,10
R_294F6DqpRHjgSkw,Default Response Set,Anonymous,,,130.236.248.210,0,11/3/15 15:09,11/3/15 15:25,1,1,1,0,0,49.498,0,1,40,1,5.555,5.555,12.035,1,,,,,,,1,9,1,"Jag t_nkte att de skulle handla p‘ samma s_tt som jag f_r att vi alla gemensamt skulle vinna p‘ v‘ra beslut. Lite ""all in""-k_nsla. Allt eller inget ",1,4,2,3,7,6,8,4,6,5,9,5,7,1,5,6,5,9,9,6,9,4,7,9,9,3,9,6,7,5,9,3,9,5,2,1,1,0,8,10,1,2,1,2,2,Jag tror att denna studie handlar om att se hur m_nniskor interagerar med andra hur de arbetar i grupp och deras niv‘ b‘de av samarbetsvilja, omt_nksamhet och sympati. —r personer generellt sett egoistiska i sitt arbete eller t_nker man p‘ gruppen? Har det n‘got samband med om man sj_lv _r en generellt sympatisk m_nniska som bryr sig om hur sin omgivning m‘r,9,3,9,3,74,2,"Stockholm, Sverige",3,58.41670227,15.61669922,-1,,12
R_2AM5nkkLnlPPdqE,Default Response Set,Anonymous,,,130.236.248.217,0,11/3/15 11:35,11/3/15 11:49,1,1,1,0,0,62.637,0,1,,,,,,,19,1,0,0,21.09,0,1,9,1,20 ligger n‘gonstans i mitten. Det k_nns v_l kanske b_st f_r mig som person att beh‘lla h_lften och ge bort h_lften. ,1,7,3,5,6,9,6,5,3,7,7,8,4,2,7,3,3,7,5,7,7,3,8,7,6,6,4,5,5,4,7,3,4,1,0,0,0,0,5,9,1,2,1,1,2,Jag tror att studien f_rs_kte visa att mycket av v‘ra egna preferenser spelar in n_r vi v_ljer att ta beslut. Detta f_rs_ktes visas genom att man fick ta st_llning till egna p‘st‘enden. ,Nej,9,5,2,4,77,2,Ludvika,0,58.41670227,15.61669922,-1,,11
R_2bUeNaAAKwnY5p0,Default Response Set,Anonymous,,,130.236.248.208,0,11/3/15 09:19,11/3/15 09:31,1,1,1,0,0,42.635,0,1,0,1,0,0,5.203,0,,,,,,,1,9,9,Eftersom testet _r anonymt och ingen vet vilken grupp jag tillh_r s‘ valde jag att inte bidra med n‘gonting. Det har troligtvis med avsaknaden av skam att g_ra. Om en hade f‘tt veta vilka gruppmedlemmar man var med hade jag nog bidragit med 40 kronor. Jag f_rv_ntar mig ocks‘ att de andra i min grupp g_r likadant. ,1,7,5,9,9,7,8,9,8,6,3,6,9,1,2,5,6,9,9,9,3,4,9,8,7,2,6,1,5,4,4,7,9,3,3,3,0,0,8,10,1,3,3,2,2,Ig‘r s‘ pratade min f_rel_sare om diktatorspel. Detta _r v_l ngt liknande och utfallet borde f_r_ndras d‘ anonymiteten f_r_ndras. Det _r enkelt att vara egennyttig anonym framf_r en datorsk_rm.,Jag tvivlar p‘ att deltagarna i studien hade agerat p‘ samma s_tt om det varit en vardaglig handling utan anonymiteten ,5,2,6,2,71,1,"Kumla, Sverige",0,58.41670227,15.61669922,-1,,2
R_2CpTdScwV64PtQn,Default Response Set,Anonymous,,,130.236.248.207,0,11/3/15 10:49,11/3/15 11:01,1,1,1,0,0,44.886,0,1,,,,,,,40,1,0,0,4.547,0,1,9,1,Alla har m_jlighet att tj_na lika mycket och dessutom maximerar det vad gruppen f‘r tillsammans. ,1,3,3,7,7,8,5,7,7,5,8,4,7,2,6,6,3,7,6,8,8,2,6,6,6,3,6,6,5,4,7,3,5,1,0,1,0,0,7,7,3,3,2,2,2,"Den f_rs_kte visa hur en sj_lv t_nker vad g_ller tro och samh_righet till andra personer. Studien b_rjade med att testa hur en agerade d‘ det fanns chans till egen vinning eller gemensam utdelning, sedan fick f_rs_kspersonen sj_lv reflektera kring hur personen f_rh_ll sig till sina medm_nniskor.",Nej,5,3,4,3,77,1,"Malm_, Sverige",3,58.41670227,15.61669922,-1,,11
R_2E19XmHDbFzQhk3,Default Response Set,Anonymous,,,130.236.248.220,0,11/3/15 12:21,11/3/15 12:32,1,1,1,0,0,47.916,0,1,,,,,,,40,1,0,0,14.325,0,1,9,1,"Jag visste att om jag bidrar med 40 kr, och alla andra i gruppen ocks‘ g_r det, s‘ kommer det totala monet_ra utfallet till var och en av oss att maximeras. ",1,5,1,5,9,9,9,9,1,9,1,9,1,1,1,3,9,9,9,9,9,9,9,9,9,1,1,1,7,9,5,1,1,1,0,0,0,0,10,10,1,2,1,2,2,"Mitt s_tt att t_nka vad g_ller samarbete i grupp, tankar om individualism och konkurrens. Vilken sorts samh_lle jag tror p‘ utifr‘n mina preferenser och min m_nniskosyn. ",Tyckte det l_t konstigt att man skulle f‘ betalt f_r att delta i den. ,9,7,4,7,73,2,"V_nersborg, Sverige",2,58.41670227,15.61669922,-1,,10
R_2eb8HrNITNGPXFQ,Default Response Set,Anonymous,,,130.236.248.207,0,11/3/15 12:21,11/3/15 12:31,1,1,1,0,0,41.047,0,1,,,,,,,40,1,0,0,6.309,0,1,9,1,"Det har visat sig att vid upprepade spel av den h_r typen, kommer strategin att f_rst lita p‘ de andra att g_ra vad som _r b_st f_r gruppen som helhet och sedan om de inte g_r det beh‘lla sina pengar maximera utfallet (kommer fr‘n en studie d_r man l_t datorprogram spela diktatorspelet mot varandra upprepat i ett turneringsformat).",1,7,8,5,8,3,7,7,4,2,5,4,8,5,4,9,3,7,7,7,6,7,8,3,6,1,1,2,5,1,2,1,2,3,2,2,0,0,8,8,1,3,3,2,2,Den unders_ker huruvida spelare maximerar den individuella nyttan eller chansar p‘ att maximera den gemensamma nyttan.,nej,7,9,7,9,70,1,"Norrt_lje, Sverige",1,58.41670227,15.61669922,-1,,5
R_2ElWh8HnnHhOCJY,Default Response Set,Anonymous,,,130.236.248.220,0,11/3/15 15:39,11/3/15 15:53,1,1,1,0,0,64.204,0,1,16,1,0,0,8.662,0,,,,,,,1,9,1,"Jag t_nkte s_kert och valde en summa som inte var den h_gsta man kunde ge f_r att d‘ riskera att de andra valde att inte ge n‘got alls. Men jag ville inte heller v_lja att inte ge n‘got alls, d‘ de andra i gruppen hade kunnat v_lja att ge den h_gsta summan.",1,8,5,6,6,8,3,6,6,6,7,6,7,2,3,4,6,8,6,7,8,6,6,4,7,2,6,3,6,4,7,3,7,1,0,0,0,0,5,7,3,2,2,2,1,"Hur pass mycket vi litar p‘ andra m_nniskor, och att vi eventuellt skulle f‘ b_sta m_jliga utfall om alla valde att lita p‘ varandra, men eftersom man inte vet hur n‘gon annan kommer v_lja s‘ _r det sv‘rt att utg‘ ifr‘n att alla litar p‘ varandra eftersom det skulle kunna leda till en f_rlust f_r en sj_lv.  / LIte ""f‘ngarnas dilemma""",Nej,3,6,4,6,73,2,"Sverige, Ästersund",4,58.41670227,15.61669922,-1,,2
R_2f8Jd6UkoFeOXxo,Default Response Set,Anonymous,,,130.236.248.214,0,11/3/15 15:08,11/3/15 15:22,1,1,1,0,0,127.404,0,1,0,1,3.074,3.238,21.622,2,,,,,,,1,1,9,Om jag inte donerar n‘gra pengar blir jag inte av med n‘gra pengar alls.,1,8,1,7,8,3,9,2,2,2,1,2,6,3,5,4,1,8,7,9,8,1,4,2,6,2,8,1,3,1,7,1,8,1,0,0,0,0,2,9,3,3,1,1,2,Den f_rs_ker visa samarbete mellan fr_mlingar. Hur man beter sig i en grupp med m_nniskor man aldrig har tr_ffat f_rut. ,nej,9,3,3,5,73,1,K_ping Svergie,2,58.41670227,15.61669922,-1,,10
R_2P7EIb1ZtwozSep,Default Response Set,Anonymous,,,130.236.248.210,0,11/4/15 10:21,11/4/15 10:35,1,1,1,0,0,80.514,0,1,,,,,,,40,1,45.058,45.058,47.401,1,1,9,1,"N_r jag gav 40 kronor dubblades denna summa f_r gruppen som helhet, men jag fick bara 20 kronor. Om alla g_r samma sak tj_nar alla p‘ detta. ",1,9,9,8,5,6,2,9,6,7,9,8,9,3,7,5,3,9,5,6,9,5,6,5,7,5,2,3,2,7,9,3,8,1,0,0,0,0,4,5,2,2,3,2,2,"Solidaritet, samarbete och generositet. Genom att testa personers villighet att uppvisa det n_mnda i f_rsta meningen. ","Kan m_jligtvis vara s‘ att mina beslut inte alls p‘verkade de andra personerna. Kan vara n‘gon form av bluff. Kan ‘ andra sidan vara tv_rtom, helt  enligt f_reskrifterna. ",9,6,2,6,75,1,"Link_ping, Sverige. ",0,58.41670227,15.61669922,-1,,6
R_2QhwdLp7aY59fRB,Default Response Set,Anonymous,,,130.236.248.204,0,11/3/15 10:47,11/3/15 11:00,1,1,1,0,0,86.888,0,1,40,1,8.299,8.299,10.613,1,,,,,,,1,9,1,Jag tror att alla v_ljer att bidra med 40kr s‘ d_rf_r g_r jag det med,1,7,1,3,8,6,3,7,4,2,2,2,3,1,6,6,7,7,5,3,9,7,8,5,8,6,3,8,3,2,4,1,2,3,5,5,0,0,7,8,1,3,1,2,2,Hur m_nniskor agerar i grupp. Genom olika spel med pengar och genom teoretiska fr‘gor,nej,2,9,2,5,72,1,Askersund Sverige,0,58.41670227,15.61669922,-1,,10
