"","num","experiment","replicate","n","r","z","site","es"
"211",10,"Across-notation automatic numerical processing.",0,"32",0.698586719,0.864534746467758,"Huck_orig","r"
"212",10,"Across-notation automatic numerical processing.",0,"32",0.780725807,1.04722667369848,"Ifcher_orig","r"
"213",11,"Attractor dynamics and semantic neighborhood density: Processing is slowed by near neighbors and speeded by distant neighbors.",0,"30",0.672084167,0.814534581372408,"Kessler_orig","r"
"214",11,"Attractor dynamics and semantic neighborhood density: Processing is slowed by near neighbors and speeded by distant neighbors.",0,"30",0.466443576,0.505515292648616,"Kirchler_orig","r"
"215",12,"When does between-sequence phonological similarity promote irrelevant sound disruption?",0,"118",0.178477629,0.180409785295794,"Kogan_orig","r"
"216",12,"When does between-sequence phonological similarity promote irrelevant sound disruption?",0,"118",0.08323764,0.0834306805876074,"Kuziemko_orig","r"
"217",13,"Bidirectional associations in multiplication memory: Conditions of negative and positive transfer.",0,"36",0.52450217,0.582530435743512,"Abeler_orig","r"
"218",13,"Bidirectional associations in multiplication memory: Conditions of negative and positive transfer.",0,"36",0.524539034,0.582581291188142,"Ambrus_orig","r"
"219",15,"The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency.",0,"242",0.195136354,0.197671341200697,"Bartling_orig","r"
"220",15,"The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency.",0,"242",0.24687812,0.252085564199444,"Charness_orig","r"
"221",17,"The ultimate sampling dilemma in experience-based decision making.",0,"47",0.304772411,0.314772324350052,"Chen_orig","r"
"222",17,"The ultimate sampling dilemma in experience-based decision making.",0,"47",0.434510306,0.465443374485164,"deClippel_orig","r"
"223",19,"How to say no: Single-and dual-process theories of short-term recognition tested on negative probes.",0,"21",0.560499145,0.63356067564677,"Duffy_orig","r"
"224",19,"How to say no: Single-and dual-process theories of short-term recognition tested on negative probes.",0,"21",0.401939168,0.425959601340054,"Dulleck_orig","r"
"225",20,"Intentional forgetting is easier after two ""shots"" than one.",0,"108",0.224092029,0.227960364129573,"Ericson_orig","r"
"226",20,"Intentional forgetting is easier after two ""shots"" than one.",0,"108",0.019422053,0.0194244956568418,"Fehr_orig","r"
"227",22,"How does bilingualism improve executive control? A comparison of active and reactive inhibition mechanisms.",0,"32",0.219359299,0.222982920488814,"Friedman_orig","r"
"228",22,"How does bilingualism improve executive control? A comparison of active and reactive inhibition mechanisms.",0,"32",0.064661345,0.0647516900439762,"Fudenberg_orig","r"
"229",24,"Priming addition facts with semantic relations.",0,"49",0.363732358,0.381180652550176,"Huck_orig","r"
"230",24,"Priming addition facts with semantic relations.",0,"49",0.284274426,0.29232618593634,"Ifcher_orig","r"
"231",25,"Learning correct responses and errors in the Hebb repetition effect: two faces of the same coin.",0,"63",0.348120689,0.363303690199693,"Kessler_orig","r"
"232",25,"Learning correct responses and errors in the Hebb repetition effect: two faces of the same coin.",0,"63",0.2733272,0.280456144360303,"Kirchler_orig","r"
"233",26,"Contextual effects on reading aloud: Evidence for pathway control.",0,"20",0.160955695,0.162367653957866,"Kogan_orig","r"
"234",26,"Contextual effects on reading aloud: Evidence for pathway control.",0,"20",0.14406846,0.145077808249329,"Kuziemko_orig","r"
"235",27,"On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses.",0,"71",0.378068955,0.397804631884721,"Abeler_orig","r"
"236",27,"On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses.",0,"71",0.379573968,0.399561810599662,"Ambrus_orig","r"
"237",28,"Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis.",0,"91",0.341773488,0.356099200575972,"Bartling_orig","r"
"238",28,"Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis.",0,"91",0.103261105,0.103630490542844,"Charness_orig","r"
"239",29,"Multidimensional visual statistical learning.",0,"15",0.73782079,0.945679455083732,"Chen_orig","r"
"240",29,"Multidimensional visual statistical learning.",0,"15",0.703904904,0.874998612661069,"deClippel_orig","r"
"241",32,"Accounting for occurrences: A new view of the use of contingency information in causal judgment.",0,"38",0.623367433,0.730493922145522,"Duffy_orig","r"
"242",32,"Accounting for occurrences: A new view of the use of contingency information in causal judgment.",0,"38",0.480717115,0.523916497045395,"Dulleck_orig","r"
"243",33,"Multiple roles for time in short-term memory: Evidence from serial recall of order and timing.",0,"40",0.516812354,0.571980598502644,"Ericson_orig","r"
"244",33,"Multiple roles for time in short-term memory: Evidence from serial recall of order and timing.",0,"40",0.315999964,0.327197057137755,"Fehr_orig","r"
"245",36,"An attention-based associative account of adjacent and nonadjacent dependency learning.",0,"24",0.713921386,0.895136292560066,"Friedman_orig","r"
"246",36,"An attention-based associative account of adjacent and nonadjacent dependency learning.",0,"24",0.681560537,0.832022572221689,"Fudenberg_orig","r"
"247",37,"Orienting attention in visual working memory reduces interference from memory probes.",0,"18",0.551178255,0.620072140594967,"Huck_orig","r"
"248",37,"Orienting attention in visual working memory reduces interference from memory probes.",0,"18",0.349791589,0.365206268595273,"Ifcher_orig","r"
"249",39,"Decision making and learning while taking sequential risks.",0,"153",0.366615713,0.384507676875194,"Kessler_orig","r"
"250",39,"Decision making and learning while taking sequential risks.",0,"153",0.101709161,0.102062072805603,"Kirchler_orig","r"
"251",43,"The rejection of moral rebels: Resenting those who do the right thing.",0,"75",0.347251138,0.362314568656241,"Kogan_orig","r"
"252",43,"The rejection of moral rebels: Resenting those who do the right thing.",0,"75",0.161063754,0.16247858884867,"Kuziemko_orig","r"
"253",44,"Why do implicit and explicit attitude tests diverge? The role of structural fit.",0,"180",0.352175067,0.367924620459263,"Abeler_orig","r"
"254",44,"Why do implicit and explicit attitude tests diverge? The role of structural fit.",0,"180",0.150236955,0.151382853963031,"Ambrus_orig","r"
"255",46,"The developmental psychometrics of big five self-reports: Acquiescence, factor structure, coherence, and differentiation from ages 10 to 20.",0,"455326",0.022542373,0.022546192531379,"Bartling_orig","r"
"256",46,"The developmental psychometrics of big five self-reports: Acquiescence, factor structure, coherence, and differentiation from ages 10 to 20.",0,"455326",0.023841537,0.0238460558679042,"Charness_orig","r"
"257",48,"Terror management and adults' attachment to their parents: The safe haven remains.",0,"200",0.225490086,0.229432826442352,"Chen_orig","r"
"258",48,"Terror management and adults' attachment to their parents: The safe haven remains.",0,"200",-0.052290282,-0.0523380189858188,"deClippel_orig","r"
"259",49,"Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.",0,"88",0.378345294,0.398127096417791,"Duffy_orig","r"
"260",49,"Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.",0,"88",-0.030485538,-0.0304949873644914,"Dulleck_orig","r"
"261",50,"Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.",0,"105",0.208058463,0.211141100838117,"Ericson_orig","r"
"262",50,"Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.",0,"105",0.155043132,0.156303691857083,"Fehr_orig","r"
"263",52,"Affective incoherence: When affective concepts and embodied reactions clash.",0,"113",0.20573686,0.208715672093056,"Friedman_orig","r"
"264",52,"Affective incoherence: When affective concepts and embodied reactions clash.",0,"113",0.094021673,0.0943002047242516,"Fudenberg_orig","r"
"265",53,"Individual differences in the regulation of intergroup bias: The role of conflict monitoring and neural signals for control.",0,"75",0.377126878,0.396705896912039,"Huck_orig","r"
"266",53,"Individual differences in the regulation of intergroup bias: The role of conflict monitoring and neural signals for control.",0,"75",0.076700677,0.0768516200278652,"Ifcher_orig","r"
"267",55,"Left frontal cortical activation and spreading of alternatives: Tests of the action-based model of dissonance.",0,"71",0.229852265,0.234033485657996,"Kessler_orig","r"
"268",55,"Left frontal cortical activation and spreading of alternatives: Tests of the action-based model of dissonance.",0,"71",0.066130007,0.0662266601626609,"Kirchler_orig","r"
"269",56,"A social functional approach to emotions in bargaining: when communicating anger pays and when it backfires.",0,"83",0.379139495,0.399054301120861,"Kogan_orig","r"
"270",56,"A social functional approach to emotions in bargaining: when communicating anger pays and when it backfires.",0,"83",-0.042140104,-0.0421650745796795,"Kuziemko_orig","r"
"271",58,"Walking on eggshells: How expressing relationship insecurities perpetuates them.",0,"280",0.167288593,0.168875882264062,"Abeler_orig","r"
"272",58,"Walking on eggshells: How expressing relationship insecurities perpetuates them.",0,"280",0.03675175,0.0367683101769055,"Ambrus_orig","r"
"273",61,"Poignancy: Mixed emotional experience in the face of meaningful endings.",0,"222",0.219666896,0.223306089724669,"Bartling_orig","r"
"274",61,"Poignancy: Mixed emotional experience in the face of meaningful endings.",0,"222",-0.004719346,-0.00471938103724945,"Charness_orig","r"
"275",63,"1/f noise and effort on implicit measures of bias.",0,"148",0.274010238,0.281194479704791,"Chen_orig","r"
"276",63,"1/f noise and effort on implicit measures of bias.",0,"148",0.073797292,0.0739316991417272,"deClippel_orig","r"
"277",64,"The effect of global versus local processing styles on assimilation versus contrast in social judgment.",0,"71",0.425496777,0.454384970010148,"Duffy_orig","r"
"278",64,"The effect of global versus local processing styles on assimilation versus contrast in social judgment.",0,"71",0.11385379,0.114349602276968,"Dulleck_orig","r"
"279",65,"Not so innocent: Does seeing one's own capacity for wrongdoing predict forgiveness?",0,"135",0.431865646,0.462187795505302,"Ericson_orig","r"
"280",65,"Not so innocent: Does seeing one's own capacity for wrongdoing predict forgiveness?",0,"135",0.011721165,0.0117217018177724,"Fehr_orig","r"
"281",68,"Why people are reluctant to tempt fate.",0,"226",0.185849827,0.188035056711107,"Friedman_orig","r"
"282",68,"Why people are reluctant to tempt fate.",0,"226",0.003001488,0.00300149701344736,"Fudenberg_orig","r"
"283",71,"On the relative independence of thinking biases and cognitive ability.",0,"177",0.222131584,0.225897217190119,"Huck_orig","r"
"284",71,"On the relative independence of thinking biases and cognitive ability.",0,"177",0.073353737,0.0734857299440754,"Ifcher_orig","r"
"285",72,"Opening the mind to close it: Considering a message in light of important values increases message processing and later resistance to change.",0,"251",0.207643072,0.210706953837397,"Kessler_orig","r"
"286",72,"Opening the mind to close it: Considering a message in light of important values increases message processing and later resistance to change.",0,"251",0.04449582,0.044525220365058,"Kirchler_orig","r"
"287",73,"Distinguishing between silent and vocal minorities: Not all deviants feel marginal.",0,"120",0.322574106,0.334517515861865,"Kogan_orig","r"
"288",73,"Distinguishing between silent and vocal minorities: Not all deviants feel marginal.",0,"120",0.2,0.202732554054082,"Kuziemko_orig","r"
"289",80,"The effects of an implemental mind-set on attitude strength.",0,"70",0.259958534,0.266063935058371,"Abeler_orig","r"
"290",80,"The effects of an implemental mind-set on attitude strength.",0,"70",0.15539539,0.156664646344502,"Ambrus_orig","r"
"291",81,"A needs-based model of reconciliation: Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation.",0,"141",0.268278965,0.275008386572745,"Bartling_orig","r"
"292",81,"A needs-based model of reconciliation: Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation.",0,"141",-0.101637251,-0.101989411675437,"Charness_orig","r"
"293",82,"The face of success: inferences from chief executive officers' appearance predict company profits.",0,"50",0.3,0.309519604203112,"Chen_orig","r"
"294",82,"The face of success: inferences from chief executive officers' appearance predict company profits.",0,"50",0.27,0.2768638226551,"deClippel_orig","r"
"295",84,"Selective exposure and information quantity: How different information quantities moderate decision makers' preference for consistent and inconsistent information.",0,"150",0.503449638,0.553916296490002,"Duffy_orig","r"
"296",84,"Selective exposure and information quantity: How different information quantities moderate decision makers' preference for consistent and inconsistent information.",0,"150",0.217562252,0.221095810338853,"Dulleck_orig","r"
"297",86,"Self-regulation and selective exposure: The impact of depleted self-regulation resources on confirmatory information processing.",0,"140",0.212014281,0.215279491482967,"Ericson_orig","r"
"298",86,"Self-regulation and selective exposure: The impact of depleted self-regulation resources on confirmatory information processing.",0,"140",0.118808574,0.119372369949725,"Fehr_orig","r"
"299",87,"The space between us: Stereotype threat and distance in interracial contexts.",0,"51",0.395559206,0.418373377644792,"Friedman_orig","r"
"300",87,"The space between us: Stereotype threat and distance in interracial contexts.",0,"51",0.013045451,0.013046191117014,"Fudenberg_orig","r"
"301",89,"Sex differences in mate preferences revisited: Do people know what they initially desire in a romantic partner?",0,"304",0.139816632,0.140738547101889,"Huck_orig","r"
"302",89,"Sex differences in mate preferences revisited: Do people know what they initially desire in a romantic partner?",0,"304",0.0294047,0.0294131791904262,"Ifcher_orig","r"
"303",93,"Balancing connectedness and self-protection goals in close relationships: A levels-of-processing perspective on risk regulation.",0,"76",0.317462994,0.328823222570441,"Kessler_orig","r"
"304",93,"Balancing connectedness and self-protection goals in close relationships: A levels-of-processing perspective on risk regulation.",0,"76",-0.1351,-0.135931069224414,"Kirchler_orig","r"
"305",94,"Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation.",0,"61",0.344312999,0.358977418835944,"Kogan_orig","r"
"306",94,"Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation.",0,"61",0.28970838,0.298247895841039,"Kuziemko_orig","r"
"307",97,"Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions.",0,"1490",0.378274916,0.398044963704019,"Abeler_orig","r"
"308",97,"Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions.",0,"1490",-0.036935346,-0.0369521557380355,"Ambrus_orig","r"
"309",104,"Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle).",0,"1146",0.127392361,0.128088292454287,"Bartling_orig","r"
"310",104,"Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle).",0,"1146",0.018376516,0.0183785849799619,"Charness_orig","r"
"311",106,"More than meets the eye: the role of language in binding and maintaining feature conjunctions.",0,"47",0.381744212,0.402099816773692,"Chen_orig","r"
"312",106,"More than meets the eye: the role of language in binding and maintaining feature conjunctions.",0,"47",-0.222920955,-0.226727712667986,"deClippel_orig","r"
"313",107,"Nonconscious goal pursuit in novel environments: The case of implicit learning.",0,"158",0.222330235,0.226106188572231,"Duffy_orig","r"
"314",107,"Nonconscious goal pursuit in novel environments: The case of implicit learning.",0,"158",0.104941786,0.105329585238058,"Dulleck_orig","r"
"315",110,"Perceptual mechanisms that characterize gender differences in decoding women's sexual intent",0,"144",0.554427187,0.624750856813491,"Ericson_orig","r"
"316",110,"Perceptual mechanisms that characterize gender differences in decoding women's sexual intent",0,"144",0.091162691,0.0914164977721764,"Fehr_orig","r"
"317",111,"Precision of the anchor influences the amount of adjustment.",0,"120",0.333441051,0.34669477755082,"Friedman_orig","r"
"318",111,"Precision of the anchor influences the amount of adjustment.",0,"120",0.225764222,0.229721666607801,"Fudenberg_orig","r"
"319",112,"Action dynamics reveal parallel competition in decision making",0,"51",0.701088742,0.869438514085779,"Huck_orig","r"
"320",112,"Action dynamics reveal parallel competition in decision making",0,"51",0.750404422,0.973880109255998,"Ifcher_orig","r"
"321",113,"Prescribed optimism: Is it right to be wrong about the future?",0,"177",0.681152182,0.831260365276445,"Kessler_orig","r"
"322",113,"Prescribed optimism: Is it right to be wrong about the future?",0,"177",0.763508789,1.00457484452595,"Kirchler_orig","r"
"323",114,"Age-related changes in the episodic simulation of future events",0,"32",0.570693584,0.648550826829565,"Kogan_orig","r"
"324",114,"Age-related changes in the episodic simulation of future events",0,"32",0.652730428,0.780041330582545,"Kuziemko_orig","r"
"325",115,"Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?",0,"8",0.501799075,0.551707796113811,"Abeler_orig","r"
"326",115,"Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?",0,"8",-0.450187899,-0.484935913612849,"Ambrus_orig","r"
"327",116,"Measuring the crowd within: Probabilistic representations within individuals.",0,"140",0.28771881,0.296077402194826,"Bartling_orig","r"
"328",116,"Measuring the crowd within: Probabilistic representations within individuals.",0,"140",0.322727228,0.334688430685667,"Charness_orig","r"
"329",117,"Temporal selection is suppressed, delayed, and diffused during the attentional blink.",0,"12",0.130782132,0.131535509743525,"Chen_orig","r"
"330",117,"Temporal selection is suppressed, delayed, and diffused during the attentional blink.",0,"12",0.120519146,0.121107792678052,"deClippel_orig","r"
"331",118,"Toward a physiology of dual-process reasoning and judgment: lemonade, willpower, and expensive rule-based analysis.",0,"166",0.21368683,0.217031412373752,"Duffy_orig","r"
"332",118,"Toward a physiology of dual-process reasoning and judgment: lemonade, willpower, and expensive rule-based analysis.",0,"166",-0.048918238,-0.0489573144713753,"Dulleck_orig","r"
"333",120,"Errors Are Aversive: Defensive Motivation and the Error-Related Negativity",0,"43",0.38,0.400059650056057,"Ericson_orig","r"
"334",120,"Errors Are Aversive: Defensive Motivation and the Error-Related Negativity",0,"43",0.25,0.255412811882995,"Fehr_orig","r"
"335",121,"The sunny side of fairness: Preference for fairness activates reward circuitry (and disregarding unfairness activates self-control circuitry)",0,"24",0.851679354,1.2622359039858,"Friedman_orig","r"
"336",121,"The sunny side of fairness: Preference for fairness activates reward circuitry (and disregarding unfairness activates self-control circuitry)",0,"24",0.828997685,1.18492314412419,"Fudenberg_orig","r"
"337",122,"The representation of simple ensemble visual features outside the focus of attention",0,"17",0.721890032,0.911580609250947,"Huck_orig","r"
"338",122,"The representation of simple ensemble visual features outside the focus of attention",0,"17",0.922934494,1.60847594653146,"Ifcher_orig","r"
"339",124,"Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals.",0,"70",0.384260399,0.405048559767843,"Kessler_orig","r"
"340",124,"Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals.",0,"70",-0.034279559,-0.0342929956428472,"Kirchler_orig","r"
"341",127,"A motion aftereffect from still photographs depicting motion",0,"26",0.685347348,0.83912881221931,"Kogan_orig","r"
"342",127,"A motion aftereffect from still photographs depicting motion",0,"26",0.527307869,0.58640880552693,"Kuziemko_orig","r"
"343",129,"The threat of appearing prejudiced and race-based attentional biases.",0,"66",0.371775163,0.390481398198824,"Abeler_orig","r"
"344",129,"The threat of appearing prejudiced and race-based attentional biases.",0,"66",0.017674908,0.0176767489061405,"Ambrus_orig","r"
"345",132,"Where do we look during potentially offensive behavior?",0,"30",0.246947019,0.252158936395347,"Bartling_orig","r"
"346",132,"Where do we look during potentially offensive behavior?",0,"30",0.179397898,0.181360494878753,"Charness_orig","r"
"347",133,"Adaptive memory: The comparative value of survival processing.",0,"38",0.445652636,0.479262324352725,"Chen_orig","r"
"348",133,"Adaptive memory: The comparative value of survival processing.",0,"38",0.423363806,0.451783336020072,"deClippel_orig","r"
"349",134,"Is happiness having what you want, wanting what you have, or both?",0,"238",0.20996855,0.213138445861106,"Duffy_orig","r"
"350",134,"Is happiness having what you want, wanting what you have, or both?",0,"238",0.500179963,0.549546123796944,"Dulleck_orig","r"
"351",135,"Implicit attitude generalization occurs immediately; explicit attitude generalization takes time",0,"3597",0.00464002,0.00464005329997545,"Ericson_orig","r"
"352",135,"Implicit attitude generalization occurs immediately; explicit attitude generalization takes time",0,"3597",0.105891025,0.10628949138422,"Fehr_orig","r"
"353",136,"The value of believing in free will: Encouraging a belief in determinism increases cheating.",0,"58",0.498149178,0.546841417850272,"Friedman_orig","r"
"354",136,"The value of believing in free will: Encouraging a belief in determinism increases cheating.",0,"58",0.102355162,0.102714869812966,"Fudenberg_orig","r"
"355",139,"Auditory change detection: simple sounds are not memorized better than complex sounds",0,"5",0.496363588,0.544469283070039,"Huck_orig","r"
"356",139,"Auditory change detection: simple sounds are not memorized better than complex sounds",0,"5",0.505151268,0.556198279242192,"Ifcher_orig","r"
"357",140,"Keeping one's distance: The influence of spatial distance cues on affect and evaluation.",0,"125",0.233776428,0.238180507391454,"Kessler_orig","r"
"358",140,"Keeping one's distance: The influence of spatial distance cues on affect and evaluation.",0,"125",0.044266281,0.0442952283539177,"Kirchler_orig","r"
"359",142,"Hedonic and instrumental motives in anger regulation.",0,"88",0.593405778,0.68290665629042,"Kogan_orig","r"
"360",142,"Hedonic and instrumental motives in anger regulation.",0,"88",0.609913782,0.708784059252991,"Kuziemko_orig","r"
"361",143,"Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds.",0,"78",0.172960188,0.174716536811263,"Abeler_orig","r"
"362",143,"Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds.",0,"78",0.061707156,0.0617856577111544,"Ambrus_orig","r"
"363",145,"ñIn_Group Loveî and ñOut_Group Hateî as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm",0,"120",0.768651993,1.01702492443777,"Bartling_orig","r"
"364",145,"ñIn_Group Loveî and ñOut_Group Hateî as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm",0,"120",0.652982567,0.780480766803962,"Charness_orig","r"
"365",146,"A word-order constraint on phonological activation",0,"12",0.649955571,0.775221776719086,"Chen_orig","r"
"366",146,"A word-order constraint on phonological activation",0,"12",0.497082522,0.545423705409234,"deClippel_orig","r"
"367",148,"The Best Men Are Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0,"263",0.188662549,0.190949992796085,"Duffy_orig","r"
"368",148,"The Best Men Are Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0,"263",-0.030172295,-0.0301814559621975,"Dulleck_orig","r"
"369",149,"The Best Men Are Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0,"318",0.188662549,0.190949992796085,"Ericson_orig","r"
"370",149,"The Best Men Are Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0,"318",0.018283411,0.0182854486872587,"Fehr_orig","r"
"371",150,"Sensitivity to object viewpoint and action instructions during search for targets in the lower visual field",0,"19",0.722536382,0.91293165300265,"Friedman_orig","r"
"372",150,"Sensitivity to object viewpoint and action instructions during search for targets in the lower visual field",0,"19",0.207514339,0.210572424096054,"Fudenberg_orig","r"
"373",151,"With a clean conscience: Cleanliness reduces the severity of moral judgments.",0,"126",0.400010244,0.423661125491187,"Huck_orig","r"
"374",151,"With a clean conscience: Cleanliness reduces the severity of moral judgments.",0,"126",0.002839798,0.00283980563384237,"Ifcher_orig","r"
"375",153,"Extremal edge: a powerful cue to depth perception and figure-ground organization",0,"8",0.859552403,1.29162832504362,"Kessler_orig","r"
"376",153,"Extremal edge: a powerful cue to depth perception and figure-ground organization",0,"8",0.120073568,0.120655671934318,"Kirchler_orig","r"
"377",154,"What Do Cross_National Comparisons of Personality Traits Tell Us? The Case of Conscientiousness",0,"16",0.43,0.459896681212679,"Kogan_orig","r"
"378",154,"What Do Cross_National Comparisons of Personality Traits Tell Us? The Case of Conscientiousness",0,"16",0.11,0.110446915790097,"Kuziemko_orig","r"
"379",155,"Personality dominance and preferential use of the vertical dimension of space",0,"72",0.31,0.320545409301946,"Abeler_orig","r"
"380",155,"Personality dominance and preferential use of the vertical dimension of space",0,"72",-0.034,-0.0340131104279282,"Ambrus_orig","r"
"381",158,"Conflict-triggered goal shielding: Response conflicts attenuate background monitoring for prospective memory cues.",0,"95",0.374787884,0.393981877130233,"Bartling_orig","r"
"382",158,"Conflict-triggered goal shielding: Response conflicts attenuate background monitoring for prospective memory cues.",0,"95",0.411336583,0.437218946739661,"Charness_orig","r"
"383",161,"Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children.",0,"48",0.483442318,0.527466797836033,"Chen_orig","r"
"384",161,"Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children.",0,"48",0.177837588,0.179748763345337,"deClippel_orig","r"
"385",165,"The value heuristic in judgments of relative frequency.",0,"51",0.28378815,0.291797237670132,"Duffy_orig","r"
"386",165,"The value heuristic in judgments of relative frequency.",0,"51",-0.175454592,-0.177289012352195,"Dulleck_orig","r"
"387",167,"Head up, foot down: Object words orient attention to the objects' typical location.",0,"22",0.595271914,0.685792015328455,"Ericson_orig","r"
"388",167,"Head up, foot down: Object words orient attention to the objects' typical location.",0,"22",0.25414164,0.259835474573725,"Fehr_orig","r"
